,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Ryuji Imada,80,1.6,50,8.0
1,2,2,Matt Kuchar,88,1.49,47,7.0
2,3,3,Mathias Grönberg,87,1.47,68,10.0
3,4,4,Corey Pavin,69,1.46,48,7.0
4,5,5,Ron Whittaker,54,1.33,30,4.0
5,6,6,Kevin Stadler,90,1.31,61,8.0
6,7,7,Rod Pampling,83,1.25,56,7.0
7,8,8,Daniel Chopra,84,1.23,57,7.0
8,9,9,Vijay Singh,82,1.22,41,5.0
9,10,10,Tim Petrovic,97,1.2,50,6.0
10,T11,T11,Shane Bertsch,96,1.19,59,7.0
11,T11,T11,Nick Flanagan,89,1.19,59,7.0
12,T11,T11,Bill Haas,99,1.19,84,10.0
13,14,14,Steve Elkington,84,1.16,69,8.0
14,15,15,Paul Casey,55,1.14,35,4.0
15,16,16,Jeff Quinney,87,1.11,54,6.0
16,17,17,Steve Lowery,74,1.0,60,6.0
17,18,18,Todd Hamilton,92,0.99,71,7.0
18,T19,T19,Nathan Green,95,0.98,61,6.0
19,T19,T19,Bob Tway,70,0.98,41,4.0
20,21,21,Dudley Hart,74,0.95,63,6.0
21,T22,T22,Woody Austin,109,0.94,64,6.0
22,T22,T22,Marc Turnesa,87,0.94,64,6.0
23,T22,T22,Johnson Wagner,83,0.94,53,5.0
24,T25,T25,Paul Goydos,78,0.93,54,5.0
25,T25,T25,Patrick Sheehan,124,0.93,75,7.0
26,T27,T27,Parker McLachlin,88,0.92,76,7.0
27,T27,T27,Tag Ridings,88,0.92,76,7.0
28,T27,T27,Nick Watney,96,0.92,65,6.0
29,T30,T30,Stewart Cink,87,0.91,55,5.0
30,T30,T30,Mark Hensby,71,0.91,55,5.0
31,T30,T30,Shigeki Maruyama,50,0.91,33,3.0
32,T30,T30,Bob Sowards,61,0.91,44,4.0
33,T30,T30,Kyle Thompson,70,0.91,55,5.0
34,T35,T35,Steve Flesch,95,0.9,67,6.0
35,T35,T35,Martin Laird,98,0.9,78,7.0
36,37,37,Robert Allenby,108,0.89,90,8.0
37,38,38,John Senden,93,0.88,80,7.0
38,T39,T39,Padraig Harrington,52,0.87,23,2.0
39,T39,T39,J.B. Holmes,86,0.87,46,4.0
40,T39,T39,Steve Marino,119,0.87,103,9.0
41,T39,T39,Andres Romero,69,0.87,46,4.0
42,T39,T39,Adam Scott,51,0.87,23,2.0
43,T44,T44,Rory Sabbatini,77,0.85,47,4.0
44,T44,T44,Chris Stroud,81,0.85,59,5.0
45,T46,T46,Mathew Goggin,91,0.83,72,6.0
46,T46,T46,Jeff Gove,50,0.83,36,3.0
47,T46,T46,Billy Mayfair,103,0.83,84,7.0
48,T46,T46,Boo Weekley,86,0.83,48,4.0
49,T50,T50,Jeff Overton,103,0.82,73,6.0
50,T50,T50,Scott Verplank,82,0.82,49,4.0
51,52,52,Scott McCarron,63,0.81,37,3.0
52,T53,T53,Brandt Jobe,52,0.8,50,4.0
53,T53,T53,Doug LaBelle II,65,0.8,50,4.0
54,T55,T55,Tim Clark,90,0.78,51,4.0
55,T55,T55,Ben Crane,86,0.78,64,5.0
56,T55,T55,Pat Perez,93,0.78,64,5.0
57,T55,T55,Jay Williamson,96,0.78,77,6.0
58,T59,T59,Fred Couples,60,0.77,39,3.0
59,T59,T59,Ernie Els,51,0.77,26,2.0
60,T59,T59,Carl Pettersson,110,0.77,78,6.0
61,T62,T62,Marco Dawson,64,0.75,40,3.0
62,T62,T62,Joe Durant,92,0.75,67,5.0
63,T62,T62,Richard Johnson,60,0.75,53,4.0
64,T62,T62,Hunter Mahan,87,0.75,80,6.0
65,T66,T66,Brenden Pappas,66,0.73,41,3.0
66,T66,T66,Vaughn Taylor,103,0.73,82,6.0
67,T68,T68,Ángel Cabrera,55,0.71,42,3.0
68,T68,T68,Ben Curtis,80,0.71,56,4.0
69,T68,T68,Sergio Garcia,72,0.71,42,3.0
70,T68,T68,Kenny Perry,97,0.71,85,6.0
71,T68,T68,Chris Riley,51,0.71,28,2.0
72,T68,T68,Kevin Sutherland,98,0.71,85,6.0
73,T74,T74,Retief Goosen,59,0.7,43,3.0
74,T74,T74,Lee Janzen,89,0.7,57,4.0
75,T76,T76,Cody Freeman,66,0.69,58,4.0
76,T76,T76,Jerry Kelly,89,0.69,58,4.0
77,T76,T76,Mark Wilson,107,0.69,87,6.0
78,T79,T79,Stephen Leaney,53,0.68,44,3.0
79,T79,T79,Ryan Moore,72,0.68,44,3.0
80,T81,T81,John Huston,56,0.67,45,3.0
81,T81,T81,Michael Letzig,88,0.67,60,4.0
82,T81,T81,Jeff Maggert,86,0.67,60,4.0
83,T84,T84,Stuart Appleby,87,0.66,61,4.0
84,T84,T84,Bo Van Pelt,101,0.66,91,6.0
85,T84,T84,Charlie Wi,97,0.66,76,5.0
86,T87,T87,Tommy Armour III,77,0.65,62,4.0
87,T87,T87,Craig Kanada,65,0.65,46,3.0
88,T89,T89,K.J. Choi,74,0.64,47,3.0
89,T89,T89,Chad Collins,72,0.64,47,3.0
90,T91,T91,Chad Campbell,94,0.63,79,5.0
91,T91,T91,Carlos Franco,73,0.63,64,4.0
92,T91,T91,Tommy Gainey,60,0.63,16,1.0
93,T91,T91,Joe Ogilvie,100,0.63,64,4.0
94,T91,T91,Chez Reavie,102,0.63,64,4.0
95,T96,T96,Rich Beem,90,0.62,65,4.0
96,T96,T96,Brian Davis,108,0.62,81,5.0
97,T96,T96,Ken Duke,116,0.62,81,5.0
98,T99,T99,Mark Calcavecchia,67,0.61,33,2.0
99,T99,T99,Will MacKenzie,62,0.61,49,3.0
100,T99,T99,Jin Park,85,0.61,66,4.0
101,T99,T99,Tom Pernice Jr.,104,0.61,82,5.0
102,T103,T103,Alex Cejka,75,0.6,50,3.0
103,T103,T103,Freddie Jacobson,78,0.6,50,3.0
104,T105,T105,Charley Hoffman,94,0.59,68,4.0
105,T105,T105,Justin Leonard,101,0.59,68,4.0
106,T105,T105,Y.E. Yang,89,0.59,68,4.0
107,T108,T108,Paul Claxton,63,0.58,52,3.0
108,T108,T108,Frank Lickliter II,107,0.58,86,5.0
109,T108,T108,Jim McGovern,75,0.58,52,3.0
110,T108,T108,Jon Mills,95,0.58,69,4.0
111,T112,T112,Glen Day,64,0.57,70,4.0
112,T112,T112,Brandt Snedeker,85,0.57,53,3.0
113,114,114,Bob Estes,90,0.56,90,5.0
114,T115,T115,Richard Johnson,77,0.55,55,3.0
115,T115,T115,Dustin Johnson,92,0.55,73,4.0
116,T115,T115,Peter Lonard,92,0.55,73,4.0
117,118,118,Heath Slocum,104,0.54,56,3.0
