,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Daniel Chopra,47.22,136,288
1,2,2,Nathan Green,46.91,152,324
2,3,3,Freddie Jacobson,46.67,126,270
3,4,4,Jeff Quinney,46.53,134,288
4,5,5,Tom Pernice Jr.,45.45,180,396
5,6,6,Shane Bertsch,45.0,162,360
6,7,7,Aaron Baddeley,44.79,129,288
7,T8,T8,Cody Freeman,44.44,64,144
8,T8,T8,Anthony Kim,44.44,144,324
9,T8,T8,Mike Weir,44.44,152,342
10,11,11,Padraig Harrington,43.94,87,198
11,12,12,Davis Love III,43.75,126,288
12,13,13,Retief Goosen,43.52,94,216
13,14,14,Geoff Ogilvy,43.16,101,234
14,15,15,Chris DiMarco,42.96,116,270
15,16,16,Ernie Els,42.78,77,180
16,17,17,Tim Clark,42.4,145,342
17,18,18,Jason Day,42.31,99,234
18,19,19,Camilo Villegas,42.28,137,324
19,20,20,Paul Goydos,42.22,114,270
20,21,21,Ian Poulter,41.92,83,198
21,22,22,Bob Tway,41.85,113,270
22,T23,T23,Jim Furyk,41.67,165,396
23,T23,T23,Ryan Moore,41.67,90,216
24,25,25,Bart Bryant,41.5,127,306
25,26,26,John Huston,41.41,82,198
26,T27,T27,Stuart Appleby,41.39,149,360
27,T27,T27,Phil Mickelson,41.39,149,360
28,29,29,Bob Estes,41.18,126,306
29,T30,T30,Ken Duke,41.11,185,450
30,T30,T30,Tag Ridings,41.11,111,270
31,T30,T30,Mark Wilson,41.11,185,450
32,33,33,Ben Crane,41.05,133,324
33,34,34,Brandt Snedeker,40.85,125,306
34,T35,T35,George McNeill,40.83,147,360
35,T35,T35,Kevin Na,40.83,147,360
36,37,37,Stephen Ames,40.43,131,324
37,38,38,Marc Turnesa,40.37,109,270
38,39,39,Jim McGovern,40.28,87,216
39,40,40,Chad Collins,40.17,94,234
40,41,41,Tom Lehman,40.12,65,162
41,42,42,Brenden Pappas,40.0,72,180
42,43,43,Will MacKenzie,39.9,79,198
43,44,44,Ryan Palmer,39.74,93,234
44,45,45,Ryuji Imada,39.63,107,270
45,46,46,Boo Weekley,39.51,128,324
46,47,47,Tim Herron,39.42,149,378
47,48,48,Kevin Sutherland,39.37,163,414
48,T49,T49,Jonathan Byrd,39.22,120,306
49,T49,T49,Sergio Garcia,39.22,120,306
50,51,51,Stewart Cink,39.2,127,324
51,52,52,Vaughn Taylor,39.17,141,360
52,T53,T53,K.J. Choi,38.89,105,270
53,T53,T53,Lucas Glover,38.89,133,342
54,T53,T53,Charley Hoffman,38.89,133,342
55,T53,T53,Richard Johnson,38.89,77,198
56,T53,T53,Justin Leonard,38.89,161,414
57,T53,T53,Frank Lickliter II,38.89,161,414
58,T53,T53,Nick O'Hern,38.89,112,288
59,T53,T53,Omar Uresti,38.89,98,252
60,61,61,Eric Axley,38.65,160,414
61,62,62,Charlie Wi,38.62,146,378
62,63,63,Pat Perez,38.61,139,360
63,64,64,J.B. Holmes,38.58,125,324
64,65,65,Todd Demsey,38.54,111,288
65,T66,T66,Corey Pavin,38.52,104,270
66,T66,T66,Steve Stricker,38.52,104,270
67,68,68,Ángel Cabrera,38.33,69,180
68,T69,T69,Cameron Beckman,38.24,117,306
69,T69,T69,Rich Beem,38.24,117,306
70,71,71,Andres Romero,38.15,103,270
71,72,72,Patrick Sheehan,38.07,185,486
72,73,73,John Mallinger,38.06,137,360
73,74,74,Steve Flesch,38.01,130,342
74,75,75,Todd Hamilton,37.96,123,324
75,76,76,Chez Reavie,37.83,143,378
76,77,77,Heath Slocum,37.68,156,414
77,78,78,Bill Haas,37.65,122,324
78,79,79,Brian Davis,37.63,149,396
79,T80,T80,Jason Gore,37.58,115,306
80,T80,T80,Vijay Singh,37.58,115,306
81,T82,T82,J.P. Hayes,37.5,54,144
82,T82,T82,Y.E. Yang,37.5,108,288
83,84,84,John Rollins,37.43,128,342
84,85,85,Greg Kraft,37.37,74,198
85,86,86,Rocco Mediate,37.35,121,324
86,T87,T87,David Duval,37.3,47,126
87,T87,T87,Tommy Gainey,37.3,47,126
88,T89,T89,Scott McCarron,37.22,67,180
89,T89,T89,Brett Rumford,37.22,67,180
90,91,91,Woody Austin,37.2,154,414
91,92,92,Rod Pampling,37.18,87,234
92,93,93,Joe Ogilvie,37.12,147,396
93,94,94,Nick Watney,37.04,140,378
94,95,95,Brian Gay,36.94,133,360
95,96,96,Nicholas Thompson,36.77,139,378
96,97,97,Steve Lowery,36.75,86,234
97,T98,T98,Charles Howell III,36.67,132,360
98,T98,T98,Jeff Overton,36.67,132,360
99,T100,T100,Matt Jones,36.6,112,306
100,T100,T100,Matt Kuchar,36.6,112,306
101,T100,T100,Tim Petrovic,36.6,112,306
102,T103,T103,Chad Campbell,36.55,125,342
103,T103,T103,Bubba Watson,36.55,125,342
104,T105,T105,Robert Allenby,36.54,171,468
105,T105,T105,Carl Pettersson,36.54,171,468
106,107,107,Kenny Perry,36.47,151,414
107,108,108,Ben Curtis,36.42,118,324
108,109,109,Paul Casey,36.36,72,198
109,110,110,Mathias Grönberg,36.3,98,270
110,T111,T111,Robert Garrigus,36.27,111,306
111,T111,T111,Scott Sterling,36.27,111,306
112,T111,T111,Scott Verplank,36.27,111,306
113,T114,T114,Craig Kanada,36.11,65,180
114,T114,T114,Jesper Parnevik,36.11,104,288
115,T114,T114,D.J. Trahan,36.11,130,360
116,117,117,Tim Wilkinson,35.96,123,342
117,118,118,Peter Lonard,35.95,110,306
118,119,119,Adam Scott,35.86,71,198
119,T120,T120,Briny Baird,35.8,174,486
120,T120,T120,Mathew Goggin,35.8,116,324
121,T122,T122,Nick Flanagan,35.76,103,288
122,T122,T122,Rory Sabbatini,35.76,103,288
123,T124,T124,Carlos Franco,35.65,77,216
124,T124,T124,Dean Wilson,35.65,154,432
125,126,126,Zach Johnson,35.49,115,324
126,127,127,Jeff Gove,35.42,51,144
127,T128,T128,Mark Calcavecchia,35.19,76,216
128,T128,T128,Dudley Hart,35.19,95,270
129,T128,T128,Brett Quigley,35.19,95,270
130,131,131,Tommy Armour III,35.07,101,288
131,132,132,Alejandro Cañizares,35.0,63,180
132,133,133,Brandt Jobe,34.92,44,126
133,134,134,James Driscoll,34.81,94,270
