,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Hunter Mahan,87,2.2
1,2,2,Woody Austin,109,2.1
2,T3,T3,K.J. Choi,74,1.9
3,T3,T3,Steve Marino,119,1.9
4,T3,T3,Corey Pavin,69,1.9
5,T3,T3,Pat Perez,93,1.9
6,T7,T7,Chad Campbell,94,1.8
7,T7,T7,Ben Crane,86,1.8
8,T7,T7,Steve Elkington,84,1.8
9,T7,T7,Tim Herron,97,1.8
10,T7,T7,Patrick Sheehan,124,1.8
11,T7,T7,Steve Stricker,75,1.8
12,T7,T7,Camilo Villegas,79,1.8
13,T7,T7,Mark Wilson,107,1.8
14,T15,T15,Stuart Appleby,87,1.7
15,T15,T15,Stewart Cink,87,1.7
16,T15,T15,Sergio Garcia,72,1.7
17,T15,T15,Parker McLachlin,88,1.7
18,T15,T15,Jeff Quinney,87,1.7
19,T20,T20,Robert Allenby,108,1.6
20,T20,T20,Bart Bryant,81,1.6
21,T20,T20,Jonathan Byrd,88,1.6
22,T20,T20,Ben Curtis,80,1.6
23,T20,T20,Zach Johnson,85,1.6
24,T20,T20,Matt Jones,95,1.6
25,T20,T20,Steve Lowery,74,1.6
26,T20,T20,Scott McCarron,63,1.6
27,T20,T20,Nick O'Hern,82,1.6
28,T20,T20,Tim Petrovic,97,1.6
29,T20,T20,Rory Sabbatini,77,1.6
30,T20,T20,Kevin Sutherland,98,1.6
31,T32,T32,Paul Casey,55,1.5
32,T32,T32,Daniel Chopra,84,1.5
33,T32,T32,Tim Clark,90,1.5
34,T32,T32,Glen Day,64,1.5
35,T32,T32,Ken Duke,116,1.5
36,T32,T32,Nick Flanagan,89,1.5
37,T32,T32,Jim Furyk,95,1.5
38,T32,T32,Retief Goosen,59,1.5
39,T32,T32,Nathan Green,95,1.5
40,T32,T32,Todd Hamilton,92,1.5
41,T32,T32,Dudley Hart,74,1.5
42,T32,T32,Matt Kuchar,88,1.5
43,T32,T32,Phil Mickelson,80,1.5
44,T32,T32,Joe Ogilvie,100,1.5
45,T32,T32,Jeff Overton,103,1.5
46,T32,T32,Jesper Parnevik,88,1.5
47,T32,T32,Kenny Perry,97,1.5
48,T32,T32,Andres Romero,69,1.5
49,T32,T32,Marc Turnesa,87,1.5
50,T32,T32,Bob Tway,70,1.5
51,T32,T32,Johnson Wagner,83,1.5
52,T32,T32,Charlie Wi,97,1.5
53,T54,T54,Tommy Armour III,77,1.4
54,T54,T54,Aaron Baddeley,76,1.4
55,T54,T54,Briny Baird,113,1.4
56,T54,T54,Shane Bertsch,96,1.4
57,T54,T54,Alejandro Cañizares,52,1.4
58,T54,T54,Joe Durant,92,1.4
59,T54,T54,Bob Estes,90,1.4
60,T54,T54,Carlos Franco,73,1.4
61,T54,T54,Robert Garrigus,90,1.4
62,T54,T54,Mathew Goggin,91,1.4
63,T54,T54,Jeff Gove,50,1.4
64,T54,T54,Mathias Grönberg,87,1.4
65,T54,T54,Bill Haas,99,1.4
66,T54,T54,Mark Hensby,71,1.4
67,T54,T54,Freddie Jacobson,78,1.4
68,T54,T54,Lee Janzen,89,1.4
69,T54,T54,Craig Kanada,65,1.4
70,T54,T54,Anthony Kim,81,1.4
71,T54,T54,Justin Leonard,101,1.4
72,T54,T54,Davis Love III,78,1.4
73,T54,T54,John Mallinger,95,1.4
74,T54,T54,Billy Mayfair,103,1.4
75,T54,T54,Tom Pernice Jr.,104,1.4
76,T54,T54,Chez Reavie,102,1.4
77,T54,T54,David Toms,70,1.4
78,T79,T79,Michael Allen,91,1.3
79,T79,T79,Billy Andrade,71,1.3
80,T79,T79,Eric Axley,113,1.3
81,T79,T79,Chad Collins,72,1.3
82,T79,T79,Steve Flesch,95,1.3
83,T79,T79,Padraig Harrington,52,1.3
84,T79,T79,Charles Howell III,101,1.3
85,T79,T79,Ryuji Imada,80,1.3
86,T79,T79,Greg Kraft,63,1.3
87,T79,T79,Doug LaBelle II,65,1.3
88,T79,T79,Peter Lonard,92,1.3
89,T79,T79,George McNeill,97,1.3
90,T79,T79,John Merrick,98,1.3
91,T79,T79,Kevin Na,97,1.3
92,T79,T79,Carl Pettersson,110,1.3
93,T79,T79,Adam Scott,51,1.3
94,T79,T79,Vijay Singh,82,1.3
95,T79,T79,Bob Sowards,61,1.3
96,T79,T79,Nick Watney,96,1.3
97,T79,T79,Dean Wilson,109,1.3
98,T99,T99,Steve Allan,58,1.2
99,T99,T99,Stephen Ames,83,1.2
100,T99,T99,Ryan Armour,87,1.2
101,T99,T99,Rich Beem,90,1.2
102,T99,T99,Fred Couples,60,1.2
103,T99,T99,Chris DiMarco,87,1.2
104,T99,T99,James Driscoll,85,1.2
105,T99,T99,Kenneth Ferrie,72,1.2
106,T99,T99,J.P. Hayes,67,1.2
107,T99,T99,J.B. Holmes,86,1.2
