,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Dudley Hart,74,52.7,444,234
1,2,2,Richard Johnson,77,52.02,494,257
2,3,3,Ian Poulter,51,51.22,246,126
3,T4,T4,Aaron Baddeley,76,51.21,414,212
4,T4,T4,Bob Tway,70,51.21,414,212
5,6,6,Ryan Palmer,69,50.96,467,238
6,T7,T7,Anthony Kim,81,50.63,474,240
7,T7,T7,Corey Pavin,69,50.63,399,202
8,9,9,Marc Turnesa,87,50.58,520,263
9,10,10,Nathan Green,95,50.24,635,319
10,11,11,Shigeki Maruyama,50,50.17,289,145
11,12,12,Stuart Appleby,87,50.1,483,242
12,13,13,Freddie Jacobson,78,49.89,451,225
13,14,14,Brenden Pappas,66,49.75,408,203
14,15,15,Ben Crane,86,49.72,527,262
15,16,16,Dean Wilson,109,49.7,658,327
16,17,17,Carl Pettersson,110,49.64,697,346
17,18,18,Stewart Cink,87,49.53,430,213
18,19,19,Jeff Quinney,87,49.43,526,260
19,20,20,Daniel Chopra,84,49.38,484,239
20,21,21,Doug LaBelle II,65,49.31,363,179
21,22,22,Vaughn Taylor,103,49.28,696,343
22,23,23,Chad Collins,72,49.19,433,213
23,24,24,Mike Weir,88,49.12,456,224
24,25,25,Eric Axley,113,48.99,696,341
25,26,26,Richard Johnson,60,48.97,341,167
26,27,27,Joe Ogilvie,100,48.78,613,299
27,28,28,Mark Wilson,107,48.68,756,368
28,29,29,Jason Allred,63,48.64,368,179
29,30,30,Ryan Moore,72,48.58,459,223
30,31,31,Justin Leonard,101,48.48,526,255
31,32,32,Brian Davis,108,48.44,706,342
32,33,33,Jesper Parnevik,88,48.34,511,247
33,34,34,Tim Wilkinson,95,48.15,569,274
34,35,35,Tag Ridings,88,47.99,598,287
35,36,36,Steve Elkington,84,47.93,532,255
36,37,37,John Rollins,94,47.92,576,276
37,38,38,Brandt Snedeker,85,47.9,476,228
38,39,39,Stephen Ames,83,47.84,464,222
39,40,40,K.J. Choi,74,47.79,385,184
40,41,41,Tim Herron,97,47.77,584,279
41,42,42,Brad Elder,67,47.68,367,175
42,43,43,James Driscoll,85,47.53,526,250
43,44,44,Greg Kraft,63,47.52,343,163
44,45,45,Kevin Sutherland,98,47.34,602,285
45,46,46,Robert Garrigus,90,47.33,619,293
46,47,47,Frank Lickliter II,107,47.31,689,326
47,48,48,Stephen Leaney,53,47.3,315,149
48,49,49,Marco Dawson,64,47.15,403,190
49,50,50,Bo Van Pelt,101,47.02,687,323
50,51,51,Zach Johnson,85,46.97,511,240
51,T52,T52,Padraig Harrington,52,46.95,213,100
52,T52,T52,John Huston,56,46.95,377,177
53,54,54,Jim Furyk,95,46.94,490,230
54,T55,T55,Gavin Coles,54,46.91,275,129
55,T55,T55,John Mallinger,95,46.91,599,281
56,57,57,Jeff Overton,103,46.89,691,324
57,58,58,Brett Quigley,80,46.88,512,240
58,59,59,Jonathan Byrd,88,46.73,520,243
59,60,60,Jason Day,81,46.72,548,256
60,T61,T61,Tim Clark,90,46.71,516,241
61,T61,T61,Jason Gore,94,46.71,638,298
62,63,63,Steve Allan,58,46.63,341,159
63,64,64,Parker McLachlin,88,46.61,575,268
64,65,65,Andres Romero,69,46.56,363,169
65,66,66,Tom Pernice Jr.,104,46.55,666,310
66,67,67,Ryuji Imada,80,46.5,471,219
