,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Nicholas Thompson,113,"98' 10""",98.833,1
1,2,2,Steve Marino,119,"85' 1""",85.083,1
2,3,3,Peter Lonard,92,"77' 9""",77.75,1
3,4,4,Carl Pettersson,110,"69' 0""",69.0,1
4,5,5,Justin Bolli,87,"61' 6""",61.5,1
5,6,6,Zach Johnson,85,"60' 0""",60.0,1
6,T7,T7,Trevor Immelman,70,"59' 2""",59.167,1
7,T7,T7,Camilo Villegas,79,"59' 2""",59.167,1
8,9,9,Jon Mills,95,"58' 5""",58.417,1
9,10,10,Joe Durant,92,"58' 2""",174.417,3
10,11,11,Paul Claxton,63,"57' 3""",57.25,1
11,12,12,Glen Day,64,"55' 3""",110.5,2
12,13,13,Scott Sterling,89,"53' 10""",107.583,2
13,14,14,Heath Slocum,104,"53' 1""",53.083,1
14,15,15,Steve Flesch,95,"52' 3""",156.833,3
15,16,16,Rod Pampling,83,"52' 0""",52.0,1
16,17,17,Robert Allenby,108,"51' 1""",102.083,2
17,18,18,Shigeki Maruyama,50,"50' 5""",100.833,2
18,19,19,Tom Pernice Jr.,104,"49' 8""",49.667,1
19,20,20,Will MacKenzie,62,"49' 4""",98.667,2
20,21,21,Stewart Cink,87,"48' 11""",48.917,1
21,22,22,Brian Davis,108,"48' 9""",48.75,1
22,23,23,Dean Wilson,109,"48' 0""",96.0,2
23,24,24,Jim Furyk,95,"47' 5""",47.417,1
24,25,25,Jeff Maggert,86,"46' 10""",140.5,3
25,26,26,Ben Crane,86,"46' 8""",46.667,1
26,27,27,Cameron Beckman,87,"46' 5""",46.417,1
27,28,28,Chris Stroud,81,"45' 8""",91.333,2
28,29,29,Carlos Franco,73,"45' 4""",45.333,1
29,30,30,Mark Wilson,107,"44' 3""",44.25,1
30,31,31,Nathan Green,95,"43' 8""",43.667,1
31,32,32,Tag Ridings,88,"43' 6""",43.5,1
32,33,33,Kevin Na,97,"43' 3""",86.5,2
33,34,34,Lucas Glover,91,"42' 8""",42.667,1
34,35,35,Charlie Wi,97,"41' 8""",83.333,2
35,36,36,Ernie Els,51,"41' 3""",41.25,1
36,37,37,Stuart Appleby,87,"41' 1""",41.083,1
37,38,38,Billy Mayfair,103,"40' 3""",80.417,2
38,39,39,Ryan Armour,87,"40' 2""",80.25,2
39,40,40,Mathias Grönberg,87,"40' 1""",120.333,3
40,41,41,Chez Reavie,102,"39' 11""",79.833,2
41,42,42,Robert Garrigus,90,"39' 10""",119.417,3
42,43,43,Rory Sabbatini,77,"38' 9""",77.5,2
43,44,44,Bill Haas,99,"38' 8""",38.667,1
44,45,45,Tim Wilkinson,95,"38' 5""",38.417,1
45,46,46,John Merrick,98,"37' 6""",74.917,2
46,47,47,Cliff Kresge,84,"37' 2""",74.25,2
47,T48,T48,Ken Duke,116,"37' 1""",37.083,1
48,T48,T48,Hunter Mahan,87,"37' 1""",74.167,2
49,50,50,J.P. Hayes,67,"36' 7""",36.583,1
50,51,51,Harrison Frazar,73,"36' 6""",145.833,4
51,52,52,Brandt Jobe,52,"36' 3""",36.25,1
52,53,53,Eric Axley,113,"36' 1""",36.083,1
53,54,54,Tommy Gainey,60,"35' 9""",35.75,1
54,55,55,Jin Park,85,"34' 9""",34.75,1
55,56,56,Alex Cejka,75,"34' 5""",34.417,1
56,57,57,Jeff Quinney,87,"34' 1""",34.083,1
57,58,58,Kevin Stadler,90,"33' 6""",134.083,4
58,59,59,Jerry Kelly,89,"33' 1""",66.167,2
59,60,60,Anthony Kim,81,"32' 6""",32.5,1
60,61,61,Ryan Moore,72,"31' 5""",31.416999999999998,1
61,62,62,Steve Elkington,84,"30' 4""",60.667,2
62,63,63,David Duval,51,"29' 10""",29.833000000000002,1
63,64,64,Scott Verplank,82,"29' 4""",29.333000000000002,1
64,65,65,Ángel Cabrera,55,"29' 1""",29.083000000000002,1
65,66,66,Phil Mickelson,80,"27' 10""",27.833000000000002,1
66,67,67,Michael Allen,91,"27' 7""",27.583000000000002,1
67,68,68,Shane Bertsch,96,"24' 0""",72.083,3
68,69,69,Woody Austin,109,"23' 3""",23.25,1
69,70,70,John Riegger,73,"21' 8""",21.666999999999998,1
70,71,71,David Lutterus,59,"19' 5""",19.417,1
71,72,72,Billy Andrade,71,"15' 0""",15.0,1
72,73,73,Todd Demsey,80,"14' 1""",14.083,1
73,74,74,Mark Hensby,71,"13' 1""",13.083,1
74,75,75,Daniel Chopra,84,"9' 5""",9.417,1
75,76,76,D.J. Trahan,94,"8' 2""",8.167,1
76,77,77,John Rollins,94,"6' 5""",6.417000000000001,1
77,78,78,Mark Calcavecchia,67,"3' 11""",3.917,1
