,3-Putt_Avoidance_-_15-20_RANK THIS WEEK,3-Putt_Avoidance_-_15-20_RANK LAST WEEK,3-Putt_Avoidance_-_15-20_PLAYER NAME,3-Putt_Avoidance_-_15-20_ROUNDS,3-Putt_Avoidance_-_15-20_%,3-Putt_Avoidance_-_15-20_TOTAL 3 PUTTS,3-Putt_Avoidance_-_15-20_ATTEMPTS,3-Putt_Avoidance_-_15-20_2 PUTT OR BETTER %
0,T1,T1,Michael Allen,91,0.0,,147,100.0
1,T1,T1,Tommy Armour III,77,0.0,,144,100.0
2,T1,T1,Aaron Baddeley,76,0.0,,111,100.0
3,T1,T1,Bart Bryant,81,0.0,,127,100.0
4,T1,T1,Ángel Cabrera,55,0.0,,79,100.0
5,T1,T1,Fred Couples,60,0.0,,94,100.0
6,T1,T1,Ben Curtis,80,0.0,,116,100.0
7,T1,T1,David Duval,51,0.0,,72,100.0
8,T1,T1,Brad Elder,67,0.0,,125,100.0
9,T1,T1,Ernie Els,51,0.0,,55,100.0
10,T1,T1,J.J. Henry,108,0.0,,197,100.0
11,T1,T1,Freddie Jacobson,78,0.0,,131,100.0
12,T1,T1,Brandt Jobe,52,0.0,,109,100.0
13,T1,T1,Zach Johnson,85,0.0,,149,100.0
14,T1,T1,Richard Johnson,60,0.0,,101,100.0
15,T1,T1,Greg Kraft,63,0.0,,104,100.0
16,T1,T1,Doug LaBelle II,65,0.0,,101,100.0
17,T1,T1,Stephen Leaney,53,0.0,,82,100.0
18,T1,T1,Shigeki Maruyama,50,0.0,,86,100.0
19,T1,T1,Parker McLachlin,88,0.0,,141,100.0
20,T1,T1,Geoff Ogilvy,65,0.0,,98,100.0
21,T1,T1,Brett Quigley,80,0.0,,150,100.0
22,T1,T1,John Riegger,73,0.0,,123,100.0
23,T1,T1,Chris Riley,51,0.0,,68,100.0
24,T1,T1,Tom Scherrer,56,0.0,,87,100.0
25,T1,T1,Bob Tway,70,0.0,,122,100.0
26,T1,T1,Mike Weir,88,0.0,,131,100.0
27,28,28,Briny Baird,113,0.5,1.0,201,99.5
28,29,29,Woody Austin,109,0.54,1.0,186,99.4
