,Putting_from_8_RANK THIS WEEK,Putting_from_8_RANK LAST WEEK,Putting_from_8_PLAYER NAME,Putting_from_8_ROUNDS,Putting_from_8_% MADE,Putting_from_8_ATTEMPTS,Putting_from_8_PUTTS MADE
0,1,1,Paul Claxton,63,71.05,38,27
1,2,2,Ryan Moore,72,67.92,53,36
2,3,3,Scott Sterling,89,66.67,63,42
3,4,4,Shigeki Maruyama,50,65.63,32,21
4,5,5,Stewart Cink,87,65.31,49,32
5,6,6,Peter Lonard,92,65.28,72,47
6,7,7,Brad Elder,67,65.22,46,30
7,8,8,Andres Romero,69,65.0,40,26
8,9,9,Ian Poulter,51,64.29,28,18
9,10,10,Stuart Appleby,87,63.49,63,40
10,11,11,Alejandro Cañizares,52,63.33,30,19
11,12,12,Richard Johnson,77,62.96,54,34
12,13,13,Craig Kanada,65,62.79,43,27
13,14,14,Stephen Leaney,53,62.5,40,25
14,T15,T15,Greg Kraft,63,62.22,45,28
15,T15,T15,Mark Wilson,107,62.22,90,56
16,17,17,Corey Pavin,69,61.54,39,24
17,18,18,Steve Stricker,75,61.36,44,27
18,19,19,Gavin Coles,54,61.29,31,19
19,20,20,J.J. Henry,108,61.25,80,49
20,21,21,John Huston,56,61.22,49,30
21,22,22,Nick O'Hern,82,61.11,54,33
22,23,23,Vaughn Taylor,103,60.98,82,50
23,T24,T24,Jim Furyk,95,60.78,51,31
24,T24,T24,Rocco Mediate,87,60.78,51,31
25,26,26,Stephen Ames,83,60.38,53,32
26,T27,T27,Freddie Jacobson,78,60.34,58,35
27,T27,T27,Jin Park,85,60.34,58,35
28,29,29,Tim Wilkinson,95,60.29,68,41
29,30,30,Joe Ogilvie,100,60.27,73,44
30,31,31,Carl Pettersson,110,59.49,79,47
31,32,32,Bubba Watson,97,59.42,69,41
32,33,33,Ryuji Imada,80,59.18,49,29
33,34,34,Tom Pernice Jr.,104,58.97,78,46
34,35,35,Jeff Overton,103,58.95,95,56
35,36,36,Steve Lowery,74,58.82,51,30
36,37,37,Brandt Jobe,52,58.62,29,17
37,38,38,Ben Crane,86,58.46,65,38
38,39,39,Scott Verplank,82,58.33,48,28
39,40,40,Nathan Green,95,58.14,86,50
40,41,41,Daniel Chopra,84,58.0,50,29
41,42,42,Jason Gore,94,57.97,69,40
42,43,43,James Driscoll,85,57.89,57,33
43,44,44,Jason Day,81,57.81,64,37
44,45,45,Jesper Parnevik,88,57.58,66,38
45,46,46,Doug LaBelle II,65,57.45,47,27
46,47,47,Frank Lickliter II,107,57.29,96,55
47,T48,T48,John Rollins,94,57.14,63,36
48,T48,T48,Bob Sowards,61,57.14,42,24
49,T48,T48,Y.E. Yang,89,57.14,63,36
50,51,51,Jeff Quinney,87,56.92,65,37
51,52,52,Hunter Mahan,87,56.9,58,33
52,T53,T53,Jason Allred,63,56.82,44,25
53,T53,T53,Tim Herron,97,56.82,44,25
54,55,55,Brett Quigley,80,56.45,62,35
55,56,56,David Duval,51,56.41,39,22
56,57,57,Tim Clark,90,56.25,64,36
57,58,58,Todd Demsey,80,56.14,57,32
58,59,59,Steve Allan,58,56.1,41,23
59,60,60,Brandt Snedeker,85,56.0,50,28
60,61,61,Eric Axley,113,55.95,84,47
61,62,62,Carlos Franco,73,55.88,34,19
62,63,63,Will MacKenzie,62,55.77,52,29
63,64,64,Justin Leonard,101,55.74,61,34
64,65,65,Jeff Maggert,86,55.56,54,30
65,66,66,Rory Sabbatini,77,55.38,65,36
66,67,67,Bob Tway,70,55.36,56,31
67,68,68,Billy Andrade,71,55.32,47,26
68,69,69,Heath Slocum,104,55.13,78,43
69,70,70,Chad Campbell,94,55.0,60,33
70,T71,T71,Chad Collins,72,54.72,53,29
71,T71,T71,Kenneth Ferrie,72,54.72,53,29
72,73,73,Charles Warren,79,54.69,64,35
73,74,74,Richard Johnson,60,54.55,33,18
74,75,75,Bill Haas,99,53.95,76,41
75,76,76,Cliff Kresge,84,53.7,54,29
76,77,77,John Mallinger,95,53.62,69,37
77,78,78,Ben Curtis,80,53.57,56,30
78,T79,T79,John Merrick,98,53.23,62,33
79,T79,T79,Marc Turnesa,87,53.23,62,33
80,81,81,George McNeill,97,53.16,79,42
81,82,82,Nicholas Thompson,113,53.09,81,43
82,T83,T83,Aaron Baddeley,76,53.06,49,26
83,T83,T83,Jimmy Walker,73,53.06,49,26
84,85,85,Matt Kuchar,88,52.83,53,28
85,86,86,Dudley Hart,74,52.63,57,30
86,87,87,Steve Elkington,84,52.54,59,31
87,88,88,Charles Howell III,101,52.46,61,32
88,89,89,Kevin Streelman,114,52.27,88,46
89,T90,T90,Todd Hamilton,92,52.24,67,35
90,T90,T90,John Senden,93,52.24,67,35
91,92,92,Troy Matteson,94,52.05,73,38
92,T93,T93,Tommy Armour III,77,51.92,52,27
93,T93,T93,Fred Couples,60,51.92,52,27
94,T93,T93,Cody Freeman,66,51.92,52,27
95,96,96,Martin Laird,98,51.9,79,41
96,T97,T97,Robert Gamez,79,51.85,54,28
97,T97,T97,Mark Hensby,71,51.85,54,28
98,T97,T97,Rod Pampling,83,51.85,54,28
99,100,100,D.J. Trahan,94,51.72,58,30
100,101,101,Jonathan Byrd,88,51.67,60,31
101,102,102,Tom Lehman,51,51.61,31,16
102,103,103,Ken Duke,116,51.52,66,34
103,104,104,Nick Flanagan,89,51.43,70,36
104,T105,T105,Bob Estes,90,51.39,72,37
105,T105,T105,Sean O'Hair,81,51.39,72,37
106,T107,T107,Ted Purdy,68,51.35,37,19
107,T107,T107,Tag Ridings,88,51.35,74,38
108,109,109,Steve Marino,119,51.14,88,45
109,T110,T110,Bart Bryant,81,50.98,51,26
110,T110,T110,Mark Calcavecchia,67,50.98,51,26
111,112,112,Ryan Palmer,69,50.94,53,27
112,T113,T113,Paul Goydos,78,50.88,57,29
113,T113,T113,Johnson Wagner,83,50.88,57,29
114,115,115,Boo Weekley,86,50.85,59,30
115,116,116,Jay Williamson,96,50.79,63,32
116,117,117,Parker McLachlin,88,50.67,75,38
117,118,118,Patrick Sheehan,124,50.63,79,40
118,T119,T119,Joe Durant,92,50.0,68,34
119,T119,T119,Steve Flesch,95,50.0,68,34
120,T119,T119,Retief Goosen,59,50.0,36,18
121,T119,T119,Trevor Immelman,70,50.0,36,18
122,T119,T119,Lee Janzen,89,50.0,56,28
123,T119,T119,Scott McCarron,63,50.0,44,22
124,T119,T119,Pat Perez,93,50.0,64,32
125,T119,T119,Travis Perkins,53,50.0,34,17
126,T119,T119,Tim Petrovic,97,50.0,74,37
127,T119,T119,Chris Riley,51,50.0,30,15
128,T119,T119,Adam Scott,51,50.0,34,17
129,T119,T119,Omar Uresti,74,50.0,46,23
130,131,131,Robert Garrigus,90,49.33,75,37
131,132,132,J.B. Holmes,86,49.28,69,34
132,T133,T133,Zach Johnson,85,49.25,67,33
133,T133,T133,Dean Wilson,109,49.25,67,33
134,135,135,Chris DiMarco,87,49.18,61,30
135,136,136,J.P. Hayes,67,49.06,53,26
136,T137,T137,Phil Mickelson,80,49.02,51,25
137,T137,T137,Camilo Villegas,79,49.02,51,25
138,139,139,Anthony Kim,81,48.98,49,24
139,140,140,Geoff Ogilvy,65,48.84,43,21
140,141,141,Ron Whittaker,54,48.57,35,17
141,T142,T142,Shane Bertsch,96,48.48,66,32
142,T142,T142,Tom Scherrer,56,48.48,33,16
143,T142,T142,Kevin Sutherland,98,48.48,66,32
144,T142,T142,Nick Watney,96,48.48,66,32
145,T146,T146,Mathew Goggin,91,48.39,62,30
146,T146,T146,Charlie Wi,97,48.39,62,30
147,T148,T148,Ryan Armour,87,48.33,60,29
148,T148,T148,Jerry Kelly,89,48.33,60,29
149,150,150,Bo Van Pelt,101,48.28,87,42
150,151,151,Olin Browne,77,48.21,56,27
151,T152,T152,Paul Casey,55,48.15,27,13
152,T152,T152,Chris Stroud,81,48.15,54,26
153,T152,T152,Mike Weir,88,48.15,54,26
154,155,155,Briny Baird,113,47.95,73,35
155,156,156,Billy Mayfair,103,47.76,67,32
156,157,157,Dustin Johnson,92,47.62,63,30
157,158,158,Rich Beem,90,47.06,68,32
158,159,159,Jim McGovern,75,46.67,60,28
159,T160,T160,Lucas Glover,91,46.48,71,33
160,T160,T160,Kenny Perry,97,46.48,71,33
161,162,162,Kevin Stadler,90,46.27,67,31
162,163,163,Brian Davis,108,46.15,91,42
163,164,164,Cameron Beckman,87,45.71,70,32
164,165,165,Kevin Na,97,45.45,77,35
165,166,166,Brian Gay,102,45.16,62,28
166,167,167,Padraig Harrington,52,45.0,20,9
167,168,168,Michael Letzig,88,44.78,67,30
168,169,169,Marco Dawson,64,44.68,47,21
169,170,170,Sergio Garcia,72,44.44,45,20
170,171,171,Chez Reavie,102,44.26,61,27
171,172,172,John Riegger,73,44.19,43,19
172,T173,T173,Glen Day,64,43.9,41,18
173,T173,T173,Davis Love III,78,43.9,41,18
174,175,175,Matt Jones,95,43.86,57,25
175,T176,T176,Ángel Cabrera,55,43.75,32,14
176,T176,T176,Tommy Gainey,60,43.75,48,21
177,178,178,Justin Bolli,87,43.1,58,25
178,179,179,Charley Hoffman,94,43.06,72,31
179,T180,T180,Michael Allen,91,42.86,63,27
180,T180,T180,Robert Allenby,108,42.86,56,24
181,T180,T180,Mathias Grönberg,87,42.86,70,30
182,T180,T180,Jon Mills,95,42.86,49,21
183,184,184,Woody Austin,109,42.65,68,29
184,185,185,Brett Rumford,72,42.55,47,20
185,186,186,Kent Jones,68,42.5,40,17
186,T187,T187,David Lutterus,59,42.22,45,19
187,T187,T187,Brenden Pappas,66,42.22,45,19
188,189,189,Alex Cejka,75,42.19,64,27
189,190,190,Kyle Thompson,70,41.86,43,18
190,191,191,David Toms,70,41.3,46,19
191,192,192,Brad Adamonis,87,39.34,61,24
