,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
68,T69,T69,Marco Dawson,64,7.69,273,21
69,T69,T69,Zach Johnson,85,7.69,416,32
70,71,71,Doug LaBelle II,65,7.67,313,24
71,T72,T72,Chad Collins,72,7.65,366,28
72,T72,T72,Richard Johnson,77,7.65,366,28
73,74,74,Billy Andrade,71,7.63,380,29
74,75,75,Brad Elder,67,7.62,315,24
75,T76,T76,Bob Estes,90,7.54,517,39
76,T76,T76,Dustin Johnson,92,7.54,451,34
77,78,78,Brenden Pappas,66,7.52,319,24
78,79,79,Mark Calcavecchia,67,7.5,280,21
79,80,80,Bill Haas,99,7.49,561,42
80,81,81,Peter Lonard,92,7.45,470,35
81,T82,T82,Ryan Moore,72,7.44,336,25
82,T82,T82,Charlie Wi,97,7.44,524,39
83,84,84,Dudley Hart,74,7.42,431,32
84,85,85,Davis Love III,78,7.38,366,27
85,86,86,Steve Allan,58,7.35,313,23
86,87,87,Robert Garrigus,90,7.33,532,39
87,88,88,Chez Reavie,102,7.29,535,39
88,T89,T89,Ben Curtis,80,7.28,371,27
89,T89,T89,Kevin Sutherland,98,7.28,563,41
90,91,91,Eric Axley,113,7.25,579,42
91,92,92,Anthony Kim,81,7.24,359,26
92,93,93,Aaron Baddeley,76,7.23,318,23
93,94,94,Joe Durant,92,7.2,500,36
94,95,95,Kenneth Ferrie,72,7.18,376,27
95,96,96,Michael Allen,91,7.17,446,32
96,T97,T97,Jon Mills,95,7.16,475,34
97,T97,T97,Tim Wilkinson,95,7.16,447,32
98,99,99,Tom Pernice Jr.,104,7.12,562,40
99,100,100,Alex Cejka,75,7.1,310,22
100,101,101,Paul Goydos,78,7.04,341,24
101,102,102,Rich Beem,90,7.03,427,30
102,T103,T103,Justin Leonard,101,6.95,403,28
103,T103,T103,Kyle Thompson,70,6.95,331,23
104,105,105,Sergio Garcia,72,6.94,346,24
105,106,106,Jim Furyk,95,6.88,465,32
106,107,107,Jeff Maggert,86,6.85,467,32
107,T108,T108,Cameron Beckman,87,6.84,424,29
108,T108,T108,Kenny Perry,97,6.84,541,37
109,110,110,Billy Mayfair,103,6.83,586,40
110,111,111,Jimmy Walker,73,6.76,355,24
111,112,112,Brian Gay,102,6.72,461,31
112,T113,T113,Vijay Singh,82,6.69,344,23
113,T113,T113,Bo Van Pelt,101,6.69,568,38
114,115,115,Dean Wilson,109,6.67,555,37
115,116,116,Jin Park,85,6.65,406,27
116,T117,T117,Charles Howell III,101,6.64,527,35
117,T117,T117,Chris Stroud,81,6.64,422,28
118,119,119,Jim McGovern,75,6.63,362,24
119,T120,T120,Paul Claxton,63,6.62,302,20
120,T120,T120,Cliff Kresge,84,6.62,423,28
121,122,122,Will MacKenzie,62,6.6,318,21
122,T123,T123,Mike Weir,88,6.59,349,23
123,T123,T123,Jay Williamson,96,6.59,501,33
124,125,125,Robert Allenby,108,6.58,547,36
125,126,126,Ron Whittaker,54,6.56,244,16
126,127,127,James Driscoll,85,6.55,473,31
127,T128,T128,J.B. Holmes,86,6.54,382,25
128,T128,T128,Vaughn Taylor,103,6.54,520,34
129,130,130,Richard Johnson,60,6.52,322,21
130,T131,T131,John Merrick,98,6.5,477,31
131,T131,T131,Nick Watney,96,6.5,492,32
132,133,133,Geoff Ogilvy,65,6.49,262,17
133,134,134,Robert Gamez,79,6.48,386,25
134,135,135,John Huston,56,6.47,278,18
135,T136,T136,Mathew Goggin,91,6.44,528,34
136,T136,T136,Brandt Jobe,52,6.44,295,19
137,T136,T136,Ryan Palmer,69,6.44,326,21
138,T139,T139,Olin Browne,77,6.39,438,28
139,T139,T139,Jason Day,81,6.39,454,29
140,141,141,Briny Baird,113,6.37,612,39
141,142,142,George McNeill,97,6.36,550,35
142,143,143,Jerry Kelly,89,6.35,425,27
143,144,144,Carl Pettersson,110,6.34,568,36
144,145,145,Rod Pampling,83,6.3,365,23
145,T146,T146,Tom Scherrer,56,6.25,256,16
146,T146,T146,Omar Uresti,74,6.25,352,22
147,148,148,Martin Laird,98,6.2,532,33
148,149,149,Adam Scott,51,6.19,210,13
149,150,150,John Riegger,73,6.17,373,23
150,151,151,Nicholas Thompson,113,6.14,521,32
151,T152,T152,Fred Couples,60,6.12,294,18
152,T152,T152,Troy Matteson,94,6.12,556,34
153,154,154,Chris Riley,51,6.1,213,13
154,155,155,Brett Quigley,80,6.07,428,26
155,T156,T156,Brian Davis,108,5.93,573,34
156,T156,T156,Jason Gore,94,5.93,489,29
157,158,158,Frank Lickliter II,107,5.89,560,33
158,159,159,Todd Demsey,80,5.88,425,25
159,160,160,Lucas Glover,91,5.85,479,28
160,161,161,Heath Slocum,104,5.8,483,28
161,T162,T162,Stephen Ames,83,5.77,381,22
162,T162,T162,Brandt Snedeker,85,5.77,364,21
163,164,164,Sean O'Hair,81,5.67,406,23
164,T165,T165,Trevor Immelman,70,5.66,318,18
165,T165,T165,Tag Ridings,88,5.66,477,27
166,T165,T165,Kevin Streelman,114,5.66,583,33
167,T168,T168,Stephen Leaney,53,5.59,286,16
168,T168,T168,John Rollins,94,5.59,447,25
169,170,170,David Duval,51,5.58,215,12
170,171,171,Shigeki Maruyama,50,5.56,234,13
171,172,172,Boo Weekley,86,5.5,418,23
172,173,173,Rocco Mediate,87,5.48,383,21
173,174,174,Y.E. Yang,89,5.47,457,25
174,175,175,Scott Sterling,89,5.41,481,26
175,T176,T176,Ernie Els,51,5.38,186,10
176,T176,T176,Tom Lehman,51,5.38,223,12
177,178,178,Charley Hoffman,94,5.37,484,26
178,179,179,Travis Perkins,53,5.26,228,12
179,180,180,Jason Allred,63,5.25,305,16
180,181,181,Kent Jones,68,5.23,325,17
181,182,182,Kevin Stadler,90,5.21,422,22
182,183,183,J.J. Henry,108,5.19,675,35
183,184,184,Bubba Watson,97,5.11,450,23
184,T185,T185,Brad Adamonis,87,5.09,452,23
185,T185,T185,John Senden,93,5.09,530,27
186,187,187,Ted Purdy,68,4.99,381,19
187,188,188,Justin Bolli,87,4.9,449,22
188,189,189,Harrison Frazar,73,4.89,368,18
189,190,190,Scott Verplank,82,4.8,333,16
190,191,191,Charles Warren,79,4.63,410,19
191,192,192,David Lutterus,59,4.61,282,13
192,193,193,D.J. Trahan,94,4.56,417,19
193,194,194,Ian Poulter,51,4.55,198,9
194,195,195,Gavin Coles,54,4.21,261,11
195,196,196,Ángel Cabrera,55,3.95,228,9
196,197,197,Brett Rumford,72,3.43,321,11
