,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Corey Pavin,27.68,526,19
1,2,2,Brian Gay,27.82,779,28
2,T3,T3,Richard Johnson,27.96,783,28
3,T3,T3,John Mallinger,27.96,727,26
4,5,5,Stuart Appleby,28.05,617,22
5,6,6,Padraig Harrington,28.07,393,14
6,7,7,Andres Romero,28.11,534,19
7,8,8,Craig Kanada,28.2,564,20
8,9,9,Parker McLachlin,28.23,734,26
9,10,10,Steve Flesch,28.34,822,29
10,11,11,Steve Elkington,28.35,652,23
11,T12,T12,Kevin Na,28.36,794,28
12,T12,T12,Kenny Perry,28.36,709,25
13,T12,T12,Chris Riley,28.36,397,14
14,15,15,Mark Hensby,28.38,681,24
15,16,16,Shane Bertsch,28.39,795,28
16,17,17,Ben Crane,28.42,682,24
17,18,18,Dudley Hart,28.43,597,21
18,T19,T19,Daniel Chopra,28.5,741,26
19,T19,T19,Ryuji Imada,28.5,684,24
20,21,21,David Toms,28.53,542,19
21,T22,T22,Gavin Coles,28.54,371,13
22,T22,T22,Jeff Quinney,28.54,742,26
23,T24,T24,Steve Lowery,28.56,714,25
24,T24,T24,Bob Tway,28.56,514,18
25,26,26,Aaron Baddeley,28.57,600,21
26,27,27,Freddie Jacobson,28.58,686,24
27,28,28,Nathan Green,28.59,829,29
28,29,29,Phil Mickelson,28.6,572,20
29,30,30,Chad Collins,28.64,630,22
30,T31,T31,Lee Janzen,28.65,745,26
31,T31,T31,Ryan Palmer,28.65,573,20
32,T33,T33,Ben Curtis,28.67,602,21
33,T33,T33,Frank Lickliter II,28.67,860,30
34,35,35,Carlos Franco,28.68,631,22
35,36,36,Tim Clark,28.69,746,26
36,37,37,Bob Sowards,28.7,574,20
37,T38,T38,Dustin Johnson,28.71,804,28
38,T38,T38,Steve Stricker,28.71,603,21
39,T38,T38,Marc Turnesa,28.71,804,28
40,41,41,Kevin Streelman,28.73,862,30
41,42,42,Joe Ogilvie,28.75,805,28
42,43,43,Patrick Sheehan,28.76,949,33
43,44,44,Ian Poulter,28.77,374,13
44,T45,T45,Stephen Ames,28.78,662,23
45,T45,T45,Tim Herron,28.78,777,27
46,47,47,Steve Allan,28.79,547,19
47,48,48,Marco Dawson,28.82,490,17
48,T49,T49,Billy Andrade,28.83,663,23
49,T49,T49,Matt Jones,28.83,865,30
50,T51,T51,Brad Elder,28.86,606,21
51,T51,T51,John Rollins,28.86,808,28
52,T53,T53,Jonathan Byrd,28.88,751,26
53,T53,T53,Ken Duke,28.88,953,33
54,T55,T55,Brad Adamonis,28.89,780,27
55,T55,T55,Kevin Stadler,28.89,809,28
56,57,57,Vaughn Taylor,28.91,925,32
57,58,58,Matt Kuchar,28.92,723,25
58,T59,T59,Anthony Kim,28.95,637,22
59,T59,T59,Omar Uresti,28.95,637,22
60,T61,T61,Michael Letzig,28.96,782,27
61,T61,T61,Ryan Moore,28.96,695,24
62,T61,T61,Pat Perez,28.96,753,26
63,T61,T61,Kyle Thompson,28.96,695,24
64,T61,T61,Charlie Wi,28.96,782,27
65,T66,T66,Brian Davis,29.0,928,32
66,T66,T66,Jesper Parnevik,29.0,754,26
67,T66,T66,Travis Perkins,29.0,551,19
68,T69,T69,Jeff Overton,29.03,900,31
69,T69,T69,Tag Ridings,29.03,842,29
70,T71,T71,Bob Estes,29.04,784,27
71,T71,T71,Justin Leonard,29.04,697,24
72,73,73,Camilo Villegas,29.05,610,21
73,T74,T74,Glen Day,29.06,494,17
74,T74,T74,Tom Scherrer,29.06,494,17
75,76,76,Tim Petrovic,29.07,843,29
76,T77,T77,James Driscoll,29.08,756,26
77,T77,T77,Brett Quigley,29.08,698,24
78,79,79,Jimmy Walker,29.09,640,22
79,80,80,Jason Allred,29.1,611,21
80,T81,T81,Doug LaBelle II,29.11,553,19
81,T81,T81,Tim Wilkinson,29.11,786,27
82,83,83,Eric Axley,29.12,990,34
83,T84,T84,Alejandro Cañizares,29.14,408,14
84,T84,T84,Mathias Grönberg,29.14,845,29
85,86,86,Michael Allen,29.15,787,27
86,87,87,Brandt Snedeker,29.16,729,25
87,T88,T88,Bill Haas,29.17,875,30
88,T88,T88,Mark Wilson,29.17,846,29
89,90,90,Scott McCarron,29.18,642,22
90,T91,T91,Greg Kraft,29.21,555,19
91,T91,T91,Shigeki Maruyama,29.21,409,14
92,T91,T91,Carl Pettersson,29.21,847,29
93,T91,T91,Heath Slocum,29.21,847,29
94,T91,T91,Nicholas Thompson,29.21,964,33
95,96,96,Scott Verplank,29.22,672,23
96,97,97,Jason Day,29.25,819,28
97,98,98,Robert Garrigus,29.26,790,27
98,T99,T99,Ernie Els,29.27,439,15
99,T99,T99,Tom Pernice Jr.,29.27,878,30
100,T101,T101,Fred Couples,29.29,498,17
101,T101,T101,Todd Demsey,29.29,703,24
102,T101,T101,George McNeill,29.29,820,28
103,T101,T101,Mike Weir,29.29,703,24
104,105,105,Kenneth Ferrie,29.3,674,23
105,T106,T106,David Lutterus,29.32,557,19
106,T106,T106,Brett Rumford,29.32,733,25
107,T108,T108,Chad Campbell,29.33,792,27
108,T108,T108,Martin Laird,29.33,792,27
109,T108,T108,Jin Park,29.33,792,27
110,111,111,Chris DiMarco,29.34,851,29
111,T112,T112,K.J. Choi,29.35,587,20
112,T112,T112,Jeff Maggert,29.35,763,26
113,114,114,Chez Reavie,29.38,852,29
114,T115,T115,Robert Gamez,29.4,735,25
115,T115,T115,Charles Howell III,29.4,882,30
116,T117,T117,Brenden Pappas,29.41,647,22
117,T117,T117,D.J. Trahan,29.41,794,27
118,T119,T119,Cody Freeman,29.42,706,24
119,T119,T119,Geoff Ogilvy,29.42,559,19
120,121,121,Nick Flanagan,29.43,824,28
121,T122,T122,Tom Lehman,29.44,471,16
122,T122,T122,Sean O'Hair,29.44,736,25
123,T122,T122,Johnson Wagner,29.44,736,25
124,T125,T125,Steve Marino,29.45,913,31
125,T125,T125,Billy Mayfair,29.45,854,29
126,127,127,Zach Johnson,29.46,707,24
127,T128,T128,David Duval,29.47,560,19
128,T128,T128,Retief Goosen,29.47,501,17
129,T130,T130,Mathew Goggin,29.48,796,27
130,T130,T130,J.B. Holmes,29.48,737,25
131,T130,T130,Jerry Kelly,29.48,855,29
132,T130,T130,Rocco Mediate,29.48,737,25
133,T134,T134,Todd Hamilton,29.5,826,28
134,T134,T134,Nick O'Hern,29.5,708,24
135,136,136,Y.E. Yang,29.52,797,27
136,137,137,Rich Beem,29.54,827,28
137,138,138,Stewart Cink,29.55,650,22
138,139,139,Jim Furyk,29.56,739,25
139,140,140,Charley Hoffman,29.57,828,28
140,T141,T141,Lucas Glover,29.58,769,26
141,T141,T141,Paul Goydos,29.58,710,24
142,143,143,Rory Sabbatini,29.59,651,22
143,144,144,Peter Lonard,29.61,829,28
144,T145,T145,Stephen Leaney,29.63,474,16
145,T145,T145,Troy Matteson,29.63,889,30
146,T145,T145,Rod Pampling,29.63,800,27
147,T145,T145,Dean Wilson,29.63,889,30
148,149,149,Alex Cejka,29.65,682,23
149,150,150,Ryan Armour,29.66,860,29
150,T151,T151,John Senden,29.67,801,27
151,T151,T151,Ron Whittaker,29.67,534,18
152,153,153,J.P. Hayes,29.69,772,26
153,T154,T154,Bart Bryant,29.7,683,23
154,T154,T154,Jason Gore,29.7,891,30
155,T156,T156,Tommy Armour III,29.73,654,22
156,T156,T156,John Merrick,29.73,773,26
157,158,158,Briny Baird,29.74,803,27
158,159,159,Chris Stroud,29.75,714,24
159,160,160,Trevor Immelman,29.76,625,21
160,161,161,Cliff Kresge,29.78,804,27
161,162,162,John Huston,29.8,447,15
162,T163,T163,Justin Bolli,29.81,775,26
163,T163,T163,Scott Sterling,29.81,775,26
164,T163,T163,Kevin Sutherland,29.81,775,26
165,166,166,Richard Johnson,29.83,537,18
166,167,167,Cameron Beckman,29.84,746,25
167,168,168,Paul Claxton,29.86,627,21
168,169,169,Bo Van Pelt,29.87,896,30
169,170,170,Nick Watney,29.89,807,27
170,171,171,Hunter Mahan,29.92,748,25
171,T172,T172,Paul Casey,29.93,449,15
172,T172,T172,Jeff Gove,29.93,449,15
173,174,174,Vijay Singh,29.95,659,22
174,T175,T175,Olin Browne,29.96,779,26
175,T175,T175,Bubba Watson,29.96,839,28
176,177,177,Woody Austin,29.97,869,29
177,T178,T178,Sergio Garcia,30.0,540,18
178,T178,T178,Davis Love III,30.0,690,23
179,180,180,Jay Williamson,30.03,871,29
180,T181,T181,Mark Calcavecchia,30.05,631,21
181,T181,T181,John Riegger,30.05,631,21
182,183,183,Will MacKenzie,30.1,602,20
183,184,184,Jon Mills,30.13,904,30
184,185,185,Adam Scott,30.14,422,14
185,186,186,J.J. Henry,30.15,1025,34
186,T187,T187,Robert Allenby,30.26,817,27
187,T187,T187,Brandt Jobe,30.26,575,19
188,189,189,Ángel Cabrera,30.38,486,16
189,T190,T190,Harrison Frazar,30.43,639,21
190,T190,T190,Jim McGovern,30.43,700,23
191,192,192,Boo Weekley,30.48,701,23
192,193,193,Ted Purdy,30.55,672,22
193,194,194,Kent Jones,30.79,585,19
194,195,195,Joe Durant,30.81,801,26
195,196,196,Charles Warren,30.86,864,28
196,197,197,Tommy Gainey,31.05,652,21
