,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Ryan Palmer,69,19.56,634,124
1,2,2,Brian Gay,102,18.74,886,166
2,3,3,Daniel Chopra,84,18.7,690,129
3,4,4,Greg Kraft,63,18.54,507,94
4,5,5,Ben Crane,86,18.46,829,153
5,6,6,Craig Kanada,65,18.44,591,109
6,7,7,Chad Collins,72,18.35,654,120
7,8,8,Corey Pavin,69,18.13,546,99
8,9,9,Tim Petrovic,97,18.12,850,154
9,10,10,Eric Axley,113,18.11,1038,188
10,11,11,Bob Tway,70,18.07,570,103
11,12,12,Ken Duke,116,17.95,1092,196
12,13,13,John Mallinger,95,17.94,825,148
13,14,14,Marc Turnesa,87,17.79,798,142
14,15,15,Richard Johnson,77,17.74,682,121
15,T16,T16,Mark Hensby,71,17.58,677,119
16,T16,T16,Parker McLachlin,88,17.58,825,145
17,T16,T16,Adam Scott,51,17.58,347,61
18,T19,T19,Woody Austin,109,17.41,959,167
19,T19,T19,Jeff Quinney,87,17.41,735,128
20,21,21,Justin Leonard,101,17.4,776,135
21,T22,T22,K.J. Choi,74,17.39,621,108
22,T22,T22,Steve Flesch,95,17.39,851,148
23,24,24,Nathan Green,95,17.33,906,157
24,25,25,Chris Riley,51,17.3,393,68
25,26,26,Camilo Villegas,79,17.19,634,109
26,27,27,Johnson Wagner,83,17.17,722,124
27,28,28,Chad Campbell,94,17.13,940,161
28,29,29,Kevin Na,97,17.11,894,153
29,T30,T30,Pat Perez,93,16.95,826,140
30,T30,T30,Patrick Sheehan,124,16.95,1115,189
31,32,32,Dudley Hart,74,16.9,716,121
32,33,33,Mathias Grönberg,87,16.89,835,141
33,T34,T34,Todd Hamilton,92,16.86,783,132
34,T34,T34,Ryuji Imada,80,16.86,688,116
35,36,36,Shane Bertsch,96,16.83,921,155
36,37,37,Stewart Cink,87,16.81,714,120
37,38,38,Richard Johnson,60,16.73,568,95
38,39,39,Tim Herron,97,16.65,919,153
39,40,40,Andres Romero,69,16.6,482,80
40,41,41,Geoff Ogilvy,65,16.57,519,86
41,42,42,Steve Elkington,84,16.56,797,132
42,43,43,Jesper Parnevik,88,16.51,769,127
43,44,44,J.B. Holmes,86,16.5,703,116
44,45,45,Jonathan Byrd,88,16.48,789,130
45,46,46,Chris DiMarco,87,16.44,803,132
46,47,47,Brenden Pappas,66,16.38,586,96
47,48,48,Kent Jones,68,16.34,606,99
48,49,49,Paul Goydos,78,16.28,694,113
49,T50,T50,Scott McCarron,63,16.25,560,91
50,T50,T50,Rory Sabbatini,77,16.25,677,110
51,T50,T50,Mark Wilson,107,16.25,1108,180
52,53,53,Cody Freeman,66,16.2,574,93
53,54,54,Nick O'Hern,82,16.11,751,121
54,55,55,Steve Marino,119,16.1,1155,186
55,56,56,Brian Davis,108,16.05,1047,168
56,T57,T57,Phil Mickelson,80,16.04,586,94
57,T57,T57,Jeff Overton,103,16.04,960,154
58,T57,T57,Kevin Sutherland,98,16.04,985,158
59,60,60,Matt Jones,95,16.03,861,138
60,61,61,Jason Gore,94,16.01,918,147
61,62,62,Carl Pettersson,110,16.0,994,159
62,63,63,Carlos Franco,73,15.98,701,112
63,64,64,Michael Letzig,88,15.97,739,118
64,65,65,Padraig Harrington,52,15.93,295,47
65,66,66,Hunter Mahan,87,15.91,811,129
66,T67,T67,Tim Clark,90,15.9,736,117
67,T67,T67,Davis Love III,78,15.9,673,107
68,69,69,Glen Day,64,15.89,579,92
69,70,70,Freddie Jacobson,78,15.86,662,105
70,71,71,Aaron Baddeley,76,15.82,588,93
71,72,72,Ian Poulter,51,15.8,367,58
72,73,73,Anthony Kim,81,15.79,665,105
73,74,74,John Huston,56,15.72,528,83
74,75,75,Jimmy Walker,73,15.7,669,105
75,76,76,Joe Ogilvie,100,15.67,887,139
76,T77,T77,Ryan Moore,72,15.65,639,100
77,T77,T77,Tom Pernice Jr.,104,15.65,1016,159
78,T79,T79,Steve Lowery,74,15.6,686,107
79,T79,T79,Nicholas Thompson,113,15.6,1000,156
80,81,81,Mark Calcavecchia,67,15.56,559,87
81,82,82,Steve Stricker,75,15.49,594,92
82,83,83,Dean Wilson,109,15.48,1001,155
83,T84,T84,Alex Cejka,75,15.41,597,92
84,T84,T84,Frank Lickliter II,107,15.41,1032,159
85,86,86,Stuart Appleby,87,15.4,669,103
86,87,87,Nick Flanagan,89,15.37,859,132
87,T88,T88,Stephen Ames,83,15.36,703,108
88,T88,T88,Nick Watney,96,15.36,879,135
89,90,90,Mike Weir,88,15.33,659,101
90,T91,T91,Steve Allan,58,15.31,542,83
91,T91,T91,J.P. Hayes,67,15.31,640,98
92,T93,T93,Rich Beem,90,15.29,837,128
93,T93,T93,Charlie Wi,97,15.29,929,142
94,95,95,Matt Kuchar,88,15.24,715,109
95,96,96,Vaughn Taylor,103,15.23,972,148
96,97,97,Brett Rumford,72,15.22,611,93
97,98,98,Kenny Perry,97,15.16,1009,153
98,T99,T99,Ernie Els,51,15.11,364,55
99,T99,T99,George McNeill,97,15.11,993,150
100,101,101,Tommy Gainey,60,15.07,511,77
101,102,102,Chez Reavie,102,15.06,976,147
102,103,103,Brandt Snedeker,85,15.04,698,105
103,104,104,Tim Wilkinson,95,15.03,825,124
104,105,105,Jeff Maggert,86,15.02,872,131
105,T106,T106,Gavin Coles,54,14.95,475,71
106,T106,T106,Lucas Glover,91,14.95,883,132
107,108,108,Jim Furyk,95,14.91,818,122
108,109,109,Kyle Thompson,70,14.89,618,92
109,110,110,Sergio Garcia,72,14.88,605,90
110,111,111,Ryan Armour,87,14.84,829,123
111,112,112,Martin Laird,98,14.83,917,136
112,113,113,Paul Casey,55,14.81,405,60
113,T114,T114,Kenneth Ferrie,72,14.8,662,98
114,T114,T114,Doug LaBelle II,65,14.8,554,82
115,T114,T114,John Riegger,73,14.8,696,103
116,117,117,Robert Gamez,79,14.79,737,109
117,T118,T118,Billy Andrade,71,14.78,697,103
118,T118,T118,Brad Elder,67,14.78,582,86
119,120,120,Bob Sowards,61,14.77,555,82
120,T121,T121,Cameron Beckman,87,14.73,774,114
121,T121,T121,Alejandro Cañizares,52,14.73,421,62
