,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,1,1,Robert Allenby,108,9,52
1,2,2,Charles Warren,79,8,60
2,T3,T3,Mark Hensby,71,7,42
3,T3,T3,Y.E. Yang,89,7,48
4,T5,T5,Brian Davis,108,6,67
5,T5,T5,Robert Gamez,79,6,66
6,T5,T5,Jason Gore,94,6,54
7,T5,T5,Jon Mills,95,6,54
8,T5,T5,Andres Romero,69,6,29
9,T5,T5,Nicholas Thompson,113,6,87
10,T5,T5,Bo Van Pelt,101,6,61
11,T12,T12,Jason Allred,63,5,45
12,T12,T12,Billy Andrade,71,5,42
13,T12,T12,Rich Beem,90,5,42
14,T12,T12,Olin Browne,77,5,44
15,T12,T12,Ben Crane,86,5,34
16,T12,T12,Joe Durant,92,5,78
17,T12,T12,Bob Estes,90,5,44
18,T12,T12,Nick Flanagan,89,5,62
19,T12,T12,Steve Flesch,95,5,50
20,T12,T12,Harrison Frazar,73,5,58
21,T12,T12,Robert Garrigus,90,5,63
22,T12,T12,Paul Goydos,78,5,37
23,T12,T12,Lee Janzen,89,5,45
24,T12,T12,Anthony Kim,81,5,33
25,T12,T12,David Lutterus,59,5,48
26,T12,T12,George McNeill,97,5,60
27,T12,T12,Brenden Pappas,66,5,32
28,T12,T12,Rory Sabbatini,77,5,46
29,T12,T12,Brandt Snedeker,85,5,41
30,T12,T12,Kyle Thompson,70,5,33
31,T12,T12,Dean Wilson,109,5,45
32,T33,T33,Jonathan Byrd,88,4,44
33,T33,T33,Mark Calcavecchia,67,4,42
34,T33,T33,Alex Cejka,75,4,36
35,T33,T33,Stewart Cink,87,4,31
36,T33,T33,Todd Demsey,80,4,47
37,T33,T33,Jim Furyk,95,4,27
38,T33,T33,Lucas Glover,91,4,43
39,T33,T33,Charles Howell III,101,4,42
40,T33,T33,Trevor Immelman,70,4,31
41,T33,T33,Jerry Kelly,89,4,30
42,T33,T33,Frank Lickliter II,107,4,61
43,T33,T33,Troy Matteson,94,4,66
44,T33,T33,Ryan Moore,72,4,39
45,T33,T33,Sean O'Hair,81,4,37
46,T33,T33,Nick O'Hern,82,4,31
47,T33,T33,Jesper Parnevik,88,4,49
48,T33,T33,Pat Perez,93,4,48
49,T33,T33,Kenny Perry,97,4,55
50,T33,T33,Adam Scott,51,4,25
51,T33,T33,Patrick Sheehan,124,4,42
52,T33,T33,Heath Slocum,104,4,45
53,T33,T33,Kevin Stadler,90,4,47
54,T33,T33,Kevin Streelman,114,4,61
55,T33,T33,Nick Watney,96,4,52
56,T57,T57,Steve Allan,58,3,37
57,T57,T57,Stephen Ames,83,3,27
58,T57,T57,Ryan Armour,87,3,46
59,T57,T57,Cameron Beckman,87,3,51
60,T57,T57,Chad Campbell,94,3,50
61,T57,T57,Daniel Chopra,84,3,19
62,T57,T57,Glen Day,64,3,20
63,T57,T57,Jason Day,81,3,38
64,T57,T57,Chris DiMarco,87,3,42
65,T57,T57,Steve Elkington,84,3,33
66,T57,T57,Carlos Franco,73,3,39
67,T57,T57,Cody Freeman,66,3,34
