,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Chad Collins,72,27.59,87,24
1,2,2,Justin Leonard,101,26.9,145,39
2,3,3,Ryan Palmer,69,25.96,104,27
3,4,4,Chris Riley,51,25.42,59,15
4,5,5,Steve Flesch,95,25.33,150,38
5,6,6,Dean Wilson,109,24.71,174,43
6,7,7,Carl Pettersson,110,24.46,139,34
7,8,8,Adam Scott,51,24.44,45,11
8,9,9,Eric Axley,113,24.11,141,34
9,10,10,Carlos Franco,73,23.58,106,25
10,11,11,K.J. Choi,74,23.53,85,20
11,12,12,Chad Campbell,94,23.45,145,34
12,13,13,Bob Tway,70,23.3,103,24
13,14,14,Glen Day,64,23.26,86,20
14,15,15,D.J. Trahan,94,23.24,142,33
15,16,16,Jeff Quinney,87,23.15,108,25
16,17,17,Richard Johnson,77,22.92,96,22
17,18,18,Marc Turnesa,87,22.81,114,26
18,19,19,Corey Pavin,69,22.78,79,18
19,20,20,Ernie Els,51,22.73,44,10
20,T21,T21,Ken Duke,116,22.7,163,37
21,T21,T21,Brian Gay,102,22.7,141,32
22,23,23,Paul Goydos,78,22.64,106,24
23,24,24,Frank Lickliter II,107,22.42,165,37
24,25,25,Rod Pampling,83,22.32,112,25
25,26,26,Stephen Ames,83,22.22,117,26
26,27,27,Tommy Gainey,60,21.92,73,16
27,28,28,Scott McCarron,63,21.84,87,19
28,29,29,Patrick Sheehan,124,21.67,180,39
29,30,30,Greg Kraft,63,21.52,79,17
30,31,31,Charlie Wi,97,21.43,126,27
31,32,32,J.P. Hayes,67,21.21,99,21
32,33,33,Stephen Leaney,53,21.13,71,15
33,34,34,Nick Flanagan,89,20.97,124,26
34,35,35,Martin Laird,98,20.87,115,24
35,36,36,Nick O'Hern,82,20.66,121,25
36,37,37,Camilo Villegas,79,20.62,97,20
37,38,38,Jason Gore,94,20.59,136,28
38,39,39,Parker McLachlin,88,20.54,112,23
39,40,40,Brad Adamonis,87,20.49,122,25
40,41,41,Davis Love III,78,20.41,98,20
41,42,42,Kent Jones,68,20.21,94,19
42,T43,T43,Kevin Na,97,20.14,139,28
43,T43,T43,Kevin Sutherland,98,20.14,144,29
44,45,45,Craig Kanada,65,19.78,91,18
45,46,46,Lucas Glover,91,19.73,147,29
46,47,47,Pat Perez,93,19.69,127,25
47,48,48,Tim Herron,97,19.64,112,22
48,49,49,Brian Davis,108,19.53,169,33
49,50,50,Jimmy Walker,73,19.42,103,20
50,51,51,Dudley Hart,74,19.39,98,19
51,52,52,Gavin Coles,54,19.35,93,18
52,53,53,Ian Poulter,51,19.3,57,11
