,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Stuart Appleby,44.19,175,396
1,2,2,Corey Pavin,44.17,159,360
2,3,3,Steve Flesch,43.87,229,522
3,4,4,Padraig Harrington,43.25,109,252
4,5,5,Tim Clark,42.95,201,468
5,6,6,Richard Johnson,42.53,222,522
6,7,7,Steve Elkington,42.51,176,414
7,8,8,Jeff Quinney,42.31,198,468
8,9,9,Daniel Chopra,42.09,197,468
9,10,10,John Mallinger,41.88,196,468
10,11,11,Kevin Na,41.87,211,504
11,12,12,Phil Mickelson,41.67,150,360
12,13,13,Nathan Green,41.57,217,522
13,14,14,Andres Romero,41.52,142,342
14,15,15,Brian Davis,41.49,239,576
15,16,16,Mark Hensby,41.44,179,432
16,17,17,Shane Bertsch,41.27,208,504
17,18,18,David Toms,41.23,141,342
18,19,19,Kenny Perry,41.11,185,450
19,20,20,Aaron Baddeley,41.01,155,378
20,21,21,Freddie Jacobson,40.97,177,432
21,22,22,Brian Gay,40.93,221,540
22,23,23,Dudley Hart,40.91,162,396
23,24,24,Jonathan Byrd,40.81,191,468
24,25,25,Mark Wilson,40.8,213,522
25,26,26,Ryuji Imada,40.74,176,432
26,27,27,Steve Lowery,40.67,183,450
27,T28,T28,Parker McLachlin,40.53,197,486
28,T28,T28,Charlie Wi,40.53,197,486
29,30,30,Ben Crane,40.51,175,432
30,31,31,Matt Jones,40.32,225,558
31,T32,T32,Michael Letzig,40.28,203,504
32,T32,T32,Ryan Moore,40.28,174,432
33,T32,T32,Vaughn Taylor,40.28,232,576
34,35,35,Tag Ridings,40.23,210,522
35,36,36,Justin Leonard,40.05,173,432
36,37,37,Frank Lickliter II,40.0,216,540
37,38,38,John Rollins,39.88,201,504
38,39,39,Stephen Ames,39.86,165,414
39,40,40,Joe Ogilvie,39.85,208,522
40,41,41,Nick O'Hern,39.81,172,432
41,42,42,Ian Poulter,39.74,93,234
42,43,43,Ken Duke,39.73,236,594
43,44,44,Michael Allen,39.71,193,486
44,45,45,Mathias Grönberg,39.44,213,540
45,46,46,Steve Stricker,39.42,149,378
46,47,47,Craig Kanada,39.39,156,396
