,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
0,1,1,Corey Pavin,69,0.973,54.489,56
1,2,2,Bob Tway,70,0.8220000000000001,46.854,57
2,3,3,Marc Turnesa,87,0.789,59.961000000000006,76
3,4,4,Daniel Chopra,84,0.7859999999999999,54.266999999999996,69
4,5,5,Aaron Baddeley,76,0.762,45.745,60
5,6,6,Ben Crane,86,0.745,55.864,75
6,7,7,Jeff Quinney,87,0.654,47.773999999999994,73
7,8,8,Dudley Hart,74,0.652,43.662,67
8,9,9,Chad Collins,72,0.648,40.826,63
9,10,10,Eric Axley,113,0.605,59.313,98
10,11,11,Dean Wilson,109,0.579,53.854,93
11,12,12,Jesper Parnevik,88,0.561,42.075,75
12,13,13,Nathan Green,95,0.539,49.003,91
13,14,14,Carl Pettersson,110,0.534,51.798,97
14,15,15,Stewart Cink,87,0.521,33.347,64
15,16,16,Ian Poulter,51,0.518,18.653,36
16,17,17,Brian Gay,102,0.511,43.933,86
17,18,18,Greg Kraft,63,0.501,25.046999999999997,50
18,19,19,Richard Johnson,77,0.5,33.999,68
19,20,20,K.J. Choi,74,0.491,27.965999999999998,57
20,21,21,Ryuji Imada,80,0.469,31.898000000000003,68
21,22,22,Ken Duke,116,0.467,49.063,105
22,23,23,Justin Leonard,101,0.46299999999999997,33.771,73
23,T24,T24,Freddie Jacobson,78,0.455,29.124000000000002,64
24,T24,T24,Mark Wilson,107,0.455,47.277,104
25,26,26,Joe Ogilvie,100,0.446,38.835,87
26,27,27,Parker McLachlin,88,0.445,35.147,79
27,28,28,Ryan Palmer,69,0.43,25.776999999999997,60
28,29,29,Stuart Appleby,87,0.42700000000000005,28.583000000000002,67
29,30,30,Steve Elkington,84,0.415,30.311999999999998,73
30,31,31,Steve Stricker,75,0.41100000000000003,23.823,58
31,T32,T32,Tim Herron,97,0.40700000000000003,35.446999999999996,87
32,T32,T32,Craig Kanada,65,0.40700000000000003,22.408,55
33,T32,T32,Doug LaBelle II,65,0.40700000000000003,20.739,51
34,35,35,Jim Furyk,95,0.405,30.405,75
35,36,36,Patrick Sheehan,124,0.395,41.437,105
36,37,37,Richard Johnson,60,0.38299999999999995,18.787,49
37,38,38,Anthony Kim,81,0.36200000000000004,23.552,65
38,39,39,Nick O'Hern,82,0.348,24.688000000000002,71
39,40,40,Kevin Sutherland,98,0.34299999999999997,30.171999999999997,88
40,41,41,Hunter Mahan,87,0.341,24.544,72
41,42,42,Brenden Pappas,66,0.335,18.76,56
42,43,43,Ben Curtis,80,0.321,20.227999999999998,63
43,44,44,John Mallinger,95,0.312,26.193,84
44,45,45,Todd Hamilton,92,0.309,22.875999999999998,74
45,46,46,Stephen Leaney,53,0.304,13.689,45
46,T47,T47,Stephen Ames,83,0.303,19.977999999999998,66
47,T47,T47,Vaughn Taylor,103,0.303,28.52,94
48,49,49,Brad Elder,67,0.267,14.414000000000001,54
49,50,50,Tom Pernice Jr.,104,0.248,24.346999999999998,98
50,51,51,Carlos Franco,73,0.23,14.478,63
51,52,52,Gavin Coles,54,0.217,9.552999999999999,44
52,53,53,James Driscoll,85,0.215,16.317999999999998,76
53,T54,T54,Jason Day,81,0.214,16.5,77
54,T54,T54,Shigeki Maruyama,50,0.214,8.979,42
55,T54,T54,Phil Mickelson,80,0.214,12.64,59
56,57,57,Chris Riley,51,0.213,8.503,40
57,58,58,Ryan Moore,72,0.21,13.208,63
58,59,59,Pat Perez,93,0.20800000000000002,16.405,79
59,T60,T60,John Huston,56,0.18899999999999997,9.28,49
60,T60,T60,Jeff Overton,103,0.18899999999999997,17.192,91
61,62,62,Scott McCarron,63,0.177,9.539,54
62,63,63,Matt Kuchar,88,0.175,12.24,70
63,64,64,Tim Wilkinson,95,0.174,13.897,80
64,T65,T65,Chad Campbell,94,0.16899999999999998,14.378,85
65,T65,T65,Mike Weir,88,0.16899999999999998,11.128,66
66,67,67,Steve Allan,58,0.16399999999999998,7.853,48
67,68,68,Tim Petrovic,97,0.156,12.618,81
68,69,69,Steve Marino,119,0.155,16.16,104
69,70,70,Bob Estes,90,0.146,12.544,86
70,71,71,Johnson Wagner,83,0.141,9.597999999999999,68
71,72,72,Shane Bertsch,96,0.13699999999999998,12.314,90
72,73,73,Chris DiMarco,87,0.133,10.122,76
73,74,74,Geoff Ogilvy,65,0.125,6.147,49
74,T75,T75,Mathew Goggin,91,0.122,10.03,82
75,T75,T75,Brandt Snedeker,85,0.122,8.142000000000001,67
76,77,77,John Rollins,94,0.105,8.287,79
77,78,78,Brett Quigley,80,0.102,7.421,73
78,79,79,Bob Sowards,61,0.10099999999999999,5.228,52
79,80,80,Alejandro Cañizares,52,0.1,4.111000000000001,41
80,81,81,Steve Lowery,74,0.096,6.405,67
81,82,82,Lee Janzen,89,0.094,7.0329999999999995,75
82,83,83,Bill Haas,99,0.09,8.118,90
83,84,84,J.J. Henry,108,0.08900000000000001,8.809,99
84,85,85,Camilo Villegas,79,0.08800000000000001,5.541,63
85,86,86,Kenny Perry,97,0.08199999999999999,7.5089999999999995,92
86,87,87,Jimmy Walker,73,0.08,4.9430000000000005,62
87,88,88,Tim Clark,90,0.076,5.558,73
88,89,89,Glen Day,64,0.051,2.8560000000000003,56
89,90,90,Jerry Kelly,89,0.045,3.359,74
90,91,91,Fred Couples,60,0.043,2.2119999999999997,51
91,92,92,Zach Johnson,85,0.039,2.748,71
92,93,93,Matt Jones,95,0.031,2.5860000000000003,84
93,94,94,Mark Hensby,71,0.022000000000000002,1.413,64
94,95,95,Ryan Armour,87,0.02,1.5,76
95,96,96,Martin Laird,98,0.019,1.6369999999999998,85
96,97,97,Tommy Armour III,77,0.018000000000000002,1.183,66
97,T98,T98,Paul Goydos,78,0.013999999999999999,0.938,67
98,T98,T98,Jin Park,85,0.013999999999999999,0.9470000000000001,70
99,T98,T98,Charlie Wi,97,0.013999999999999999,1.254,88
100,101,101,Andres Romero,69,0.008,0.389,49
101,102,102,Jonathan Byrd,88,0.006,0.49200000000000005,77
102,103,103,Kevin Na,97,0.005,0.494,91
103,104,104,Jason Gore,94,0.004,0.33899999999999997,85
104,105,105,Woody Austin,109,0.003,0.22899999999999998,88
105,106,106,Michael Allen,91,-0.002,-0.125,78
106,107,107,Bart Bryant,81,-0.004,-0.273,67
107,108,108,Frank Lickliter II,107,-0.018000000000000002,-1.8259999999999998,100
108,109,109,Peter Lonard,92,-0.027000000000000003,-2.12,80
109,110,110,Mathias Grönberg,87,-0.031,-2.477,79
110,111,111,Todd Demsey,80,-0.032,-2.272,71
111,112,112,Tag Ridings,88,-0.04,-3.259,81
112,T113,T113,Marco Dawson,64,-0.042,-2.246,54
113,T113,T113,Kent Jones,68,-0.042,-2.2969999999999997,55
114,115,115,J.B. Holmes,86,-0.05,-3.472,69
115,116,116,Padraig Harrington,52,-0.054000000000000006,-1.714,32
116,117,117,J.P. Hayes,67,-0.062,-3.917,63
117,118,118,Nick Watney,96,-0.066,-5.577000000000001,84
118,119,119,George McNeill,97,-0.076,-6.837000000000001,90
119,T120,T120,Sergio Garcia,72,-0.077,-4.303,56
120,T120,T120,Tom Scherrer,56,-0.077,-3.378,44
121,122,122,Brian Davis,108,-0.08,-8.144,102
122,123,123,Kevin Streelman,114,-0.081,-7.848,97
123,T124,T124,Paul Claxton,63,-0.08199999999999999,-4.1,50
124,T124,T124,Michael Letzig,88,-0.08199999999999999,-6.098,74
125,T126,T126,Steve Flesch,95,-0.09699999999999999,-7.827999999999999,81
126,T126,T126,Y.E. Yang,89,-0.09699999999999999,-7.797000000000001,80
127,128,128,Davis Love III,78,-0.1,-6.513999999999999,65
128,129,129,Scott Sterling,89,-0.102,-7.565,74
129,T130,T130,Lucas Glover,91,-0.10400000000000001,-8.646,83
130,T130,T130,Charles Howell III,101,-0.10400000000000001,-9.011000000000001,87
131,132,132,Brandt Jobe,52,-0.107,-5.023,47
132,T133,T133,Charley Hoffman,94,-0.11800000000000001,-10.125,86
133,T133,T133,Cliff Kresge,84,-0.11800000000000001,-8.619,73
134,135,135,Rory Sabbatini,77,-0.11900000000000001,-7.485,63
135,136,136,Retief Goosen,59,-0.121,-5.072,42
136,137,137,Robert Allenby,108,-0.139,-11.96,86
137,T138,T138,Robert Garrigus,90,-0.149,-12.773,86
138,T138,T138,Bo Van Pelt,101,-0.149,-13.812999999999999,93
139,140,140,Troy Matteson,94,-0.152,-13.494000000000002,89
140,141,141,David Duval,51,-0.16,-6.553,41
141,142,142,Rich Beem,90,-0.16899999999999998,-13.33,79
142,143,143,Kenneth Ferrie,72,-0.174,-10.42,60
143,144,144,Jeff Maggert,86,-0.177,-14.01,79
144,145,145,Tom Lehman,51,-0.19,-7.218999999999999,38
145,146,146,David Toms,70,-0.193,-10.788,56
146,147,147,Chez Reavie,102,-0.19399999999999998,-17.448,90
147,148,148,Sean O'Hair,81,-0.214,-14.530999999999999,68
148,149,149,Billy Mayfair,103,-0.228,-21.703000000000003,95
149,150,150,Briny Baird,113,-0.231,-22.211,96
150,151,151,Kevin Stadler,90,-0.255,-18.633,73
151,152,152,Ángel Cabrera,55,-0.26,-10.142999999999999,39
152,153,153,Rocco Mediate,87,-0.264,-18.208,69
153,154,154,Ron Whittaker,54,-0.272,-11.145999999999999,41
154,155,155,Scott Verplank,82,-0.281,-18.287,65
155,156,156,Cameron Beckman,87,-0.282,-20.901999999999997,74
