,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Corey Pavin,69,76.96,230,177
1,2,2,Shigeki Maruyama,50,75.88,170,129
2,3,3,Jeff Quinney,87,75.07,341,256
3,4,4,Stuart Appleby,87,74.41,297,221
4,5,5,Daniel Chopra,84,74.39,289,215
5,6,6,Stewart Cink,87,74.22,256,190
6,7,7,Richard Johnson,77,73.87,310,229
7,8,8,Bob Tway,70,73.62,254,187
8,9,9,Anthony Kim,81,73.61,288,212
9,10,10,Ben Curtis,80,73.47,245,180
10,11,11,Dudley Hart,74,73.19,276,202
11,12,12,Stephen Ames,83,73.14,283,207
12,13,13,Tom Pernice Jr.,104,73.03,419,306
13,14,14,Joe Ogilvie,100,72.95,403,294
14,15,15,Ian Poulter,51,72.9,155,113
15,16,16,Jesper Parnevik,88,72.84,335,244
16,17,17,K.J. Choi,74,72.22,234,169
17,18,18,Aaron Baddeley,76,72.05,254,183
18,19,19,Ben Crane,86,71.99,282,203
19,20,20,Richard Johnson,60,71.94,196,141
20,21,21,Jerry Kelly,89,71.92,317,228
21,22,22,Carl Pettersson,110,71.84,412,296
22,23,23,James Driscoll,85,71.79,351,252
23,24,24,Steve Stricker,75,71.76,216,155
24,25,25,Tim Herron,97,71.71,357,256
25,26,26,Ryan Moore,72,71.69,272,195
26,27,27,John Rollins,94,71.64,335,240
27,28,28,Vaughn Taylor,103,71.61,398,285
28,29,29,Bob Estes,90,71.56,334,239
29,30,30,Steve Elkington,84,71.34,314,224
30,31,31,Tommy Armour III,77,71.28,289,206
31,32,32,Zach Johnson,85,71.06,311,221
32,33,33,Nick O'Hern,82,70.97,279,198
33,34,34,John Huston,56,70.94,203,144
34,35,35,Freddie Jacobson,78,70.83,288,204
35,36,36,Steve Allan,58,70.81,209,148
36,37,37,Brett Quigley,80,70.79,315,223
37,T38,T38,Tim Clark,90,70.69,348,246
38,T38,T38,Gavin Coles,54,70.69,174,123
39,40,40,Jin Park,85,70.68,307,217
40,41,41,Jim Furyk,95,70.67,283,200
41,42,42,Brad Elder,67,70.59,204,144
42,43,43,Eric Axley,113,70.55,421,297
43,44,44,J.J. Henry,108,70.54,387,273
44,T45,T45,Nathan Green,95,70.51,434,306
45,T45,T45,Doug LaBelle II,65,70.51,217,153
46,47,47,Craig Kanada,65,70.5,200,141
47,48,48,Stephen Leaney,53,70.41,196,138
48,49,49,Y.E. Yang,89,70.4,348,245
49,50,50,Johnson Wagner,83,70.39,304,214
50,51,51,Ryuji Imada,80,70.38,287,202
51,52,52,Matt Kuchar,88,70.36,280,197
52,53,53,Geoff Ogilvy,65,70.28,212,149
53,54,54,Justin Leonard,101,70.27,296,208
54,55,55,Brandt Snedeker,85,70.24,289,203
55,56,56,Ryan Palmer,69,70.17,295,207
56,57,57,Jeff Maggert,86,70.09,341,239
57,58,58,Peter Lonard,92,70.03,337,236
58,59,59,John Merrick,98,70.0,330,231
59,60,60,Tim Wilkinson,95,69.95,376,263
60,61,61,Jason Gore,94,69.85,388,271
61,62,62,Shane Bertsch,96,69.7,406,283
62,63,63,Marc Turnesa,87,69.67,300,209
63,64,64,Patrick Sheehan,124,69.66,412,287
64,65,65,Brenden Pappas,66,69.6,250,174
65,66,66,Phil Mickelson,80,69.38,258,179
66,67,67,Bob Sowards,61,69.37,222,154
67,68,68,Cliff Kresge,84,69.35,323,224
68,69,69,Ken Duke,116,69.25,439,304
69,70,70,Jeff Overton,103,69.18,425,294
70,T71,T71,Woody Austin,109,69.17,399,276
71,T71,T71,Dean Wilson,109,69.17,360,249
72,73,73,Retief Goosen,59,68.93,177,122
73,74,74,Hunter Mahan,87,68.92,296,204
74,75,75,Jason Day,81,68.85,321,221
75,76,76,Todd Demsey,80,68.84,292,201
76,T77,T77,Charley Hoffman,94,68.75,384,264
77,T77,T77,Greg Kraft,63,68.75,208,143
78,79,79,Kenny Perry,97,68.67,383,263
79,80,80,Lee Janzen,89,68.64,338,232
80,81,81,Kevin Sutherland,98,68.48,349,239
81,T82,T82,Paul Claxton,63,68.47,203,139
82,T82,T82,Brian Gay,102,68.47,333,228
83,84,84,Kenneth Ferrie,72,68.46,279,191
84,85,85,Marco Dawson,64,68.4,250,171
85,86,86,Sean O'Hair,81,68.39,329,225
86,T87,T87,Scott Sterling,89,68.35,297,203
87,T87,T87,Mark Wilson,107,68.35,455,311
88,89,89,Jimmy Walker,73,68.3,265,181
89,90,90,Brian Davis,108,68.29,451,308
90,91,91,John Mallinger,95,68.18,352,240
91,92,92,Pat Perez,93,68.16,358,244
92,93,93,Todd Hamilton,92,68.13,320,218
93,94,94,Tag Ridings,88,68.09,398,271
94,95,95,Tom Lehman,51,68.06,144,98
95,96,96,Andres Romero,69,67.98,228,155
96,97,97,Chad Collins,72,67.95,259,176
97,T98,T98,Chris DiMarco,87,67.92,318,216
98,T98,T98,Jay Williamson,96,67.92,346,235
99,100,100,Steve Marino,119,67.9,433,294
100,101,101,Mark Hensby,71,67.86,280,190
101,102,102,Martin Laird,98,67.82,376,255
102,103,103,Ron Whittaker,54,67.78,180,122
103,104,104,Chad Campbell,94,67.71,353,239
104,105,105,Ryan Armour,87,67.68,328,222
105,106,106,Carlos Franco,73,67.67,232,157
106,107,107,Charlie Wi,97,67.63,346,234
107,108,108,Mike Weir,88,67.61,284,192
108,109,109,Frank Lickliter II,107,67.53,425,287
109,110,110,Nick Watney,96,67.51,394,266
110,111,111,Steve Lowery,74,67.4,319,215
111,112,112,David Duval,51,67.35,196,132
112,113,113,Rory Sabbatini,77,67.34,297,200
113,114,114,Padraig Harrington,52,67.15,137,92
114,115,115,Tom Scherrer,56,67.02,191,128
115,116,116,Rocco Mediate,87,67.0,300,201
116,117,117,Chez Reavie,102,66.94,360,241
117,118,118,Bill Haas,99,66.93,375,251
118,119,119,Paul Goydos,78,66.9,290,194
119,120,120,Chris Riley,51,66.88,160,107
120,121,121,Bart Bryant,81,66.78,295,197
121,122,122,Michael Allen,91,66.76,346,231
122,T123,T123,Travis Perkins,53,66.67,210,140
123,T123,T123,Heath Slocum,104,66.67,351,234
124,125,125,Boo Weekley,86,66.56,299,199
125,126,126,Cody Freeman,66,66.54,257,171
126,127,127,Robert Garrigus,90,66.49,376,250
127,128,128,Rich Beem,90,66.47,331,220
128,129,129,Troy Matteson,94,66.41,390,259
129,130,130,Kyle Thompson,70,66.4,247,164
130,131,131,Charles Howell III,101,66.37,333,221
131,132,132,Glen Day,64,66.33,196,130
132,T133,T133,Cameron Beckman,87,66.27,332,220
133,T133,T133,George McNeill,97,66.27,415,275
134,T135,T135,Jon Mills,95,66.26,326,216
135,T135,T135,Kevin Streelman,114,66.26,409,271
136,137,137,Robert Allenby,108,66.11,357,236
137,138,138,Alejandro Cañizares,52,66.06,165,109
138,139,139,D.J. Trahan,94,65.96,332,219
139,140,140,Mathew Goggin,91,65.95,326,215
140,141,141,Mark Calcavecchia,67,65.88,255,168
141,142,142,Bubba Watson,97,65.85,369,243
142,T143,T143,Will MacKenzie,62,65.73,248,163
143,T143,T143,Bo Van Pelt,101,65.73,426,280
144,145,145,Lucas Glover,91,65.59,340,223
145,146,146,Ted Purdy,68,65.48,252,165
146,147,147,Brandt Jobe,52,65.36,179,117
147,148,148,Scott Verplank,82,65.31,271,177
148,T149,T149,Kevin Stadler,90,65.3,317,207
149,T149,T149,Camilo Villegas,79,65.3,268,175
150,151,151,Parker McLachlin,88,65.26,331,216
151,152,152,Jonathan Byrd,88,65.22,322,210
152,153,153,Mathias Grönberg,87,65.18,359,234
153,154,154,Scott McCarron,63,65.14,218,142
154,155,155,Nicholas Thompson,113,64.93,442,287
155,156,156,Charles Warren,79,64.91,342,222
156,157,157,Chris Stroud,81,64.84,256,166
157,158,158,John Riegger,73,64.79,267,173
158,159,159,Brett Rumford,72,64.69,286,185
159,T160,T160,Sergio Garcia,72,64.63,229,148
160,T160,T160,J.P. Hayes,67,64.63,294,190
161,162,162,Nick Flanagan,89,64.41,354,228
162,163,163,Briny Baird,113,64.34,401,258
163,164,164,Olin Browne,77,64.19,296,190
164,165,165,Billy Andrade,71,64.03,278,178
165,T166,T166,Dustin Johnson,92,64.01,339,217
166,T166,T166,Rod Pampling,83,64.01,314,201
167,168,168,David Lutterus,59,64.0,225,144
168,169,169,Tim Petrovic,97,63.88,371,237
169,170,170,Jason Allred,63,63.83,235,150
170,171,171,Trevor Immelman,70,63.76,218,139
171,172,172,Vijay Singh,82,63.61,294,187
172,173,173,J.B. Holmes,86,63.49,304,193
173,174,174,Kent Jones,68,63.45,238,151
174,175,175,Matt Jones,95,63.41,358,227
175,176,176,Kevin Na,97,63.24,408,258
176,177,177,Adam Scott,51,63.1,168,106
177,178,178,Steve Flesch,95,62.97,316,199
178,179,179,Billy Mayfair,103,62.76,392,246
179,180,180,Ernie Els,51,62.67,150,94
180,181,181,Brad Adamonis,87,62.46,301,188
181,182,182,Fred Couples,60,62.38,210,131
182,183,183,Ángel Cabrera,55,62.34,154,96
183,T184,T184,Paul Casey,55,62.26,159,99
184,T184,T184,Omar Uresti,74,62.26,265,165
185,186,186,David Toms,70,61.9,252,156
186,187,187,Michael Letzig,88,61.82,330,204
187,188,188,John Senden,93,61.76,353,218
188,189,189,Robert Gamez,79,61.65,339,209
189,190,190,Justin Bolli,87,61.28,297,182
190,191,191,Joe Durant,92,60.91,353,215
191,192,192,Alex Cejka,75,60.87,299,182
192,193,193,Jim McGovern,75,60.77,260,158
193,194,194,Davis Love III,78,60.66,272,165
194,195,195,Jeff Gove,50,60.59,170,103
195,196,196,Tommy Gainey,60,59.82,219,131
196,197,197,Harrison Frazar,73,57.08,240,137
