,Total_3_Putts_-_5-10_RANK THIS WEEK,Total_3_Putts_-_5-10_RANK LAST WEEK,Total_3_Putts_-_5-10_PLAYER NAME,Total_3_Putts_-_5-10_ROUNDS,Total_3_Putts_-_5-10_TOTAL 3 PUTTS 5'-10',Total_3_Putts_-_5-10_TOTAL 3 PUTTS
0,T1,T1,Nathan Green,95,5,53
1,T1,T1,Jeff Maggert,86,5,57
2,T1,T1,Joe Ogilvie,100,5,46
3,T1,T1,Jeff Overton,103,5,53
4,T1,T1,Jesper Parnevik,88,5,49
5,T1,T1,Pat Perez,93,5,48
6,T1,T1,Rory Sabbatini,77,5,46
7,T1,T1,Nicholas Thompson,113,5,87
8,T1,T1,D.J. Trahan,94,5,52
9,T10,T10,Brad Adamonis,87,4,46
10,T10,T10,Ryan Armour,87,4,46
11,T10,T10,Woody Austin,109,4,52
12,T10,T10,Cody Freeman,66,4,34
13,T10,T10,Tommy Gainey,60,4,47
14,T10,T10,Robert Gamez,79,4,66
15,T10,T10,Michael Letzig,88,4,41
16,T10,T10,Steve Marino,119,4,68
17,T10,T10,Kevin Na,97,4,51
18,T10,T10,Carl Pettersson,110,4,47
19,T10,T10,John Rollins,94,4,57
20,T10,T10,Bo Van Pelt,101,4,61
21,T10,T10,Nick Watney,96,4,52
22,T23,T23,Cameron Beckman,87,3,51
23,T23,T23,Daniel Chopra,84,3,19
24,T23,T23,Todd Demsey,80,3,47
25,T23,T23,Brad Elder,67,3,24
26,T23,T23,Carlos Franco,73,3,39
27,T23,T23,Harrison Frazar,73,3,58
28,T23,T23,J.P. Hayes,67,3,31
29,T23,T23,Tim Herron,97,3,50
30,T23,T23,Ryuji Imada,80,3,24
31,T23,T23,Steve Lowery,74,3,45
32,T23,T23,David Lutterus,59,3,48
33,T23,T23,Will MacKenzie,62,3,36
34,T23,T23,Troy Matteson,94,3,66
35,T23,T23,Tom Pernice Jr.,104,3,56
36,T23,T23,Jeff Quinney,87,3,34
37,T23,T23,Heath Slocum,104,3,45
38,T23,T23,Brandt Snedeker,85,3,41
39,T23,T23,Kevin Streelman,114,3,61
40,T23,T23,Omar Uresti,74,3,43
41,T42,T42,Steve Allan,58,2,37
42,T42,T42,Eric Axley,113,2,49
43,T42,T42,Shane Bertsch,96,2,35
44,T42,T42,Bart Bryant,81,2,37
45,T42,T42,Jonathan Byrd,88,2,44
46,T42,T42,Alex Cejka,75,2,36
47,T42,T42,Tim Clark,90,2,38
48,T42,T42,Joe Durant,92,2,78
49,T42,T42,David Duval,51,2,32
50,T42,T42,Steve Elkington,84,2,33
51,T42,T42,Ernie Els,51,2,25
52,T42,T42,Robert Garrigus,90,2,63
53,T42,T42,Brian Gay,102,2,31
54,T42,T42,Jason Gore,94,2,54
55,T42,T42,Bill Haas,99,2,45
56,T42,T42,Dudley Hart,74,2,39
57,T42,T42,J.J. Henry,108,2,51
58,T42,T42,Mark Hensby,71,2,42
59,T42,T42,John Huston,56,2,23
60,T42,T42,Zach Johnson,85,2,35
61,T42,T42,Craig Kanada,65,2,19
62,T42,T42,Stephen Leaney,53,2,24
63,T42,T42,Frank Lickliter II,107,2,61
64,T42,T42,Peter Lonard,92,2,49
65,T42,T42,John Mallinger,95,2,34
66,T42,T42,Scott McCarron,63,2,42
67,T42,T42,George McNeill,97,2,60
68,T42,T42,Sean O'Hair,81,2,37
