,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
0,1,1,Daniel Chopra,27,39.8
1,2,2,Ian Poulter,15,50.3
2,T3,T3,Aaron Baddeley,22,58.3
3,T3,T3,Ben Crane,25,58.3
4,5,5,Marc Turnesa,29,59.8
5,6,6,Bob Tway,20,68.7
6,7,7,Eric Axley,35,71.4
7,8,8,Corey Pavin,20,86.8
8,9,9,Dudley Hart,22,88.9
9,10,10,Dean Wilson,32,90.0
10,11,11,Brian Gay,31,90.9
11,12,12,Nathan Green,30,91.8
12,13,13,Craig Kanada,23,92.6
13,14,14,Carl Pettersson,29,93.4
14,15,15,Jeff Quinney,28,97.7
15,16,16,Joe Ogilvie,29,99.3
16,17,17,Ben Curtis,22,102.9
17,18,18,Anthony Kim,22,105.3
18,19,19,Chad Collins,24,107.3
19,20,20,Justin Leonard,25,110.1
20,21,21,Stephen Ames,24,111.3
21,22,22,Richard Johnson,29,116.3
22,23,23,Ken Duke,33,119.8
23,24,24,Kevin Sutherland,26,120.4
24,25,25,Ryan Palmer,22,121.8
25,26,26,Mark Wilson,29,122.4
26,27,27,K.J. Choi,21,123.6
27,28,28,Jesper Parnevik,29,124.7
28,29,29,Stuart Appleby,23,127.2
29,30,30,Andres Romero,20,127.3
30,T31,T31,Parker McLachlin,27,127.7
31,T31,T31,Brenden Pappas,24,127.7
32,33,33,Stewart Cink,23,128.3
33,34,34,Ryuji Imada,25,129.3
34,35,35,Freddie Jacobson,24,130.3
35,36,36,Tim Herron,28,135.8
36,37,37,Jason Day,28,136.5
37,38,38,John Mallinger,29,137.8
38,39,39,Steve Elkington,25,138.3
39,40,40,Tom Pernice Jr.,30,139.8
40,41,41,James Driscoll,28,140.4
41,42,42,Gavin Coles,16,142.3
42,43,43,Stephen Leaney,17,143.2
43,44,44,Jim Furyk,26,143.7
44,45,45,Pat Perez,27,143.8
45,46,46,Richard Johnson,21,145.1
46,47,47,Nick O'Hern,26,145.5
47,48,48,Phil Mickelson,21,145.9
48,49,49,Mike Weir,26,147.0
49,50,50,John Huston,18,148.3
50,51,51,Tim Wilkinson,29,148.5
51,52,52,Patrick Sheehan,35,152.8
52,53,53,Steve Stricker,22,153.3
53,54,54,Brett Quigley,25,153.6
54,55,55,Jerry Kelly,31,156.7
55,56,56,Chris Riley,17,157.4
56,T57,T57,Shane Bertsch,29,159.0
57,T57,T57,Brad Elder,23,159.0
58,59,59,Alejandro Cañizares,16,162.6
59,60,60,Jeff Overton,32,163.5
60,61,61,Mathew Goggin,27,164.1
61,62,62,Tim Clark,27,165.1
62,63,63,Doug LaBelle II,22,169.3
63,64,64,Shigeki Maruyama,18,170.0
64,65,65,Zach Johnson,25,171.8
65,66,66,Geoff Ogilvy,20,172.8
66,67,67,Ryan Moore,24,173.1
67,68,68,Steve Marino,32,175.7
68,69,69,Todd Hamilton,28,177.2
69,70,70,Jason Gore,33,178.8
70,71,71,Sean O'Hair,25,179.8
71,72,72,Greg Kraft,21,180.2
72,73,73,Paul Claxton,23,181.1
73,74,74,Camilo Villegas,22,184.3
74,75,75,J.J. Henry,34,184.8
75,76,76,Frank Lickliter II,32,188.2
76,T77,T77,Woody Austin,30,188.3
77,T77,T77,Bob Estes,28,188.3
78,79,79,Hunter Mahan,27,190.8
79,80,80,Jonathan Byrd,27,194.3
80,81,81,Carlos Franco,25,195.2
81,82,82,Kenny Perry,26,197.7
82,83,83,Steve Allan,21,198.0
83,84,84,Michael Letzig,29,198.7
84,85,85,Brandt Snedeker,26,201.4
85,86,86,Martin Laird,29,203.1
86,87,87,Mark Hensby,26,203.8
87,88,88,Nick Watney,27,206.5
88,89,89,Vaughn Taylor,32,207.1
89,90,90,Lee Janzen,28,207.7
90,91,91,Glen Day,19,213.6
91,92,92,Chris DiMarco,29,215.2
92,93,93,John Rollins,28,218.2
93,94,94,Kevin Na,29,218.3
94,95,95,Matt Kuchar,27,219.6
95,96,96,Bill Haas,31,220.1
96,97,97,Marco Dawson,21,220.3
97,98,98,Brian Davis,34,221.3
98,99,99,Bart Bryant,23,222.1
99,100,100,Chad Campbell,28,223.4
100,101,101,Lucas Glover,26,223.7
101,102,102,Jin Park,30,225.1
102,103,103,Y.E. Yang,29,225.2
103,104,104,Cody Freeman,26,225.5
104,105,105,Kenneth Ferrie,25,226.2
105,106,106,George McNeill,29,226.3
106,107,107,Tommy Armour III,25,226.8
107,T108,T108,J.B. Holmes,26,228.5
108,T108,T108,Bo Van Pelt,32,228.5
109,110,110,Michael Allen,28,229.8
110,111,111,Charley Hoffman,29,231.4
111,112,112,Cliff Kresge,28,232.7
112,113,113,Kevin Streelman,32,233.5
113,114,114,Jimmy Walker,24,235.3
114,115,115,J.P. Hayes,26,236.2
115,116,116,Charlie Wi,27,236.8
116,117,117,Johnson Wagner,26,237.3
117,118,118,Matt Jones,31,238.0
118,119,119,Todd Demsey,25,241.6
119,120,120,Mathias Grönberg,30,241.9
120,121,121,Retief Goosen,18,245.1
121,122,122,Tim Petrovic,32,245.4
122,123,123,Steve Lowery,25,245.5
123,124,124,Peter Lonard,30,245.8
124,125,125,Scott Sterling,28,247.0
125,126,126,Ryan Armour,32,249.8
126,127,127,Sergio Garcia,19,250.0
127,128,128,Tom Scherrer,20,251.2
128,129,129,Kent Jones,23,255.1
129,130,130,Robert Allenby,28,255.4
130,131,131,Bob Sowards,22,256.3
131,132,132,Robert Garrigus,29,256.8
132,133,133,John Senden,28,257.8
133,134,134,Rocco Mediate,27,258.4
134,135,135,Tag Ridings,29,260.8
135,136,136,Rich Beem,29,261.8
136,137,137,Billy Andrade,24,262.3
137,138,138,Charles Howell III,31,263.2
138,139,139,Will MacKenzie,21,265.7
139,140,140,Padraig Harrington,15,265.8
140,141,141,Rod Pampling,28,267.3
141,142,142,Ángel Cabrera,17,271.6
142,143,143,Cameron Beckman,29,272.5
143,144,144,David Toms,20,273.0
144,145,145,Jeff Maggert,28,273.5
145,146,146,Fred Couples,18,273.8
146,147,147,Dustin Johnson,30,274.1
147,148,148,Troy Matteson,30,275.5
148,149,149,Travis Perkins,23,275.8
149,T150,T150,Brett Rumford,26,275.9
150,T150,T150,Ron Whittaker,22,275.9
151,152,152,Steve Flesch,29,276.5
152,153,153,Rory Sabbatini,23,276.8
153,154,154,Kevin Stadler,30,278.4
154,155,155,Heath Slocum,29,280.3
155,156,156,Scott McCarron,22,282.5
156,157,157,Paul Goydos,25,282.6
157,158,158,Chez Reavie,30,282.7
158,159,159,Jason Allred,23,287.4
159,160,160,John Merrick,28,287.8
160,161,161,Kyle Thompson,26,288.4
161,162,162,David Duval,20,288.5
162,163,163,Adam Scott,15,289.9
163,164,164,Scott Verplank,24,293.6
164,165,165,Ernie Els,16,294.7
165,166,166,Tom Lehman,17,294.8
166,167,167,Nicholas Thompson,36,299.2
167,168,168,Davis Love III,23,303.4
168,169,169,Jon Mills,32,303.7
169,170,170,Billy Mayfair,29,304.0
170,171,171,Brandt Jobe,19,305.3
171,172,172,Briny Baird,30,310.2
172,173,173,Ted Purdy,25,311.8
173,174,174,Vijay Singh,23,312.3
174,175,175,Paul Casey,16,316.3
175,176,176,Olin Browne,27,316.4
176,177,177,Nick Flanagan,29,316.9
177,178,178,Brad Adamonis,29,317.0
178,T179,T179,D.J. Trahan,27,317.3
179,T179,T179,Jay Williamson,33,317.3
180,181,181,Justin Bolli,28,317.9
181,182,182,Chris Stroud,29,318.1
182,183,183,Jeff Gove,18,319.8
183,184,184,Trevor Immelman,22,324.1
184,185,185,Alex Cejka,25,324.2
185,186,186,Boo Weekley,24,329.6
186,187,187,Bubba Watson,29,332.3
187,188,188,Mark Calcavecchia,25,335.8
188,189,189,John Riegger,24,339.5
189,190,190,Charles Warren,29,343.2
190,191,191,David Lutterus,23,348.3
191,192,192,Jim McGovern,26,348.8
