,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
67,68,68,Geoff Ogilvy,65,5.98,184,11
68,69,69,Robert Allenby,108,5.97,419,25
69,70,70,Richard Johnson,77,5.95,269,16
70,71,71,Steve Flesch,95,5.94,320,19
71,72,72,Jimmy Walker,73,5.93,270,16
72,73,73,Ron Whittaker,54,5.92,169,10
73,74,74,Carlos Franco,73,5.88,306,18
74,75,75,Jim McGovern,75,5.86,256,15
75,76,76,Greg Kraft,63,5.77,208,12
76,77,77,Johnson Wagner,83,5.76,295,17
77,78,78,Sergio Garcia,72,5.74,244,14
78,79,79,Robert Garrigus,90,5.67,388,22
79,80,80,Paul Casey,55,5.66,159,9
80,81,81,Billy Andrade,71,5.65,283,16
81,82,82,Michael Allen,91,5.64,337,19
82,T83,T83,Bart Bryant,81,5.63,320,18
83,T83,T83,John Riegger,73,5.63,284,16
84,85,85,Bo Van Pelt,101,5.59,447,25
85,T86,T86,Ken Duke,116,5.58,430,24
86,T86,T86,Kent Jones,68,5.58,251,14
87,88,88,Omar Uresti,74,5.56,252,14
88,89,89,Charlie Wi,97,5.54,397,22
89,90,90,Billy Mayfair,103,5.53,434,24
90,91,91,J.B. Holmes,86,5.5,291,16
91,T92,T92,Davis Love III,78,5.49,273,15
92,T92,T92,John Merrick,98,5.49,364,20
93,T92,T92,Brenden Pappas,66,5.49,237,13
94,95,95,Martin Laird,98,5.45,422,23
95,T96,T96,Eric Axley,113,5.41,425,23
96,T96,T96,Jonathan Byrd,88,5.41,333,18
97,T98,T98,Jerry Kelly,89,5.4,315,17
98,T98,T98,Anthony Kim,81,5.4,278,15
99,100,100,Dudley Hart,74,5.38,316,17
100,101,101,Chris DiMarco,87,5.37,298,16
101,102,102,Alex Cejka,75,5.36,224,12
102,103,103,Justin Leonard,101,5.35,299,16
103,104,104,Richard Johnson,60,5.33,244,13
104,T105,T105,Brian Davis,108,5.31,414,22
105,T105,T105,Brad Elder,67,5.31,245,13
106,107,107,Cody Freeman,66,5.29,227,12
107,108,108,Nicholas Thompson,113,5.28,398,21
108,T109,T109,Nathan Green,95,5.26,380,20
109,T109,T109,Chez Reavie,102,5.26,399,21
110,T109,T109,Kevin Sutherland,98,5.26,418,22
111,112,112,Robert Gamez,79,5.24,286,15
112,T113,T113,Michael Letzig,88,5.23,306,16
113,T113,T113,Kevin Stadler,90,5.23,306,16
114,115,115,Dean Wilson,109,5.2,404,21
115,116,116,Chris Stroud,81,5.18,309,16
116,117,117,Tim Clark,90,5.15,272,14
117,118,118,Tim Herron,97,5.14,389,20
118,T119,T119,Jon Mills,95,5.13,351,18
119,T119,T119,Rod Pampling,83,5.13,273,14
120,T121,T121,Briny Baird,113,5.12,449,23
121,T121,T121,Cliff Kresge,84,5.12,332,17
122,123,123,Chris Riley,51,5.1,157,8
123,124,124,Kenneth Ferrie,72,5.05,277,14
124,125,125,Charley Hoffman,94,5.04,377,19
125,126,126,Lee Janzen,89,4.98,321,16
126,127,127,Tom Pernice Jr.,104,4.96,423,21
127,T128,T128,Dustin Johnson,92,4.95,323,16
128,T128,T128,Vaughn Taylor,103,4.95,384,19
129,130,130,Tommy Armour III,77,4.93,304,15
130,131,131,Kenny Perry,97,4.91,407,20
131,132,132,Brett Quigley,80,4.82,332,16
132,133,133,Gavin Coles,54,4.81,187,9
133,134,134,Tom Lehman,51,4.79,167,8
134,135,135,Aaron Baddeley,76,4.78,230,11
135,T136,T136,Jason Gore,94,4.76,357,17
136,T136,T136,Scott Sterling,89,4.76,357,17
137,T136,T136,Boo Weekley,86,4.76,315,15
138,T139,T139,Stuart Appleby,87,4.73,296,14
139,T139,T139,Olin Browne,77,4.73,317,15
140,141,141,David Lutterus,59,4.72,212,10
141,142,142,Rocco Mediate,87,4.71,276,13
142,143,143,Lucas Glover,91,4.68,363,17
143,T144,T144,Ryan Palmer,69,4.64,237,11
144,T144,T144,Scott Verplank,82,4.64,237,11
145,T146,T146,Troy Matteson,94,4.62,433,20
146,T146,T146,Kevin Streelman,114,4.62,455,21
147,T148,T148,Fred Couples,60,4.61,217,10
148,T148,T148,Sean O'Hair,81,4.61,304,14
149,150,150,Charles Howell III,101,4.58,393,18
150,151,151,Brandt Jobe,52,4.55,220,10
151,152,152,Brandt Snedeker,85,4.53,265,12
152,153,153,Brian Gay,102,4.49,334,15
153,154,154,Nick Watney,96,4.44,383,17
154,155,155,Todd Demsey,80,4.42,339,15
155,156,156,Jin Park,85,4.41,295,13
156,T157,T157,Ben Curtis,80,4.36,275,12
157,T157,T157,Heath Slocum,104,4.36,321,14
158,159,159,Ted Purdy,68,4.33,277,12
159,160,160,Cameron Beckman,87,4.32,301,13
160,161,161,Charles Warren,79,4.3,302,13
161,162,162,Zach Johnson,85,4.29,303,13
162,163,163,Trevor Immelman,70,4.27,234,10
163,164,164,Steve Allan,58,4.26,235,10
164,165,165,Stephen Leaney,53,4.25,212,9
165,166,166,Jason Day,81,4.23,355,15
166,167,167,George McNeill,97,4.2,405,17
167,T168,T168,Justin Bolli,87,4.19,334,14
168,T168,T168,Joe Ogilvie,100,4.19,358,15
169,170,170,Alejandro Cañizares,52,4.17,168,7
170,171,171,Bubba Watson,97,4.14,338,14
171,172,172,Jim Furyk,95,4.13,339,14
172,173,173,Mike Weir,88,4.1,244,10
173,174,174,Mathew Goggin,91,4.06,394,16
174,175,175,Stephen Ames,83,3.97,277,11
175,176,176,Bob Estes,90,3.96,379,15
176,177,177,Tag Ridings,88,3.93,382,15
177,T178,T178,Brad Adamonis,87,3.92,357,14
178,T178,T178,John Huston,56,3.92,204,8
179,T178,T178,John Senden,93,3.92,408,16
180,181,181,Jason Allred,63,3.9,231,9
181,182,182,Will MacKenzie,62,3.86,233,9
182,183,183,Ernie Els,51,3.7,135,5
183,184,184,Harrison Frazar,73,3.64,275,10
184,185,185,Paul Claxton,63,3.56,225,8
185,T186,T186,J.J. Henry,108,3.55,507,18
186,T186,T186,Shigeki Maruyama,50,3.55,169,6
187,188,188,Travis Perkins,53,3.51,171,6
188,189,189,Ángel Cabrera,55,3.33,180,6
189,190,190,Frank Lickliter II,107,3.32,422,14
190,191,191,David Duval,51,3.18,157,5
191,192,192,Y.E. Yang,89,2.71,332,9
192,193,193,D.J. Trahan,94,2.67,300,8
193,194,194,John Rollins,94,2.45,327,8
194,195,195,Ian Poulter,51,2.16,139,3
195,196,196,Brett Rumford,72,1.69,237,4
196,197,197,Tom Scherrer,56,1.64,183,3
