,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
172,T172,T172,Bob Sowards,61,91,347,26.2
173,174,174,Richard Johnson,60,90,317,28.4
174,T175,T175,Stephen Leaney,53,89,307,29.0
175,T175,T175,Kyle Thompson,70,89,375,23.7
176,177,177,Tom Scherrer,56,88,302,29.1
177,178,178,Harrison Frazar,73,87,390,22.3
178,179,179,Trevor Immelman,70,85,338,25.1
179,T180,T180,Retief Goosen,59,83,305,27.2
180,T180,T180,David Lutterus,59,83,323,25.7
181,182,182,Geoff Ogilvy,65,81,344,23.5
182,183,183,Alejandro Cañizares,52,79,293,27.0
183,T184,T184,Gavin Coles,54,77,302,25.5
184,T184,T184,Ron Whittaker,54,77,255,30.2
185,186,186,Travis Perkins,53,76,266,28.6
186,T187,T187,Brandt Jobe,52,73,296,24.7
187,T187,T187,Ian Poulter,51,73,269,27.1
188,189,189,Chris Riley,51,68,305,22.3
189,T190,T190,Ángel Cabrera,55,63,259,24.3
190,T190,T190,Tommy Gainey,60,63,289,21.8
191,192,192,Tom Lehman,51,62,262,23.7
192,193,193,Paul Casey,55,60,233,25.8
193,T194,T194,Jeff Gove,50,58,271,21.4
194,T194,T194,Padraig Harrington,52,58,260,22.3
195,196,196,Ernie Els,51,55,258,21.3
196,197,197,Adam Scott,51,54,245,22.0
