,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,T1,T1,K.J. Choi,74,6.8
1,T1,T1,Justin Leonard,101,6.8
2,T3,T3,Woody Austin,109,6.7
3,T3,T3,Stewart Cink,87,6.7
4,T3,T3,Ben Crane,86,6.7
5,T6,T6,Sergio Garcia,72,6.4
6,T6,T6,Steve Marino,119,6.4
7,T6,T6,Camilo Villegas,79,6.4
8,9,9,Kevin Sutherland,98,6.3
9,T10,T10,Chad Campbell,94,6.2
10,T10,T10,Ryan Palmer,69,6.2
11,T10,T10,Mark Wilson,107,6.2
12,T13,T13,Robert Allenby,108,6.1
13,T13,T13,Ken Duke,116,6.1
14,T13,T13,Hunter Mahan,87,6.1
15,T13,T13,Pat Perez,93,6.1
16,T13,T13,Kenny Perry,97,6.1
17,T13,T13,Rory Sabbatini,77,6.1
18,T13,T13,Adam Scott,51,6.1
19,T13,T13,Bob Tway,70,6.1
20,T21,T21,Brian Gay,102,5.9
21,T21,T21,Phil Mickelson,80,5.9
22,T21,T21,Carl Pettersson,110,5.9
23,T21,T21,Patrick Sheehan,124,5.9
24,T25,T25,Jim Furyk,95,5.8
25,T25,T25,Dudley Hart,74,5.8
26,T25,T25,Parker McLachlin,88,5.8
27,T25,T25,Nick O'Hern,82,5.8
28,T25,T25,Ian Poulter,51,5.8
29,T30,T30,Stephen Ames,83,5.7
30,T30,T30,Stuart Appleby,87,5.7
31,T30,T30,Eric Axley,113,5.7
32,T30,T30,Jonathan Byrd,88,5.7
33,T30,T30,Steve Flesch,95,5.7
34,T30,T30,Tim Herron,97,5.7
35,T30,T30,Geoff Ogilvy,65,5.7
36,T37,T37,Daniel Chopra,84,5.6
37,T37,T37,Zach Johnson,85,5.6
38,T39,T39,Aaron Baddeley,76,5.5
39,T39,T39,Shane Bertsch,96,5.5
40,T39,T39,Paul Casey,55,5.5
41,T39,T39,Chad Collins,72,5.5
42,T39,T39,Steve Elkington,84,5.5
43,T39,T39,Todd Hamilton,92,5.5
44,T39,T39,J.B. Holmes,86,5.5
45,T39,T39,Anthony Kim,81,5.5
46,T39,T39,John Mallinger,95,5.5
47,T39,T39,Corey Pavin,69,5.5
48,T39,T39,Tom Pernice Jr.,104,5.5
49,T39,T39,Charlie Wi,97,5.5
50,T51,T51,Glen Day,64,5.4
51,T51,T51,Davis Love III,78,5.4
52,T51,T51,George McNeill,97,5.4
53,T51,T51,Steve Stricker,75,5.4
54,T51,T51,Johnson Wagner,83,5.4
55,T51,T51,Nick Watney,96,5.4
56,T57,T57,Tim Clark,90,5.3
57,T57,T57,Lucas Glover,91,5.3
58,T57,T57,Ryuji Imada,80,5.3
59,T57,T57,Richard Johnson,60,5.3
60,T57,T57,Kevin Na,97,5.3
61,T57,T57,Tim Petrovic,97,5.3
62,T57,T57,Chez Reavie,102,5.3
63,T57,T57,Andres Romero,69,5.3
64,T57,T57,Dean Wilson,109,5.3
65,T66,T66,Mathew Goggin,91,5.2
66,T66,T66,Nathan Green,95,5.2
67,T66,T66,John Huston,56,5.2
68,T66,T66,Craig Kanada,65,5.2
69,T66,T66,Greg Kraft,63,5.2
70,T71,T71,Gavin Coles,54,5.1
71,T71,T71,Brian Davis,108,5.1
72,T71,T71,Billy Mayfair,103,5.1
73,T71,T71,Joe Ogilvie,100,5.1
74,T71,T71,Jeff Overton,103,5.1
75,T71,T71,Jeff Quinney,87,5.1
76,T71,T71,John Senden,93,5.1
77,T71,T71,David Toms,70,5.1
78,T71,T71,Marc Turnesa,87,5.1
79,T71,T71,Mike Weir,88,5.1
80,T81,T81,Ernie Els,51,5.0
81,T81,T81,Freddie Jacobson,78,5.0
82,T81,T81,Martin Laird,98,5.0
83,T81,T81,Frank Lickliter II,107,5.0
84,T81,T81,Brandt Snedeker,85,5.0
85,T81,T81,Kevin Streelman,114,5.0
86,T81,T81,D.J. Trahan,94,5.0
