,3-Putt_Avoidance_-_5-10_RANK THIS WEEK,3-Putt_Avoidance_-_5-10_RANK LAST WEEK,3-Putt_Avoidance_-_5-10_PLAYER NAME,3-Putt_Avoidance_-_5-10_ROUNDS,3-Putt_Avoidance_-_5-10_%,3-Putt_Avoidance_-_5-10_TOTAL 3 PUTTS,3-Putt_Avoidance_-_5-10_ATTEMPTS,3-Putt_Avoidance_-_5-10_2 PUTT OR BETTER %
0,T1,T1,Robert Allenby,108,0.0,,281,100.0
1,T1,T1,Stephen Ames,83,0.0,,226,100.0
2,T1,T1,Billy Andrade,71,0.0,,196,100.0
3,T1,T1,Justin Bolli,87,0.0,,260,100.0
4,T1,T1,Ángel Cabrera,55,0.0,,126,100.0
5,T1,T1,Chad Campbell,94,0.0,,297,100.0
6,T1,T1,Alejandro Cañizares,52,0.0,,148,100.0
7,T1,T1,Paul Casey,55,0.0,,121,100.0
8,T1,T1,K.J. Choi,74,0.0,,197,100.0
9,T1,T1,Stewart Cink,87,0.0,,199,100.0
10,T1,T1,Chad Collins,72,0.0,,213,100.0
11,T1,T1,Ben Crane,86,0.0,,243,100.0
12,T1,T1,Marco Dawson,64,0.0,,210,100.0
13,T1,T1,James Driscoll,85,0.0,,258,100.0
14,T1,T1,Bob Estes,90,0.0,,302,100.0
15,T1,T1,Jim Furyk,95,0.0,,237,100.0
16,T1,T1,Sergio Garcia,72,0.0,,189,100.0
17,T1,T1,Paul Goydos,78,0.0,,246,100.0
18,T1,T1,Mathias Grönberg,87,0.0,,281,100.0
19,T1,T1,Padraig Harrington,52,0.0,,102,100.0
20,T1,T1,Charles Howell III,101,0.0,,289,100.0
21,T1,T1,Freddie Jacobson,78,0.0,,226,100.0
22,T1,T1,Lee Janzen,89,0.0,,265,100.0
23,T1,T1,Kent Jones,68,0.0,,191,100.0
24,T1,T1,Matt Jones,95,0.0,,286,100.0
25,T1,T1,Cliff Kresge,84,0.0,,243,100.0
26,T1,T1,Matt Kuchar,88,0.0,,256,100.0
27,T1,T1,Doug LaBelle II,65,0.0,,183,100.0
28,T1,T1,Martin Laird,98,0.0,,291,100.0
29,T1,T1,Davis Love III,78,0.0,,239,100.0
30,T1,T1,Shigeki Maruyama,50,0.0,,148,100.0
31,T1,T1,Billy Mayfair,103,0.0,,297,100.0
32,T1,T1,Parker McLachlin,88,0.0,,288,100.0
33,T1,T1,Jon Mills,95,0.0,,261,100.0
34,T1,T1,Jin Park,85,0.0,,249,100.0
35,T1,T1,Corey Pavin,69,0.0,,228,100.0
36,T1,T1,Kenny Perry,97,0.0,,315,100.0
37,T1,T1,Tim Petrovic,97,0.0,,273,100.0
38,T1,T1,Ian Poulter,51,0.0,,125,100.0
39,T1,T1,Tag Ridings,88,0.0,,295,100.0
40,T1,T1,Bob Sowards,61,0.0,,181,100.0
41,T1,T1,Kevin Stadler,90,0.0,,270,100.0
42,T1,T1,Scott Sterling,89,0.0,,249,100.0
43,T1,T1,Chris Stroud,81,0.0,,204,100.0
44,T1,T1,Kyle Thompson,70,0.0,,192,100.0
45,T1,T1,Bob Tway,70,0.0,,230,100.0
46,T1,T1,Scott Verplank,82,0.0,,253,100.0
47,T1,T1,Jimmy Walker,73,0.0,,203,100.0
48,T1,T1,Charlie Wi,97,0.0,,303,100.0
49,T1,T1,Y.E. Yang,89,0.0,,290,100.0
50,T51,T51,Brian Davis,108,0.26,1.0,379,99.7
51,T51,T51,Ken Duke,116,0.26,1.0,386,99.7
52,T51,T51,Mark Wilson,107,0.26,1.0,386,99.7
53,54,54,Patrick Sheehan,124,0.27,1.0,364,99.7
54,55,55,Dean Wilson,109,0.29,1.0,348,99.7
55,56,56,Briny Baird,113,0.31,1.0,327,99.6
56,57,57,Charley Hoffman,94,0.32,1.0,317,99.6
57,58,58,Tim Wilkinson,95,0.33,1.0,303,99.6
58,T59,T59,Rich Beem,90,0.34,1.0,295,99.6
59,T59,T59,Lucas Glover,91,0.34,1.0,295,99.6
60,T61,T61,Chris DiMarco,87,0.36,1.0,278,99.6
61,T61,T61,Todd Hamilton,92,0.36,1.0,278,99.6
62,T61,T61,Dustin Johnson,92,0.36,1.0,276,99.6
63,T61,T61,Kevin Sutherland,98,0.36,1.0,276,99.6
64,T65,T65,Michael Allen,91,0.37,1.0,268,99.6
65,T65,T65,Nick Flanagan,89,0.37,1.0,273,99.6
66,T65,T65,Steve Flesch,95,0.37,1.0,272,99.6
67,T65,T65,Marc Turnesa,87,0.37,1.0,267,99.6
68,T69,T69,Jason Day,81,0.38,1.0,262,99.6
69,T69,T69,Mathew Goggin,91,0.38,1.0,265,99.6
70,T69,T69,Justin Leonard,101,0.38,1.0,261,99.6
71,T69,T69,Hunter Mahan,87,0.38,1.0,266,99.6
72,T69,T69,John Merrick,98,0.38,1.0,260,99.6
73,T69,T69,John Senden,93,0.38,1.0,263,99.6
74,T75,T75,Stuart Appleby,87,0.39,1.0,259,99.6
75,T75,T75,J.B. Holmes,86,0.39,1.0,257,99.6
76,T75,T75,Brett Quigley,80,0.39,1.0,254,99.6
77,T78,T78,Olin Browne,77,0.4,1.0,247,99.6
78,T78,T78,Jerry Kelly,89,0.4,1.0,249,99.6
79,T80,T80,Richard Johnson,77,0.41,1.0,246,99.5
80,T80,T80,Rocco Mediate,87,0.41,1.0,246,99.5
81,T80,T80,Boo Weekley,86,0.41,1.0,243,99.5
82,T83,T83,Anthony Kim,81,0.42,1.0,240,99.5
83,T83,T83,Ryan Palmer,69,0.42,1.0,237,99.5
84,T85,T85,Jim McGovern,75,0.43,1.0,232,99.5
85,T85,T85,Ryan Moore,72,0.43,1.0,233,99.5
86,T85,T85,Nick O'Hern,82,0.43,1.0,231,99.5
87,T85,T85,Camilo Villegas,79,0.43,1.0,230,99.5
88,T89,T89,Aaron Baddeley,76,0.44,1.0,225,99.5
89,T89,T89,Phil Mickelson,80,0.44,1.0,225,99.5
90,T91,T91,Tommy Armour III,77,0.45,1.0,222,99.5
91,T91,T91,John Riegger,73,0.45,1.0,221,99.5
92,T91,T91,Brett Rumford,72,0.45,1.0,221,99.5
93,94,94,Ben Curtis,80,0.46,1.0,218,99.5
94,T95,T95,Kenneth Ferrie,72,0.48,1.0,207,99.5
95,T95,T95,Brenden Pappas,66,0.48,1.0,208,99.5
96,T95,T95,David Toms,70,0.48,1.0,207,99.5
97,98,98,Mark Calcavecchia,67,0.5,1.0,201,99.5
98,T99,T99,Jason Allred,63,0.52,1.0,193,99.4
99,T99,T99,Ted Purdy,68,0.52,1.0,193,99.4
100,T99,T99,Steve Stricker,75,0.52,1.0,192,99.4
101,T102,T102,Fred Couples,60,0.53,1.0,187,99.4
