,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,T1,Steve Elkington,84,"2' 1""",804,1703.0
1,T1,T1,Retief Goosen,59,"2' 1""",437,916.6669999999999
2,T1,T1,Chris Riley,51,"2' 1""",407,856.4169999999999
3,T1,T1,Bob Tway,70,"2' 1""",571,1190.417
4,T1,T1,Scott Verplank,82,"2' 1""",695,1472.0829999999999
5,T6,T6,Brad Adamonis,87,"2' 2""",863,1859.6670000000001
6,T6,T6,Michael Allen,91,"2' 2""",862,1890.3329999999999
7,T6,T6,Shane Bertsch,96,"2' 2""",958,2069.0
8,T6,T6,Ángel Cabrera,55,"2' 2""",433,954.8330000000001
9,T6,T6,Fred Couples,60,"2' 2""",555,1212.167
10,T6,T6,Glen Day,64,"2' 2""",601,1284.25
11,T6,T6,Chris DiMarco,87,"2' 2""",819,1787.6670000000001
12,T6,T6,Ken Duke,116,"2' 2""",1098,2370.25
13,T6,T6,Carlos Franco,73,"2' 2""",700,1491.25
14,T6,T6,Jim Furyk,95,"2' 2""",823,1783.1670000000001
15,T6,T6,Jeff Gove,50,"2' 2""",513,1110.75
16,T6,T6,Bill Haas,99,"2' 2""",992,2172.25
17,T6,T6,J.J. Henry,108,"2' 2""",1167,2566.333
18,T6,T6,Charles Howell III,101,"2' 2""",980,2098.083
19,T6,T6,Trevor Immelman,70,"2' 2""",618,1348.8329999999999
20,T6,T6,Brandt Jobe,52,"2' 2""",544,1191.167
21,T6,T6,Jim McGovern,75,"2' 2""",722,1549.3329999999999
22,T6,T6,Nick O'Hern,82,"2' 2""",747,1635.75
23,T6,T6,Patrick Sheehan,124,"2' 2""",1112,2451.917
24,T6,T6,Steve Stricker,75,"2' 2""",596,1297.167
25,T6,T6,Kevin Sutherland,98,"2' 2""",967,2097.083
26,T27,T27,Briny Baird,113,"2' 3""",1088,2473.333
27,T27,T27,Rich Beem,90,"2' 3""",878,1970.0829999999999
28,T27,T27,Olin Browne,77,"2' 3""",816,1805.0829999999999
