,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
183,T184,T184,Gavin Coles,54,16,22
184,T184,T184,Glen Day,64,16,20
185,T184,T184,Retief Goosen,59,16,22
186,T184,T184,Mike Weir,88,16,24
187,188,188,Alejandro Cañizares,52,15,19
188,T189,T189,Paul Claxton,63,14,20
189,T189,T189,Padraig Harrington,52,14,16
190,T189,T189,Craig Kanada,65,14,19
191,T189,T189,Geoff Ogilvy,65,14,20
192,193,193,Andres Romero,69,13,29
193,T194,T194,Aaron Baddeley,76,12,15
194,T194,T194,Daniel Chopra,84,12,19
195,196,196,Chris Riley,51,11,16
196,197,197,Ian Poulter,51,8,12
