,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Nicholas Thompson,113,67,87
1,2,2,Joe Durant,92,62,78
2,3,3,Troy Matteson,94,56,66
3,4,4,Tag Ridings,88,53,62
4,T5,T5,Briny Baird,113,52,58
5,T5,T5,Chez Reavie,102,52,59
6,7,7,Steve Marino,119,51,68
7,8,8,Mathias Grönberg,87,50,66
8,T9,T9,Billy Mayfair,103,49,59
9,T9,T9,George McNeill,97,49,60
10,T9,T9,Kenny Perry,97,49,55
11,T12,T12,Martin Laird,98,47,57
12,T12,T12,Kevin Streelman,114,47,61
13,T14,T14,Brian Davis,108,46,67
14,T14,T14,J.J. Henry,108,46,51
15,T14,T14,Tim Petrovic,97,46,55
16,T17,T17,Justin Bolli,87,45,52
17,T17,T17,Nick Flanagan,89,45,62
18,T17,T17,Boo Weekley,86,45,54
19,T17,T17,Jay Williamson,96,45,56
20,T21,T21,Jon Mills,95,44,54
21,T21,T21,Bo Van Pelt,101,44,61
22,T23,T23,Robert Garrigus,90,43,63
23,T23,T23,John Rollins,94,43,57
24,T23,T23,Vaughn Taylor,103,43,50
25,T23,T23,Mark Wilson,107,43,53
26,T27,T27,Robert Gamez,79,42,66
27,T27,T27,Jeff Overton,103,42,53
28,T27,T27,Bubba Watson,97,42,53
29,T27,T27,Charlie Wi,97,42,51
30,T31,T31,Charley Hoffman,94,41,56
31,T31,T31,Frank Lickliter II,107,41,61
32,T33,T33,Harrison Frazar,73,40,58
33,T33,T33,Matt Jones,95,40,50
34,T33,T33,Jeff Maggert,86,40,57
35,T33,T33,John Merrick,98,40,49
36,T37,T37,Brad Adamonis,87,39,46
37,T37,T37,Robert Allenby,108,39,52
38,T37,T37,Tommy Armour III,77,39,46
39,T37,T37,Chad Campbell,94,39,50
40,T37,T37,Steve Flesch,95,39,50
41,T37,T37,Peter Lonard,92,39,49
42,T37,T37,John Riegger,73,39,45
43,T37,T37,John Senden,93,39,51
44,T37,T37,D.J. Trahan,94,39,52
45,T37,T37,Nick Watney,96,39,52
46,T47,T47,Ken Duke,116,38,42
47,T47,T47,Nathan Green,95,38,53
48,T47,T47,Tim Herron,97,38,50
49,T47,T47,Tom Pernice Jr.,104,38,56
50,T47,T47,Charles Warren,79,38,60
51,T52,T52,Ryan Armour,87,37,46
52,T52,T52,Woody Austin,109,37,52
53,T52,T52,Eric Axley,113,37,49
54,T52,T52,J.B. Holmes,86,37,47
55,T52,T52,Y.E. Yang,89,37,48
56,T57,T57,Lucas Glover,91,36,43
57,T57,T57,Jason Gore,94,36,54
58,T57,T57,Bill Haas,99,36,45
59,T57,T57,Kevin Na,97,36,51
60,T57,T57,Kevin Sutherland,98,36,42
61,T57,T57,Omar Uresti,74,36,43
62,T57,T57,Johnson Wagner,83,36,45
63,T64,T64,Jason Allred,63,35,45
64,T64,T64,Cameron Beckman,87,35,51
65,T64,T64,Todd Demsey,80,35,47
66,T64,T64,Bob Estes,90,35,44
67,T64,T64,Kenneth Ferrie,72,35,46
68,T64,T64,Charles Howell III,101,35,42
69,T64,T64,Lee Janzen,89,35,45
70,T64,T64,Davis Love III,78,35,44
71,T64,T64,Steve Lowery,74,35,45
72,T64,T64,Parker McLachlin,88,35,37
73,T64,T64,Jesper Parnevik,88,35,49
74,T64,T64,Scott Sterling,89,35,41
75,T76,T76,Cliff Kresge,84,34,43
76,T76,T76,Pat Perez,93,34,48
77,T76,T76,Kevin Stadler,90,34,47
78,T76,T76,Chris Stroud,81,34,45
79,T76,T76,Dean Wilson,109,34,45
80,T81,T81,Jonathan Byrd,88,33,44
81,T81,T81,Patrick Sheehan,124,33,42
82,T83,T83,Michael Allen,91,32,37
83,T83,T83,David Lutterus,59,32,48
84,T83,T83,Rory Sabbatini,77,32,46
85,T83,T83,Heath Slocum,104,32,45
86,T87,T87,Rich Beem,90,31,42
87,T87,T87,Olin Browne,77,31,44
88,T87,T87,Bart Bryant,81,31,37
89,T87,T87,Chris DiMarco,87,31,42
90,T87,T87,Tommy Gainey,60,31,47
91,T87,T87,Zach Johnson,85,31,35
92,T87,T87,Jim McGovern,75,31,38
93,T87,T87,Jin Park,85,31,39
94,T87,T87,Carl Pettersson,110,31,47
95,T87,T87,Jimmy Walker,73,31,36
96,T97,T97,Jason Day,81,30,38
97,T97,T97,Mathew Goggin,91,30,40
98,T97,T97,Dudley Hart,74,30,39
99,T97,T97,Hunter Mahan,87,30,38
100,T97,T97,Scott McCarron,63,30,42
101,T97,T97,Joe Ogilvie,100,30,46
102,T97,T97,Brandt Snedeker,85,30,41
103,T104,T104,Billy Andrade,71,29,42
104,T104,T104,Paul Casey,55,29,30
105,T104,T104,Paul Goydos,78,29,37
106,T104,T104,Mark Hensby,71,29,42
107,T104,T104,Michael Letzig,88,29,41
108,T109,T109,Mark Calcavecchia,67,28,42
109,T109,T109,Richard Johnson,77,28,34
110,T109,T109,Rod Pampling,83,28,39
111,T109,T109,Ted Purdy,68,28,40
112,T113,T113,Steve Allan,58,27,37
113,T113,T113,Tim Clark,90,27,38
114,T113,T113,Carlos Franco,73,27,39
115,T113,T113,Sergio Garcia,72,27,34
116,T113,T113,Dustin Johnson,92,27,36
117,T113,T113,Kent Jones,68,27,33
118,T113,T113,Ryan Moore,72,27,39
119,T113,T113,Brett Rumford,72,27,34
120,T113,T113,Marc Turnesa,87,27,33
121,T122,T122,Stuart Appleby,87,26,31
122,T122,T122,Alex Cejka,75,26,36
123,T122,T122,Freddie Jacobson,78,26,32
124,T122,T122,Matt Kuchar,88,26,32
125,T122,T122,Rocco Mediate,87,26,39
126,T122,T122,Vijay Singh,82,26,30
127,T128,T128,Shane Bertsch,96,25,35
128,T128,T128,Todd Hamilton,92,25,30
129,T128,T128,Brandt Jobe,52,25,29
130,T128,T128,Bob Sowards,61,25,28
131,T128,T128,Scott Verplank,82,25,33
132,T128,T128,Tim Wilkinson,95,25,32
133,T134,T134,James Driscoll,85,24,31
134,T134,T134,Trevor Immelman,70,24,31
135,T134,T134,Richard Johnson,60,24,26
136,T134,T134,John Mallinger,95,24,34
137,T134,T134,Ryan Palmer,69,24,30
138,T134,T134,Brett Quigley,80,24,30
139,T134,T134,Jeff Quinney,87,24,34
140,T134,T134,Kyle Thompson,70,24,33
141,T142,T142,Fred Couples,60,23,30
142,T142,T142,Ben Crane,86,23,34
143,T142,T142,David Duval,51,23,32
144,T142,T142,Steve Elkington,84,23,33
145,T142,T142,Anthony Kim,81,23,33
146,T142,T142,Doug LaBelle II,65,23,24
147,T142,T142,Tom Lehman,51,23,27
148,T142,T142,Sean O'Hair,81,23,37
149,T150,T150,Stephen Ames,83,22,27
150,T150,T150,Stewart Cink,87,22,31
151,T150,T150,Ernie Els,51,22,25
152,T150,T150,Cody Freeman,66,22,34
153,T150,T150,Brian Gay,102,22,31
154,T150,T150,Greg Kraft,63,22,27
155,T150,T150,Justin Leonard,101,22,28
156,T150,T150,Will MacKenzie,62,22,36
157,T150,T150,Nick O'Hern,82,22,31
158,T150,T150,Travis Perkins,53,22,30
159,T150,T150,Ron Whittaker,54,22,29
160,T161,T161,Chad Collins,72,21,23
161,T161,T161,Jim Furyk,95,21,27
162,T161,T161,J.P. Hayes,67,21,31
163,T161,T161,Stephen Leaney,53,21,24
164,T161,T161,Tom Scherrer,56,21,24
165,T166,T166,K.J. Choi,74,20,24
166,T166,T166,Ryuji Imada,80,20,24
167,T168,T168,Ángel Cabrera,55,19,23
168,T168,T168,Brad Elder,67,19,24
169,T168,T168,Jeff Gove,50,19,30
170,T168,T168,John Huston,56,19,23
171,T168,T168,Phil Mickelson,80,19,26
172,T168,T168,Brenden Pappas,66,19,32
173,T168,T168,Steve Stricker,75,19,26
174,T168,T168,David Toms,70,19,27
175,T168,T168,Camilo Villegas,79,19,27
176,T177,T177,Ben Curtis,80,18,22
177,T177,T177,Jerry Kelly,89,18,30
178,T177,T177,Adam Scott,51,18,25
179,T180,T180,Marco Dawson,64,17,21
180,T180,T180,Shigeki Maruyama,50,17,22
181,T180,T180,Corey Pavin,69,17,22
182,T180,T180,Bob Tway,70,17,18
