,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Greg Kraft,63,22.7,163,37
1,2,2,Chad Collins,72,20.64,218,45
2,3,3,Tim Herron,97,20.56,287,59
3,4,4,Ryan Palmer,69,20.37,216,44
4,5,5,Jeff Quinney,87,19.92,246,49
5,6,6,Tom Scherrer,56,19.88,161,32
6,7,7,Ken Duke,116,19.83,363,72
7,8,8,Carlos Franco,73,19.74,233,46
8,9,9,Steve Flesch,95,19.73,299,59
9,T10,T10,Eric Axley,113,19.69,325,64
10,T10,T10,Pat Perez,93,19.69,254,50
11,T12,T12,Brian Gay,102,19.66,295,58
12,T12,T12,Corey Pavin,69,19.66,178,35
13,14,14,Scott McCarron,63,19.47,190,37
14,15,15,Justin Leonard,101,19.4,268,52
15,16,16,Richard Johnson,77,19.38,227,44
16,17,17,Jesper Parnevik,88,19.35,217,42
17,18,18,Nathan Green,95,19.1,288,55
18,19,19,Craig Kanada,65,19.02,205,39
19,20,20,Daniel Chopra,84,18.99,237,45
20,21,21,Charlie Wi,97,18.95,285,54
21,22,22,Tommy Gainey,60,18.86,175,33
22,23,23,Johnson Wagner,83,18.75,224,42
23,24,24,Chad Campbell,94,18.63,306,57
24,25,25,Rod Pampling,83,18.61,231,43
25,26,26,Chris Riley,51,18.55,124,23
26,27,27,Marc Turnesa,87,18.49,265,49
27,T28,T28,Jonathan Byrd,88,18.47,249,46
28,T28,T28,Parker McLachlin,88,18.47,249,46
29,30,30,Glen Day,64,18.38,185,34
30,31,31,Steve Allan,58,18.29,175,32
31,32,32,Patrick Sheehan,124,18.25,378,69
32,33,33,Camilo Villegas,79,18.23,192,35
33,T34,T34,Alejandro Cañizares,52,18.06,144,26
34,T34,T34,Nick Flanagan,89,18.06,288,52
35,36,36,K.J. Choi,74,18.04,194,35
36,37,37,Tom Pernice Jr.,104,17.85,325,58
37,38,38,Frank Lickliter II,107,17.84,342,61
