,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Ryan Palmer,69,39.83,118,47
1,2,2,Adam Scott,51,38.46,52,20
2,3,3,Dudley Hart,74,37.5,120,45
3,4,4,Richard Johnson,60,36.56,93,34
4,5,5,Brett Rumford,72,35.9,117,42
5,6,6,Ian Poulter,51,35.82,67,24
6,7,7,K.J. Choi,74,35.19,108,38
7,8,8,Hunter Mahan,87,35.17,145,51
8,9,9,Todd Hamilton,92,35.16,128,45
9,10,10,Craig Kanada,65,34.96,123,43
10,11,11,Ben Crane,86,34.78,161,56
11,12,12,Brian Davis,108,34.57,188,65
12,13,13,Brian Gay,102,34.44,180,62
13,14,14,Nathan Green,95,34.21,152,52
14,15,15,Geoff Ogilvy,65,33.63,113,38
15,16,16,Mathias Grönberg,87,33.62,116,39
16,17,17,Parker McLachlin,88,33.56,146,49
17,18,18,Cameron Beckman,87,33.55,155,52
18,T19,T19,Tim Clark,90,33.33,147,49
19,T19,T19,Carl Pettersson,110,33.33,165,55
20,T19,T19,Jimmy Walker,73,33.33,114,38
21,22,22,Eric Axley,113,33.16,187,62
22,23,23,Johnson Wagner,83,33.08,130,43
23,24,24,Jason Allred,63,32.89,76,25
24,25,25,Mark Hensby,71,32.76,116,38
25,26,26,Ken Duke,116,32.55,212,69
26,27,27,Daniel Chopra,84,32.31,130,42
27,28,28,Alex Cejka,75,32.17,115,37
28,29,29,Anthony Kim,81,32.06,131,42
29,T30,T30,Jason Gore,94,31.96,194,62
30,T30,T30,Vaughn Taylor,103,31.96,194,62
31,T32,T32,Stephen Leaney,53,31.94,72,23
32,T32,T32,Tom Lehman,51,31.94,72,23
33,34,34,Woody Austin,109,31.84,201,64
34,35,35,Stephen Ames,83,31.78,129,41
35,36,36,Kent Jones,68,31.71,123,39
36,37,37,Kevin Na,97,31.55,187,59
37,38,38,Frank Lickliter II,107,31.46,178,56
38,39,39,Camilo Villegas,79,31.4,121,38
39,T40,T40,Shane Bertsch,96,31.22,189,59
40,T40,T40,Mark Wilson,107,31.22,205,64
41,42,42,Chad Collins,72,31.19,109,34
42,43,43,Sergio Garcia,72,31.13,106,33
43,44,44,J.B. Holmes,86,31.06,132,41
44,45,45,Freddie Jacobson,78,31.03,116,36
45,46,46,Pat Perez,93,30.99,142,44
46,T47,T47,George McNeill,97,30.95,168,52
47,T47,T47,Scott Verplank,82,30.95,126,39
48,49,49,Martin Laird,98,30.91,165,51
49,50,50,Kevin Sutherland,98,30.81,185,57
50,51,51,Jim McGovern,75,30.77,117,36
51,52,52,Jesper Parnevik,88,30.71,127,39
52,53,53,Jonathan Byrd,88,30.67,150,46
53,T54,T54,Stewart Cink,87,30.66,137,42
54,T54,T54,Brandt Snedeker,85,30.66,137,42
55,56,56,Michael Letzig,88,30.58,121,37
56,57,57,Gavin Coles,54,30.49,82,25
57,58,58,Kenneth Ferrie,72,30.48,105,32
58,59,59,Chad Campbell,94,30.43,184,56
59,60,60,Cody Freeman,66,30.39,102,31
60,61,61,Jeff Overton,103,30.34,178,54
61,62,62,Aaron Baddeley,76,30.28,109,33
62,63,63,Briny Baird,113,30.25,162,49
63,64,64,Bo Van Pelt,101,30.23,172,52
64,65,65,Robert Garrigus,90,30.17,179,54
65,66,66,Tommy Armour III,77,30.16,126,38
66,67,67,Davis Love III,78,30.15,136,41
67,68,68,John Mallinger,95,30.11,176,53
68,T69,T69,Greg Kraft,63,30.0,90,27
69,T69,T69,Bob Tway,70,30.0,120,36
70,71,71,Rich Beem,90,29.94,167,50
71,T72,T72,Ángel Cabrera,55,29.85,67,20
