,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
116,117,117,Tommy Armour III,35.9,84,234
117,T118,T118,Mark Calcavecchia,35.86,71,198
118,T118,T118,Heath Slocum,35.86,142,396
119,T120,T120,Brandt Jobe,35.71,45,126
120,T120,T120,Marc Turnesa,35.71,90,252
121,122,122,Rod Pampling,35.65,77,216
122,123,123,Matt Kuchar,35.62,109,306
123,T124,T124,Brad Elder,35.56,64,180
124,T124,T124,George McNeill,35.56,128,360
125,126,126,Mathew Goggin,35.49,115,324
126,127,127,John Riegger,35.47,83,234
127,128,128,Tim Petrovic,35.42,102,288
128,129,129,Bart Bryant,35.29,108,306
129,130,130,Jim Furyk,35.1,139,396
130,T131,T131,John Huston,35.0,63,180
131,T131,T131,Adam Scott,35.0,63,180
132,133,133,Jimmy Walker,34.85,69,198
133,134,134,Brett Quigley,34.81,94,270
134,135,135,Jeff Overton,34.8,119,342
135,T136,T136,Tom Lehman,34.72,50,144
136,T136,T136,Shigeki Maruyama,34.72,50,144
137,T138,T138,Robert Garrigus,34.64,106,306
138,T138,T138,Troy Matteson,34.64,106,306
139,T138,T138,Rocco Mediate,34.64,106,306
140,141,141,Patrick Sheehan,34.62,162,468
141,142,142,Olin Browne,34.34,68,198
142,143,143,Alex Cejka,34.26,74,216
143,T144,T144,James Driscoll,34.13,86,252
144,T144,T144,Tom Scherrer,34.13,43,126
145,146,146,Sean O'Hair,34.07,92,270
146,T147,T147,Charles Warren,33.95,55,162
147,T147,T147,Tim Wilkinson,33.95,110,324
148,149,149,Mathias Grönberg,33.8,73,216
149,150,150,Scott Sterling,33.68,97,288
150,T151,T151,Jason Allred,33.33,48,144
151,T151,T151,David Duval,33.33,36,108
152,T151,T151,Jeff Gove,33.33,42,126
153,T151,T151,Matt Jones,33.33,90,270
154,T151,T151,Jin Park,33.33,72,216
155,T151,T151,Bob Sowards,33.33,48,144
156,T151,T151,David Toms,33.33,90,270
157,T151,T151,Bubba Watson,33.33,114,342
158,159,159,Glen Day,32.87,71,216
159,160,160,Paul Casey,32.83,65,198
160,T161,T161,Ángel Cabrera,32.72,53,162
161,T161,T161,Richard Johnson,32.72,53,162
162,T161,T161,Ted Purdy,32.72,53,162
163,164,164,David Lutterus,32.54,41,126
164,165,165,Justin Bolli,32.48,76,234
165,166,166,Cameron Beckman,32.22,87,270
166,167,167,J.J. Henry,32.16,110,342
167,168,168,Robert Allenby,32.05,150,468
168,169,169,Chris Stroud,31.94,69,216
169,170,170,Bo Van Pelt,31.87,109,342
170,171,171,John Merrick,31.58,108,342
171,172,172,Brad Adamonis,31.35,79,252
172,173,173,Kenny Perry,31.31,124,396
173,174,174,Charles Howell III,31.29,107,342
174,175,175,Kyle Thompson,31.25,45,144
175,176,176,Jon Mills,31.11,84,270
176,177,177,Bob Estes,31.05,95,306
177,178,178,Greg Kraft,30.56,55,180
178,179,179,Gavin Coles,30.3,60,198
179,180,180,Briny Baird,29.84,145,486
180,181,181,Jay Williamson,29.51,85,288
181,182,182,Chez Reavie,29.44,106,360
182,183,183,Joe Durant,29.41,90,306
183,184,184,Chris Riley,29.01,47,162
184,185,185,Doug LaBelle II,28.89,52,180
185,186,186,Marco Dawson,28.7,62,216
186,187,187,Billy Andrade,28.28,56,198
187,188,188,Jim McGovern,28.24,61,216
188,189,189,Kevin Stadler,28.17,71,252
189,190,190,Harrison Frazar,27.35,64,234
190,191,191,Ron Whittaker,26.67,24,90
191,192,192,Paul Claxton,26.19,33,126
192,193,193,Kenneth Ferrie,26.11,47,180
193,194,194,Alejandro Cañizares,24.44,44,180
194,195,195,Steve Allan,23.81,30,126
195,196,196,Travis Perkins,23.61,17,72
196,197,197,Tommy Gainey,22.22,24,108
