,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
54,55,55,Eric Axley,113,"36' 1""",36.083,1
55,56,56,Robert Garrigus,90,"35' 5""",141.667,4
56,57,57,Jin Park,85,"34' 9""",34.75,1
57,T58,T58,Alex Cejka,75,"34' 5""",34.417,1
58,T58,T58,Geoff Ogilvy,65,"34' 5""",34.417,1
59,60,60,Jeff Quinney,87,"34' 1""",34.083,1
60,61,61,Jerry Kelly,89,"33' 1""",66.167,2
61,62,62,Anthony Kim,81,"32' 6""",32.5,1
62,63,63,Ryan Moore,72,"31' 5""",31.416999999999998,1
63,64,64,Paul Casey,55,"31' 2""",31.166999999999998,1
64,65,65,Tim Petrovic,97,"31' 1""",31.083000000000002,1
65,66,66,Steve Elkington,84,"30' 4""",60.667,2
66,67,67,David Duval,51,"29' 10""",29.833000000000002,1
67,68,68,Scott Verplank,82,"29' 4""",29.333000000000002,1
68,69,69,Ángel Cabrera,55,"29' 1""",29.083000000000002,1
69,T70,T70,Chris DiMarco,87,"28' 11""",28.916999999999998,1
70,T70,T70,Ken Duke,116,"28' 11""",57.75,2
71,72,72,Chez Reavie,102,"28' 4""",85.0,3
72,73,73,Phil Mickelson,80,"27' 10""",27.833000000000002,1
73,74,74,Michael Allen,91,"27' 7""",27.583000000000002,1
74,75,75,Shane Bertsch,96,"24' 0""",72.083,3
75,76,76,Woody Austin,109,"23' 3""",23.25,1
76,77,77,John Riegger,73,"21' 8""",21.666999999999998,1
77,78,78,Todd Demsey,80,"21' 5""",42.833,2
78,79,79,David Lutterus,59,"19' 5""",19.417,1
79,80,80,Billy Andrade,71,"15' 0""",15.0,1
80,81,81,John Rollins,94,"13' 6""",26.916999999999998,2
81,82,82,Mark Hensby,71,"13' 1""",13.083,1
82,83,83,Todd Hamilton,92,"10' 1""",10.083,1
83,84,84,Daniel Chopra,84,"9' 5""",9.417,1
84,85,85,D.J. Trahan,94,"8' 2""",8.167,1
85,86,86,Tim Herron,97,"5' 11""",5.917000000000001,1
86,87,87,Mark Calcavecchia,67,"3' 11""",3.917,1
