,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Adam Scott,51,39.77,88,35
1,2,2,Dudley Hart,74,38.92,167,65
2,3,3,Ryan Palmer,69,38.12,181,69
3,4,4,Richard Johnson,60,37.06,143,53
4,5,5,Brian Gay,102,36.19,257,93
5,6,6,Ben Crane,86,36.09,230,83
6,7,7,Geoff Ogilvy,65,36.08,158,57
7,8,8,Ian Poulter,51,35.79,95,34
8,9,9,Kent Jones,68,35.71,168,60
9,10,10,K.J. Choi,74,35.29,153,54
10,11,11,Eric Axley,113,35.07,288,101
11,12,12,Todd Hamilton,92,34.98,203,71
12,13,13,Daniel Chopra,84,34.9,192,67
13,14,14,Marc Turnesa,87,34.65,202,70
14,15,15,Brian Davis,108,34.6,263,91
15,16,16,Bo Van Pelt,101,34.52,252,87
16,17,17,Nathan Green,95,34.45,238,82
17,18,18,Mark Hensby,71,33.92,171,58
18,19,19,Jason Allred,63,33.87,124,42
19,20,20,Stewart Cink,87,33.85,192,65
20,21,21,Woody Austin,109,33.7,273,92
21,22,22,J.B. Holmes,86,33.67,196,66
22,23,23,Parker McLachlin,88,33.64,220,74
23,24,24,Chad Collins,72,33.53,173,58
24,25,25,Ken Duke,116,33.44,299,100
25,T26,T26,Mathias Grönberg,87,33.33,201,67
26,T26,T26,Brett Rumford,72,33.33,186,62
27,T26,T26,Bob Tway,70,33.33,150,50
28,29,29,Tim Petrovic,97,33.2,247,82
29,30,30,Hunter Mahan,87,33.16,187,62
30,31,31,Mark Wilson,107,33.1,287,95
31,32,32,Greg Kraft,63,33.09,136,45
32,33,33,Chris Riley,51,33.04,112,37
33,34,34,Ryuji Imada,80,32.98,188,62
34,35,35,Michael Letzig,88,32.97,185,61
35,36,36,Carl Pettersson,110,32.81,256,84
36,37,37,Richard Johnson,77,32.8,186,61
37,38,38,Pat Perez,93,32.67,202,66
38,39,39,Tim Wilkinson,95,32.41,216,70
39,40,40,Kevin Na,97,32.39,247,80
40,41,41,Martin Laird,98,32.35,238,77
41,42,42,Jeff Overton,103,32.3,257,83
