,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
99,T94,T94,Y.E. Yang,89,0.57,51,89
100,T101,T101,Lee Janzen,89,0.56,50,89
101,T101,T101,Rocco Mediate,87,0.56,49,87
102,T101,T101,Kevin Na,97,0.56,54,97
103,T101,T101,Heath Slocum,104,0.56,58,104
104,T105,T105,Brad Adamonis,87,0.55,48,87
105,T105,T105,Jim McGovern,75,0.55,41,75
106,T105,T105,Brenden Pappas,66,0.55,36,66
107,T108,T108,Ryan Armour,87,0.54,47,87
108,T108,T108,Mathew Goggin,91,0.54,49,91
109,T108,T108,Dudley Hart,74,0.54,40,74
110,T108,T108,Freddie Jacobson,78,0.54,42,78
111,T108,T108,Sean O'Hair,81,0.54,44,81
112,T108,T108,Tom Pernice Jr.,104,0.54,56,104
113,T108,T108,Vijay Singh,82,0.54,42,78
114,T108,T108,Kyle Thompson,70,0.54,38,70
115,T108,T108,David Toms,70,0.54,37,68
116,T108,T108,Scott Verplank,82,0.54,44,81
117,T118,T118,Michael Allen,91,0.53,48,91
118,T118,T118,Alex Cejka,75,0.53,40,75
119,T118,T118,Carlos Franco,73,0.53,39,73
120,T118,T118,Lucas Glover,91,0.53,48,91
121,T118,T118,Tim Herron,97,0.53,51,97
122,T118,T118,Charles Howell III,101,0.53,52,99
123,T118,T118,Richard Johnson,77,0.53,41,77
124,T118,T118,Joe Ogilvie,100,0.53,53,100
125,T118,T118,Vaughn Taylor,103,0.53,55,103
126,T118,T118,Camilo Villegas,79,0.53,41,78
127,T128,T128,Bob Estes,90,0.52,47,90
128,T128,T128,Ryan Palmer,69,0.52,36,69
129,T128,T128,Carl Pettersson,110,0.52,57,110
130,T128,T128,Tom Scherrer,56,0.52,29,56
131,T132,T132,J.P. Hayes,67,0.51,34,67
132,T132,T132,J.J. Henry,108,0.51,55,108
133,T132,T132,Cliff Kresge,84,0.51,43,84
134,T132,T132,Stephen Leaney,53,0.51,27,53
135,T132,T132,Brett Rumford,72,0.51,37,72
136,T132,T132,Jimmy Walker,73,0.51,37,73
137,T132,T132,Dean Wilson,109,0.51,56,109
138,T139,T139,Ben Crane,86,0.5,43,86
139,T139,T139,John Huston,56,0.5,28,56
140,T139,T139,Dustin Johnson,92,0.5,46,92
141,T139,T139,Kevin Stadler,90,0.5,45,90
142,T139,T139,Mark Wilson,107,0.5,54,107
143,T144,T144,K.J. Choi,74,0.49,34,70
144,T144,T144,Greg Kraft,63,0.49,31,63
145,T144,T144,Phil Mickelson,80,0.49,38,78
146,T144,T144,Ian Poulter,51,0.49,24,49
147,T144,T144,Bob Sowards,61,0.49,30,61
148,T144,T144,Scott Sterling,89,0.49,44,89
149,T150,T150,Stuart Appleby,87,0.48,40,84
150,T150,T150,Jason Day,81,0.48,39,81
151,T150,T150,Bill Haas,99,0.48,48,99
152,T150,T150,Padraig Harrington,52,0.48,24,50
153,T150,T150,Zach Johnson,85,0.48,40,84
154,T155,T155,Richard Johnson,60,0.47,28,60
155,T155,T155,Steve Stricker,75,0.47,34,72
156,T157,T157,Stephen Ames,83,0.46,38,82
157,T157,T157,Paul Claxton,63,0.46,29,63
158,T157,T157,Jin Park,85,0.46,39,85
159,T157,T157,Jeff Quinney,87,0.46,40,87
160,T161,T161,Eric Axley,113,0.45,51,113
161,T161,T161,Brad Elder,67,0.45,30,67
162,T161,T161,Jerry Kelly,89,0.45,40,88
163,T161,T161,Doug LaBelle II,65,0.45,29,65
164,T161,T161,Marc Turnesa,87,0.45,39,87
165,T166,T166,Jim Furyk,95,0.44,41,94
166,T166,T166,Justin Leonard,101,0.44,42,95
167,T166,T166,Shigeki Maruyama,50,0.44,22,50
168,T166,T166,Nick O'Hern,82,0.44,35,80
169,T170,T170,Stewart Cink,87,0.43,35,81
170,T170,T170,Steve Elkington,84,0.43,36,84
171,T170,T170,Matt Kuchar,88,0.43,38,88
172,T170,T170,Brett Quigley,80,0.43,34,80
173,T170,T170,Mike Weir,88,0.43,37,87
174,T175,T175,Todd Hamilton,92,0.42,39,92
175,T175,T175,Parker McLachlin,88,0.42,37,88
176,T175,T175,Geoff Ogilvy,65,0.42,27,64
177,T175,T175,Corey Pavin,69,0.42,29,69
178,T179,T179,Gavin Coles,54,0.41,22,54
179,T179,T179,James Driscoll,85,0.41,35,85
180,T179,T179,Ryuji Imada,80,0.41,33,80
181,T179,T179,Patrick Sheehan,124,0.41,51,124
182,183,183,Alejandro Cañizares,52,0.4,21,52
183,T184,T184,Ben Curtis,80,0.39,31,80
184,T184,T184,Ken Duke,116,0.39,45,116
185,T184,T184,John Mallinger,95,0.39,37,95
186,T184,T184,Tim Wilkinson,95,0.39,37,95
187,188,188,Marco Dawson,64,0.38,24,64
188,189,189,Shane Bertsch,96,0.36,35,96
189,T190,T190,Chad Collins,72,0.35,25,72
190,T190,T190,Chris Riley,51,0.35,18,51
191,192,192,Brian Gay,102,0.33,34,102
192,193,193,Aaron Baddeley,76,0.32,23,73
193,T194,T194,Daniel Chopra,84,0.31,26,83
194,T194,T194,Bob Tway,70,0.31,22,70
195,196,196,Glen Day,64,0.3,19,64
196,197,197,Craig Kanada,65,0.29,19,65
