,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
44,45,45,Brad Adamonis,87,20.53,151,31
45,46,46,John Senden,93,20.5,161,33
46,47,47,Parker McLachlin,88,20.42,142,29
47,T48,T48,Tim Herron,97,20.39,152,31
48,T48,T48,Richard Johnson,60,20.39,103,21
49,50,50,Brian Davis,108,20.38,211,43
50,51,51,Trevor Immelman,70,20.35,113,23
51,T52,T52,Dudley Hart,74,20.34,118,24
52,T52,T52,Kyle Thompson,70,20.34,118,24
53,54,54,Rocco Mediate,87,20.3,133,27
54,55,55,Ian Poulter,51,20.27,74,15
55,56,56,Nick Flanagan,89,20.13,159,32
56,57,57,Patrick Sheehan,124,20.09,214,43
57,T58,T58,J.B. Holmes,86,20.0,125,25
58,T58,T58,Kevin Streelman,114,20.0,190,38
59,60,60,Brenden Pappas,66,19.82,111,22
60,61,61,Nick O'Hern,82,19.72,142,28
61,62,62,Kenny Perry,97,19.6,199,39
62,63,63,Steve Allan,58,19.59,97,19
63,64,64,Nick Watney,96,19.48,154,30
64,65,65,Kent Jones,68,19.47,113,22
65,66,66,Nathan Green,95,19.38,160,31
66,67,67,Steve Marino,119,19.35,217,42
67,T68,T68,Brett Rumford,72,19.23,104,20
68,T68,T68,Nicholas Thompson,113,19.23,182,35
69,70,70,Matt Jones,95,19.16,167,32
70,71,71,John Mallinger,95,19.11,157,30
71,72,72,Mike Weir,88,19.08,131,25
72,73,73,Jonathan Byrd,88,19.05,147,28
73,T74,T74,Davis Love III,78,19.01,121,23
74,T74,T74,Rory Sabbatini,77,19.01,142,27
75,76,76,Shane Bertsch,96,18.99,179,34
76,77,77,Ben Curtis,80,18.97,116,22
77,78,78,Johnson Wagner,83,18.94,132,25
78,T79,T79,Robert Allenby,108,18.93,169,32
79,T79,T79,Chris DiMarco,87,18.93,169,32
80,81,81,Jimmy Walker,73,18.8,133,25
81,82,82,George McNeill,97,18.78,197,37
82,83,83,Sergio Garcia,72,18.69,107,20
83,84,84,Ron Whittaker,54,18.52,81,15
84,85,85,Ryan Armour,87,18.47,157,29
85,86,86,Phil Mickelson,80,18.45,103,19
86,87,87,Chris Stroud,81,18.44,141,26
87,88,88,Travis Perkins,53,18.42,76,14
88,89,89,Mathew Goggin,91,18.4,163,30
89,90,90,Mark Wilson,107,18.39,174,32
90,T91,T91,Ryuji Imada,80,18.38,136,25
91,T91,T91,Troy Matteson,94,18.38,185,34
92,T93,T93,Stewart Cink,87,18.18,132,24
93,T93,T93,Ernie Els,51,18.18,55,10
94,T93,T93,Will MacKenzie,62,18.18,110,20
95,96,96,Bart Bryant,81,17.97,128,23
96,T97,T97,Jim Furyk,95,17.93,145,26
97,T97,T97,Tim Petrovic,97,17.93,145,26
98,99,99,Mark Hensby,71,17.91,134,24
99,100,100,Ben Crane,86,17.83,157,28
100,101,101,Tom Lehman,51,17.72,79,14
101,102,102,Fred Couples,60,17.71,96,17
102,103,103,Martin Laird,98,17.69,147,26
103,104,104,John Huston,56,17.65,102,18
104,105,105,Jason Day,81,17.57,148,26
105,106,106,Andres Romero,69,17.53,97,17
106,107,107,Todd Hamilton,92,17.48,143,25
107,108,108,Ted Purdy,68,17.43,109,19
108,109,109,Steve Stricker,75,17.39,115,20
109,110,110,Mark Calcavecchia,67,17.36,121,21
110,111,111,Paul Claxton,63,17.27,110,19
111,112,112,Bill Haas,99,17.22,151,26
112,113,113,Aaron Baddeley,76,17.12,111,19
113,114,114,James Driscoll,85,17.01,147,25
114,115,115,Scott Verplank,82,16.94,124,21
115,116,116,Kevin Stadler,90,16.92,130,22
116,117,117,Billy Mayfair,103,16.83,202,34
117,118,118,Freddie Jacobson,78,16.79,131,22
118,119,119,Ryan Moore,72,16.67,132,22
119,120,120,J.J. Henry,108,16.58,199,33
120,T121,T121,Michael Letzig,88,16.56,151,25
121,T121,T121,Joe Ogilvie,100,16.56,163,27
122,123,123,Todd Demsey,80,16.55,145,24
123,T124,T124,Brad Elder,67,16.54,127,21
124,T124,T124,Sean O'Hair,81,16.54,127,21
125,126,126,Steve Lowery,74,16.52,115,19
126,127,127,Ángel Cabrera,55,16.46,79,13
127,128,128,Brett Quigley,80,16.45,152,25
128,129,129,Alex Cejka,75,16.39,122,20
129,130,130,Kenneth Ferrie,72,16.36,110,18
130,131,131,Charles Howell III,101,16.35,159,26
131,132,132,Chez Reavie,102,16.28,172,28
132,133,133,John Riegger,73,16.26,123,20
133,134,134,Anthony Kim,81,16.24,117,19
134,T135,T135,Stuart Appleby,87,16.07,112,18
135,T135,T135,Cody Freeman,66,16.07,112,18
136,137,137,Brandt Snedeker,85,16.06,137,22
137,138,138,Matt Kuchar,88,16.0,125,20
138,139,139,Peter Lonard,92,15.98,169,27
139,140,140,Joe Durant,92,15.82,158,25
140,141,141,Steve Elkington,84,15.79,152,24
141,142,142,Charley Hoffman,94,15.7,172,27
142,143,143,Brandt Jobe,52,15.6,109,17
143,144,144,Robert Gamez,79,15.44,149,23
144,145,145,Alejandro Cañizares,52,15.38,91,14
145,146,146,Jerry Kelly,89,15.33,150,23
146,147,147,Briny Baird,113,15.27,203,31
147,148,148,Lee Janzen,89,15.23,151,23
148,149,149,Rich Beem,90,15.17,178,27
149,150,150,Jon Mills,95,15.09,159,24
150,151,151,Vaughn Taylor,103,15.08,179,27
151,152,152,Jeff Maggert,86,15.07,146,22
152,153,153,Robert Garrigus,90,15.03,173,26
153,154,154,Padraig Harrington,52,15.0,60,9
154,155,155,Jeff Overton,103,14.86,175,26
155,156,156,Tim Clark,90,14.77,149,22
156,157,157,John Rollins,94,14.74,156,23
157,158,158,Jin Park,85,14.73,129,19
158,159,159,Doug LaBelle II,65,14.71,102,15
159,160,160,Jason Allred,63,14.63,82,12
160,161,161,David Lutterus,59,14.58,96,14
161,162,162,David Toms,70,14.55,110,16
162,163,163,Hunter Mahan,87,14.48,145,21
163,164,164,Olin Browne,77,14.29,140,20
164,165,165,Boo Weekley,86,14.17,120,17
165,166,166,Scott Sterling,89,14.08,142,20
166,167,167,Bob Estes,90,14.05,185,26
167,168,168,Tag Ridings,88,14.01,157,22
168,169,169,Heath Slocum,104,14.0,200,28
169,170,170,Retief Goosen,59,13.92,79,11
170,T171,T171,Harrison Frazar,73,13.77,138,19
171,T171,T171,Dustin Johnson,92,13.77,167,23
172,T173,T173,Cliff Kresge,84,13.64,154,21
173,T173,T173,Shigeki Maruyama,50,13.64,88,12
174,175,175,Tim Wilkinson,95,13.58,162,22
175,176,176,Billy Andrade,71,13.39,127,17
176,177,177,Y.E. Yang,89,13.33,165,22
177,178,178,John Merrick,98,13.21,159,21
178,179,179,Jay Williamson,96,13.04,161,21
179,180,180,Justin Bolli,87,13.01,146,19
180,181,181,Bob Sowards,61,12.9,93,12
181,182,182,David Duval,51,12.5,72,9
182,183,183,Woody Austin,109,12.3,187,23
183,184,184,Bubba Watson,97,12.2,164,20
184,185,185,Geoff Ogilvy,65,12.12,99,12
185,186,186,Cameron Beckman,87,12.0,125,15
186,187,187,Bo Van Pelt,101,11.93,176,21
187,188,188,Tommy Armour III,77,11.72,145,17
188,189,189,Michael Allen,91,11.56,147,17
189,190,190,Vijay Singh,82,11.48,122,14
190,191,191,Omar Uresti,74,11.4,114,13
191,192,192,Jim McGovern,75,11.19,143,16
192,193,193,Paul Casey,55,10.67,75,8
193,194,194,Zach Johnson,85,10.6,151,16
194,195,195,Jeff Gove,50,9.89,91,9
195,196,196,Charles Warren,79,9.43,159,15
196,197,197,Marco Dawson,64,9.35,107,10
