,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,J.J. Henry,108,11.32,1223,108
1,2,2,Hunter Mahan,87,11.01,936,85
2,3,3,John Senden,93,10.99,1011,92
3,4,4,Brandt Jobe,52,10.96,570,52
4,5,5,Charles Warren,79,10.95,865,79
5,6,6,Robert Allenby,108,10.9,1166,107
6,7,7,Charles Howell III,101,10.88,1077,99
7,8,8,Sean O'Hair,81,10.83,877,81
8,9,9,Trevor Immelman,70,10.75,731,68
9,10,10,Heath Slocum,104,10.74,1117,104
10,11,11,Olin Browne,77,10.73,826,77
11,12,12,Billy Mayfair,103,10.71,1103,103
12,T13,T13,Mathew Goggin,91,10.69,973,91
13,T13,T13,Troy Matteson,94,10.69,1005,94
14,T13,T13,Boo Weekley,86,10.69,887,83
15,16,16,Jim Furyk,95,10.67,1003,94
16,17,17,Dustin Johnson,92,10.65,980,92
17,18,18,Zach Johnson,85,10.64,894,84
18,T19,T19,Ángel Cabrera,55,10.63,542,51
19,T19,T19,Paul Casey,55,10.63,553,52
20,T19,T19,George McNeill,97,10.63,1031,97
21,T19,T19,Nick Watney,96,10.63,1020,96
22,23,23,Woody Austin,109,10.62,1115,105
23,24,24,Lucas Glover,91,10.56,961,91
24,25,25,Michael Allen,91,10.55,960,91
25,26,26,Rich Beem,90,10.54,949,90
26,27,27,Vijay Singh,82,10.53,821,78
27,T28,T28,Steve Elkington,84,10.51,883,84
28,T28,T28,Todd Hamilton,92,10.51,967,92
29,30,30,Sergio Garcia,72,10.5,735,70
30,31,31,Bart Bryant,81,10.49,850,81
31,32,32,K.J. Choi,74,10.47,733,70
32,33,33,Bubba Watson,97,10.46,1015,97
33,T34,T34,Stewart Cink,87,10.44,846,81
34,T34,T34,Kevin Sutherland,98,10.44,1023,98
35,T34,T34,David Toms,70,10.44,710,68
36,T37,T37,Chad Campbell,94,10.43,980,94
37,T37,T37,Bob Estes,90,10.43,939,90
38,T37,T37,Robert Garrigus,90,10.43,939,90
