,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Brad Adamonis,87,0.0,,294,100.0
1,T1,T1,Steve Allan,58,0.0,,154,100.0
2,T1,T1,Robert Allenby,108,0.0,,288,100.0
3,T1,T1,Jason Allred,63,0.0,,199,100.0
4,T1,T1,Stephen Ames,83,0.0,,241,100.0
5,T1,T1,Billy Andrade,71,0.0,,213,100.0
6,T1,T1,Stuart Appleby,87,0.0,,266,100.0
7,T1,T1,Tommy Armour III,77,0.0,,247,100.0
8,T1,T1,Ryan Armour,87,0.0,,247,100.0
9,T1,T1,Woody Austin,109,0.0,,321,100.0
10,T1,T1,Eric Axley,113,0.0,,378,100.0
11,T1,T1,Aaron Baddeley,76,0.0,,256,100.0
12,T1,T1,Briny Baird,113,0.0,,360,100.0
13,T1,T1,Cameron Beckman,87,0.0,,280,100.0
14,T1,T1,Shane Bertsch,96,0.0,,350,100.0
15,T1,T1,Olin Browne,77,0.0,,239,100.0
16,T1,T1,Ángel Cabrera,55,0.0,,154,100.0
17,T1,T1,Paul Casey,55,0.0,,123,100.0
18,T1,T1,K.J. Choi,74,0.0,,203,100.0
19,T1,T1,Daniel Chopra,84,0.0,,282,100.0
20,T1,T1,Stewart Cink,87,0.0,,235,100.0
21,T1,T1,Tim Clark,90,0.0,,304,100.0
22,T1,T1,Gavin Coles,54,0.0,,171,100.0
23,T1,T1,Chad Collins,72,0.0,,261,100.0
24,T1,T1,Ben Crane,86,0.0,,269,100.0
25,T1,T1,Ben Curtis,80,0.0,,261,100.0
26,T1,T1,Brian Davis,108,0.0,,409,100.0
27,T1,T1,Marco Dawson,64,0.0,,216,100.0
28,T1,T1,Glen Day,64,0.0,,225,100.0
29,T1,T1,Jason Day,81,0.0,,296,100.0
30,T1,T1,James Driscoll,85,0.0,,302,100.0
31,T1,T1,Ken Duke,116,0.0,,399,100.0
32,T1,T1,Brad Elder,67,0.0,,198,100.0
33,T1,T1,Ernie Els,51,0.0,,155,100.0
34,T1,T1,Bob Estes,90,0.0,,296,100.0
35,T1,T1,Kenneth Ferrie,72,0.0,,221,100.0
36,T1,T1,Steve Flesch,95,0.0,,331,100.0
37,T1,T1,Carlos Franco,73,0.0,,217,100.0
38,T1,T1,Harrison Frazar,73,0.0,,235,100.0
39,T1,T1,Cody Freeman,66,0.0,,213,100.0
40,T1,T1,Jim Furyk,95,0.0,,287,100.0
41,T1,T1,Sergio Garcia,72,0.0,,213,100.0
42,T1,T1,Brian Gay,102,0.0,,380,100.0
43,T1,T1,Lucas Glover,91,0.0,,311,100.0
