,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Tim Herron,97,27,641,4.2
1,2,2,Patrick Sheehan,124,26,758,3.4
2,T3,T3,Woody Austin,109,25,610,4.1
3,T3,T3,Joe Ogilvie,100,25,651,3.8
4,T5,T5,Ken Duke,116,24,770,3.1
5,T5,T5,Nathan Green,95,24,711,3.4
6,7,7,Bob Estes,90,23,569,4.0
7,T8,T8,Chad Campbell,94,22,582,3.8
8,T8,T8,Mark Wilson,107,22,730,3.0
9,10,10,Hunter Mahan,87,21,462,4.5
10,T11,T11,Ben Crane,86,20,547,3.7
11,T11,T11,Nick Flanagan,89,20,541,3.7
12,T11,T11,Matt Jones,95,20,596,3.4
13,T11,T11,Tim Petrovic,97,20,583,3.4
14,T15,T15,Zach Johnson,85,19,471,4.0
15,T15,T15,Frank Lickliter II,107,19,705,2.7
16,T15,T15,Steve Marino,119,19,706,2.7
17,T15,T15,Jeff Overton,103,19,639,3.0
18,T15,T15,Pat Perez,93,19,555,3.4
19,T15,T15,Kevin Sutherland,98,19,599,3.2
20,T21,T21,Eric Axley,113,18,736,2.4
21,T21,T21,Tim Clark,90,18,543,3.3
22,T21,T21,Chris DiMarco,87,18,532,3.4
23,T21,T21,Steve Elkington,84,18,497,3.6
24,T21,T21,Jim Furyk,95,18,515,3.5
25,T21,T21,Lee Janzen,89,18,522,3.4
26,T21,T21,Dustin Johnson,92,18,533,3.4
27,T21,T21,George McNeill,97,18,594,3.0
28,T21,T21,Tom Pernice Jr.,104,18,719,2.5
29,T21,T21,Chez Reavie,102,18,614,2.9
30,T21,T21,Marc Turnesa,87,18,571,3.2
31,T32,T32,Shane Bertsch,96,17,642,2.6
32,T32,T32,Daniel Chopra,84,17,538,3.2
33,T32,T32,Robert Garrigus,90,17,565,3.0
