,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Bob Estes,21
1,2,2,Jeff Sluman,20
2,3,3,Joe Durant,19
3,T4,T4,Davis Love III,15
4,T4,T4,Tiger Woods,15
5,T6,T6,Chris DiMarco,14
6,T6,T6,Scott Hoch,14
7,T8,T8,Glen Day,13
8,T8,T8,Fred Funk,13
9,T8,T8,Brian Gay,13
10,T8,T8,Paul Gow,13
11,T8,T8,Charles Howell III,13
12,T8,T8,Scott McCarron,13
13,T14,T14,Joel Edwards,12
14,T14,T14,Harrison Frazar,12
15,T14,T14,John Huston,12
16,T14,T14,Jonathan Kaye,12
17,T14,T14,Skip Kendall,12
18,T14,T14,Jim McGovern,12
19,T14,T14,Frank Nobilo,12
20,T14,T14,José María Olazábal,12
21,T14,T14,Kevin Sutherland,12
22,T14,T14,Scott Verplank,12
23,T24,T24,Ronnie Black,11
24,T24,T24,Mark Calcavecchia,11
25,T24,T24,John Cook,11
26,T24,T24,Steve Elkington,11
27,T24,T24,Sergio Garcia,11
28,T24,T24,Jay Haas,11
29,T24,T24,Bradley Hughes,11
30,T24,T24,Greg Kraft,11
31,T24,T24,Bernhard Langer,11
32,T24,T24,Ian Leggatt,11
33,T24,T24,Tom Lehman,11
34,T24,T24,David Peoples,11
35,T24,T24,Chris Riley,11
36,T24,T24,Loren Roberts,11
37,T24,T24,Vijay Singh,11
38,T24,T24,David Toms,11
39,T40,T40,Robert Allenby,10
40,T40,T40,Woody Austin,10
41,T40,T40,Paul Azinger,10
42,T40,T40,Cameron Beckman,10
43,T40,T40,Brent Geiberger,10
44,T40,T40,Pete Jordan,10
45,T40,T40,Frank Lickliter II,10
46,T40,T40,Billy Mayfair,10
47,T40,T40,Phil Mickelson,10
48,T40,T40,Jesper Parnevik,10
49,T40,T40,Craig Perks,10
50,T40,T40,Tom Pernice Jr.,10
51,T40,T40,Bob Tway,10
52,T53,T53,Stewart Cink,9
53,T53,T53,Brad Elder,9
54,T53,T53,Brad Faxon,9
55,T53,T53,David Gossett,9
56,T53,T53,Donnie Hammond,9
57,T53,T53,Craig Kanada,9
58,T53,T53,J.L. Lewis,9
59,T53,T53,Blaine McCallister,9
60,T53,T53,Spike McRoy,9
61,T53,T53,Hal Sutton,9
62,T53,T53,Kirk Triplett,9
63,T53,T53,Mike Weir,9
64,T53,T53,Kaname Yokoo,9
65,T66,T66,Billy Andrade,8
66,T66,T66,Tommy Armour III,8
67,T66,T66,Craig Barlow,8
68,T66,T66,Michael Bradley,8
69,T66,T66,Bart Bryant,8
70,T66,T66,Brad Fabel,8
71,T66,T66,Dan Forsman,8
72,T66,T66,Dudley Hart,8
73,T66,T66,Brian Henninger,8
74,T66,T66,J.J. Henry,8
75,T66,T66,Glen Hnatiuk,8
76,T66,T66,Miguel Angel Jiménez,8
77,T66,T66,Brandt Jobe,8
78,T66,T66,Jerry Kelly,8
79,T66,T66,Neal Lancaster,8
80,T66,T66,Rocco Mediate,8
81,T66,T66,Nick Price,8
82,T66,T66,Rory Sabbatini,8
83,T66,T66,Chris Smith,8
84,T85,T85,Stephen Ames,7
85,T85,T85,Stuart Appleby,7
86,T85,T85,Briny Baird,7
87,T85,T85,"David Berganio, Jr.",7
88,T85,T85,Olin Browne,7
89,T85,T85,Jim Carter,7
90,T85,T85,K.J. Choi,7
91,T85,T85,David Duval,7
92,T85,T85,Robin Freeman,7
93,T85,T85,Jim Furyk,7
94,T85,T85,Matt Gogel,7
95,T85,T85,Paul Goydos,7
96,T85,T85,Gabriel Hjertstedt,7
97,T85,T85,Lee Janzen,7
98,T85,T85,Per-Ulrik Johansson,7
99,T85,T85,Justin Leonard,7
100,T85,T85,Andrew Magee,7
101,T85,T85,Shigeki Maruyama,7
102,T85,T85,Len Mattiace,7
103,T85,T85,Joe Ogilvie,7
104,T85,T85,Dennis Paulson,7
105,T85,T85,Kenny Perry,7
106,T85,T85,Dicky Pride,7
107,T85,T85,Scott Simpson,7
108,T85,T85,Joey Sindelar,7
109,T85,T85,Jerry Smith,7
110,T85,T85,Steve Stricker,7
111,T85,T85,Brian Wilson,7
112,T113,T113,Steve Allan,6
113,T113,T113,Fulton Allem,6
114,T113,T113,Ben Bates,6
115,T113,T113,Brad Bryant,6
116,T113,T113,John Daly,6
117,T113,T113,Robert Damron,6
118,T113,T113,Doug Dunakey,6
119,T113,T113,Ernie Els,6
120,T113,T113,David Frost,6
121,T113,T113,Bill Glasson,6
122,T113,T113,Scott Gump,6
123,T113,T113,Mark Hensby,6
124,T113,T113,Tim Herron,6
125,T113,T113,Steve Lowery,6
126,T113,T113,Jeff Maggert,6
127,T113,T113,Bob May,6
128,T113,T113,Michael Muehr,6
129,T113,T113,Carl Paulson,6
130,T113,T113,Lee Porter,6
131,T113,T113,John Riegger,6
132,T113,T113,Mike Sposa,6
133,T113,T113,Paul Stankowski,6
134,T113,T113,Esteban Toledo,6
135,T113,T113,Jean Van de Velde,6
136,T113,T113,Grant Waite,6
137,T113,T113,Brian Watts,6
138,T113,T113,Willie Wood,6
139,T140,T140,Jeremy Anderson,5
140,T140,T140,Jay Don Blake,5
141,T140,T140,Mark Brooks,5
142,T140,T140,Bob Burns,5
143,T140,T140,Tom Byrum,5
144,T140,T140,Chad Campbell,5
145,T140,T140,Greg Chalmers,5
146,T140,T140,Brandel Chamblee,5
147,T140,T140,Michael Clark II,5
