,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
168,T135,T135,Steve Jones,3
169,T135,T135,Shingo Katayama,3
170,T135,T135,Greg Kraft,3
171,T135,T135,Cliff Kresge,3
172,T135,T135,Franklin Langham,3
173,T135,T135,Michael Muehr,3
174,T135,T135,Sean Murphy,3
175,T135,T135,Frank Nobilo,3
176,T135,T135,Mark O'Meara,3
177,T135,T135,Craig Parry,3
178,T135,T135,Dennis Paulson,3
179,T135,T135,Carl Paulson,3
180,T135,T135,Corey Pavin,3
181,T135,T135,Lee Porter,3
182,T135,T135,Sam Randolph,3
183,T135,T135,Rory Sabbatini,3
184,T135,T135,Tom Scherrer,3
185,T135,T135,Brent Schwarzrock,3
186,T135,T135,Scott Simpson,3
187,T135,T135,Heath Slocum,3
188,T135,T135,Tim Thelen,3
189,T135,T135,Ted Tryba,3
190,T135,T135,Omar Uresti,3
191,T135,T135,Grant Waite,3
192,T135,T135,Rocky Walcher,3
193,T135,T135,Duffy Waldorf,3
194,T135,T135,Willie Wood,3
195,T135,T135,Fuzzy Zoeller,3
196,T197,T197,Steve Allan,2
197,T197,T197,Michael Allen,2
198,T197,T197,Jeremy Anderson,2
199,T197,T197,Perry Arthur,2
200,T197,T197,Andy Bean,2
201,T197,T197,Jeff Brehaut,2
202,T197,T197,Jaxon Brigman,2
203,T197,T197,Ángel Cabrera,2
204,T197,T197,Chad Campbell,2
205,T197,T197,Michael Campbell,2
206,T197,T197,Tony Carolan,2
207,T197,T197,Paul Casey,2
208,T197,T197,Keith Clearwater,2
209,T197,T197,Bobby Cochran,2
210,T197,T197,Michael Combs,2
211,T197,T197,Richie Coughlan,2
212,T197,T197,Danny Ellis,2
213,T197,T197,Nick Faldo,2
214,T197,T197,Gene Fieger,2
215,T197,T197,Ed Fiori,2
216,T197,T197,Robin Freeman,2
217,T197,T197,Pierre Fulke,2
218,T197,T197,Jeff Gallagher,2
219,T197,T197,Retief Goosen,2
220,T197,T197,Jimmy Green,2
221,T197,T197,Kelly Grunewald,2
222,T197,T197,Scott Gump,2
223,T197,T197,Hunter Haas,2
224,T197,T197,Mike Heinen,2
225,T197,T197,Brian Henninger,2
226,T197,T197,Peter Jacobsen,2
227,T197,T197,Raphael Jacquelin,2
228,T197,T197,Kent Jones,2
229,T197,T197,Jeff Julian,2
230,T197,T197,Craig Kanada,2
231,T197,T197,Wayne Levi,2
232,T197,T197,Bob Lohr,2
233,T197,T197,Mark McCumber,2
234,T197,T197,Paul McGinley,2
235,T197,T197,Andrew McLardy,2
236,T197,T197,Bryce Molder,2
237,T197,T197,Gary Nicklaus,2
238,T197,T197,Joe Ogilvie,2
239,T197,T197,David Ogrin,2
240,T197,T197,Greg Owen,2
241,T197,T197,Joe Ozaki,2
242,T197,T197,Phillip Price,2
243,T197,T197,Tom Purtzer,2
244,T197,T197,Jeff Quinney,2
245,T197,T197,Mike Reid,2
246,T197,T197,John Restino,2
247,T197,T197,John Riegger,2
248,T197,T197,Adam Scott,2
249,T197,T197,Craig Spence,2
250,T197,T197,Craig Stadler,2
251,T197,T197,Mike Standly,2
252,T197,T197,"Dave Stockton, Jr.",2
253,T197,T197,Toru Taniguchi,2
254,T197,T197,Phil Tataurangi,2
255,T197,T197,Chris Tidland,2
256,T197,T197,Ty Tryon,2
257,T197,T197,Kevin Wentworth,2
258,T197,T197,Lee Westwood,2
259,T197,T197,Ian Woosnam,2
260,T197,T197,Chris Zambri,2
