,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Bob Estes,17
1,2,2,Scott Hoch,14
2,3,3,Davis Love III,13
3,T4,T4,Bernhard Langer,11
4,T4,T4,Tiger Woods,11
5,6,6,Chris Riley,10
6,T7,T7,Mark Calcavecchia,9
7,T7,T7,Sergio Garcia,9
8,T7,T7,Brian Gay,9
9,T7,T7,Paul Gow,9
10,T7,T7,Jeff Sluman,9
11,T12,T12,Fred Funk,8
12,T12,T12,Ian Leggatt,8
13,T12,T12,Nick Price,8
14,T15,T15,Billy Andrade,7
15,T15,T15,Woody Austin,7
16,T15,T15,Joe Durant,7
17,T15,T15,David Duval,7
18,T15,T15,Jim Furyk,7
19,T15,T15,Matt Gogel,7
20,T15,T15,Per-Ulrik Johansson,7
21,T15,T15,Justin Leonard,7
22,T15,T15,Phil Mickelson,7
23,T15,T15,Joey Sindelar,7
24,T15,T15,Kevin Sutherland,7
25,T15,T15,Bob Tway,7
26,T27,T27,Stephen Ames,6
27,T27,T27,Stuart Appleby,6
28,T27,T27,Briny Baird,6
29,T27,T27,Cameron Beckman,6
30,T27,T27,Olin Browne,6
31,T27,T27,Chris DiMarco,6
32,T27,T27,Brad Elder,6
33,T27,T27,Ernie Els,6
34,T27,T27,David Frost,6
35,T27,T27,Brent Geiberger,6
36,T27,T27,Jay Haas,6
37,T27,T27,Dudley Hart,6
38,T27,T27,John Huston,6
39,T27,T27,Neal Lancaster,6
40,T27,T27,Steve Lowery,6
41,T27,T27,Jeff Maggert,6
42,T27,T27,Shigeki Maruyama,6
43,T27,T27,Billy Mayfair,6
44,T27,T27,Scott McCarron,6
45,T27,T27,Craig Perks,6
46,T27,T27,Tom Pernice Jr.,6
47,T27,T27,Vijay Singh,6
48,T27,T27,Steve Stricker,6
49,T27,T27,David Toms,6
50,T27,T27,Kirk Triplett,6
51,T27,T27,Scott Verplank,6
52,T53,T53,Paul Azinger,5
53,T53,T53,"David Berganio, Jr.",5
54,T53,T53,Jay Don Blake,5
55,T53,T53,Greg Chalmers,5
56,T53,T53,K.J. Choi,5
57,T53,T53,Darren Clarke,5
58,T53,T53,José Coceres,5
59,T53,T53,Glen Day,5
60,T53,T53,Joel Edwards,5
61,T53,T53,Brad Faxon,5
62,T53,T53,Steve Flesch,5
63,T53,T53,Dan Forsman,5
64,T53,T53,David Gossett,5
65,T53,T53,Tim Herron,5
66,T53,T53,Charles Howell III,5
67,T53,T53,Kevin Johnson,5
68,T53,T53,Pete Jordan,5
69,T53,T53,Jerry Kelly,5
70,T53,T53,Tom Lehman,5
71,T53,T53,Frank Lickliter II,5
72,T53,T53,Bob May,5
73,T53,T53,Jim McGovern,5
74,T53,T53,Rocco Mediate,5
75,T53,T53,Shaun Micheel,5
76,T53,T53,Geoff Ogilvy,5
77,T53,T53,David Peoples,5
78,T53,T53,Kenny Perry,5
79,T53,T53,Brett Quigley,5
80,T53,T53,Chris Smith,5
81,T53,T53,Jerry Smith,5
82,T53,T53,Paul Stankowski,5
83,T53,T53,Hal Sutton,5
84,T53,T53,Esteban Toledo,5
85,T53,T53,Mike Weir,5
86,T53,T53,Jay Williamson,5
87,T53,T53,Kaname Yokoo,5
88,T89,T89,Fulton Allem,4
89,T89,T89,Robert Allenby,4
90,T89,T89,Tommy Armour III,4
91,T89,T89,Rich Beem,4
92,T89,T89,Mark Brooks,4
93,T89,T89,Bob Burns,4
94,T89,T89,Jim Carter,4
95,T89,T89,Stewart Cink,4
96,T89,T89,Michael Clark II,4
97,T89,T89,John Cook,4
98,T89,T89,John Daly,4
99,T89,T89,Robert Damron,4
100,T89,T89,Harrison Frazar,4
101,T89,T89,Edward Fryatt,4
102,T89,T89,Paul Goydos,4
103,T89,T89,Donnie Hammond,4
104,T89,T89,Padraig Harrington,4
105,T89,T89,J.P. Hayes,4
106,T89,T89,J.J. Henry,4
107,T89,T89,Lee Janzen,4
108,T89,T89,Miguel Angel Jiménez,4
109,T89,T89,Jonathan Kaye,4
110,T89,T89,Skip Kendall,4
111,T89,T89,Matt Kuchar,4
112,T89,T89,J.L. Lewis,4
113,T89,T89,Andrew Magee,4
114,T89,T89,Len Mattiace,4
115,T89,T89,Blaine McCallister,4
116,T89,T89,Spike McRoy,4
117,T89,T89,Larry Mize,4
118,T89,T89,David Morland IV,4
119,T89,T89,José María Olazábal,4
120,T89,T89,Jesper Parnevik,4
121,T89,T89,Steve Pate,4
122,T89,T89,Chris Perry,4
123,T89,T89,Dicky Pride,4
124,T89,T89,Loren Roberts,4
125,T89,T89,Mike Sposa,4
126,T89,T89,Curtis Strange,4
127,T89,T89,Tommy Tolles,4
128,T89,T89,Jean Van de Velde,4
129,T89,T89,Brian Watts,4
130,T89,T89,D.A. Weibring,4
131,T89,T89,Mark Wiebe,4
132,T89,T89,Garrett Willis,4
133,T89,T89,Brian Wilson,4
134,T135,T135,Craig Barlow,3
135,T135,T135,Doug Barron,3
136,T135,T135,Ben Bates,3
137,T135,T135,Ronnie Black,3
138,T135,T135,Michael Bradley,3
139,T135,T135,Bart Bryant,3
140,T135,T135,Tom Byrum,3
141,T135,T135,Alex Cejka,3
142,T135,T135,Brandel Chamblee,3
143,T135,T135,Barry Cheesman,3
144,T135,T135,Brian Claar,3
145,T135,T135,Russ Cochran,3
146,T135,T135,Fred Couples,3
147,T135,T135,Marco Dawson,3
148,T135,T135,Trevor Dodds,3
149,T135,T135,Luke Donald,3
150,T135,T135,Doug Dunakey,3
151,T135,T135,Scott Dunlap,3
152,T135,T135,Steve Elkington,3
153,T135,T135,Brad Fabel,3
154,T135,T135,Niclas Fasth,3
155,T135,T135,Carlos Franco,3
156,T135,T135,Robert Gamez,3
157,T135,T135,Bill Glasson,3
158,T135,T135,Mathew Goggin,3
159,T135,T135,Jason Gore,3
160,T135,T135,Jeff Hart,3
161,T135,T135,Mark Hensby,3
162,T135,T135,Gabriel Hjertstedt,3
163,T135,T135,Glen Hnatiuk,3
164,T135,T135,Bradley Hughes,3
165,T135,T135,Tripp Isenhour,3
166,T135,T135,Toshi Izawa,3
167,T135,T135,Brandt Jobe,3
