,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,José Coceres,19,42,5.0
1,T2,T2,Briny Baird,31,41,
2,T2,T2,David Gossett,15,41,3.0
3,4,4,J.P. Hayes,23,40,4.0
4,5,5,Nick Faldo,13,34,1.0
5,6,6,John Huston,20,33,1.0
6,T7,T7,Fred Funk,33,31,3.0
7,T7,T7,Jeff Hart,28,31,3.0
8,T9,T9,John Cook,25,30,10.0
9,T9,T9,Steve Jones,25,30,1.0
10,T9,T9,Blaine McCallister,28,30,3.0
11,T12,T12,Robert Allenby,29,29,1.0
12,T12,T12,Joe Durant,25,29,19.0
13,T12,T12,Brent Geiberger,25,29,1.0
14,T12,T12,Hal Sutton,26,29,4.0
15,T16,T16,Glen Hnatiuk,31,28,3.0
16,T16,T16,Peter Lonard,7,28,
17,T16,T16,Jeff Maggert,27,28,2.0
18,T19,T19,Russ Cochran,24,27,
19,T19,T19,Neal Lancaster,36,27,
20,T19,T19,Nick Price,20,27,
21,T22,T22,Woody Austin,34,26,
22,T22,T22,Glen Day,28,26,4.0
23,T22,T22,Brad Elder,35,26,3.0
24,T22,T22,Scott Gump,6,26,1.0
25,T22,T22,Brian Henninger,29,26,
26,T22,T22,Charles Howell III,24,26,2.0
27,T22,T22,Frank Lickliter II,29,26,
28,T22,T22,Billy Mayfair,29,26,2.0
29,T22,T22,Rocco Mediate,21,26,1.0
30,T22,T22,David Peoples,31,26,3.0
31,T22,T22,Brent Schwarzrock,20,26,1.0
32,T22,T22,Scott Verplank,26,26,1.0
33,T34,T34,Jay Don Blake,31,25,
34,T34,T34,Tom Byrum,27,25,
35,T34,T34,Scott Dunlap,28,25,
36,T34,T34,Dudley Hart,25,25,
37,T38,T38,Robert Damron,27,24,2.0
38,T38,T38,Jim Furyk,24,24,1.0
39,T38,T38,Mark Hensby,29,24,4.0
