,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
0,T1,T1,Fred Funk,33,5
1,T1,T1,Glen Hnatiuk,31,5
2,T3,T3,Russ Cochran,24,4
3,T3,T3,Fred Couples,19,4
4,T3,T3,Joe Durant,25,4
5,T3,T3,Steve Flesch,32,4
6,T3,T3,Carlos Franco,27,4
7,T3,T3,Pete Jordan,36,4
8,T3,T3,Justin Leonard,30,4
9,T3,T3,Scott McCarron,25,4
10,T3,T3,Rocco Mediate,21,4
11,T3,T3,Geoff Ogilvy,23,4
12,T3,T3,David Peoples,31,4
13,T3,T3,Scott Simpson,22,4
14,T3,T3,Tommy Tolles,31,4
15,T3,T3,Grant Waite,28,4
16,T3,T3,Brian Watts,16,4
17,T3,T3,Kaname Yokoo,27,4
18,T19,T19,Steve Allan,31,3
19,T19,T19,Robert Allenby,29,3
20,T19,T19,Billy Andrade,27,3
21,T19,T19,Paul Azinger,20,3
22,T19,T19,Doug Barron,25,3
23,T19,T19,Jay Don Blake,31,3
24,T19,T19,Jeff Brehaut,26,3
25,T19,T19,Tom Byrum,27,3
26,T19,T19,Mark Calcavecchia,23,3
27,T19,T19,K.J. Choi,29,3
28,T19,T19,Michael Clark II,30,3
29,T19,T19,Tim Conley,1,3
30,T19,T19,John Cook,25,3
31,T19,T19,Richie Coughlan,26,3
32,T19,T19,Glen Day,28,3
33,T19,T19,Chris DiMarco,29,3
34,T19,T19,Billy Downes,1,3
35,T19,T19,Doug Dunakey,32,3
36,T19,T19,David Duval,20,3
37,T19,T19,Bob Estes,26,3
38,T19,T19,Brad Faxon,26,3
39,T19,T19,Dan Forsman,25,3
40,T19,T19,Harrison Frazar,25,3
41,T19,T19,Edward Fryatt,31,3
42,T19,T19,Pierre Fulke,8,3
43,T19,T19,Jim Furyk,24,3
44,T19,T19,Robert Gamez,22,3
45,T19,T19,Sergio Garcia,18,3
46,T19,T19,Brent Geiberger,25,3
47,T19,T19,Bill Glasson,26,3
48,T19,T19,Mathew Goggin,33,3
49,T19,T19,Jason Gore,30,3
50,T19,T19,Paul Gow,27,3
51,T19,T19,Kelly Grunewald,27,3
52,T19,T19,Hunter Haas,30,3
53,T19,T19,J.J. Henry,28,3
54,T19,T19,Charles Howell III,24,3
55,T19,T19,Bradley Hughes,33,3
56,T19,T19,Mike Hulbert,19,3
57,T19,T19,John Huston,20,3
58,T19,T19,Mikko Ilonen,4,3
59,T19,T19,Tripp Isenhour,31,3
60,T19,T19,Lee Janzen,29,3
61,T19,T19,Miguel Angel Jiménez,15,3
62,T19,T19,Brandt Jobe,30,3
63,T19,T19,Per-Ulrik Johansson,29,3
64,T19,T19,Kevin Johnson,32,3
65,T19,T19,Steve Jones,25,3
66,T19,T19,Jerry Kelly,31,3
67,T19,T19,Skip Kendall,33,3
68,T19,T19,Greg Kraft,33,3
69,T19,T19,Cliff Kresge,31,3
70,T19,T19,Matt Kuchar,11,3
71,T19,T19,Bernhard Langer,17,3
72,T19,T19,Tom Lehman,23,3
73,T19,T19,Frank Lickliter II,29,3
74,T19,T19,Davis Love III,20,3
75,T19,T19,Steve Lowery,28,3
76,T19,T19,Andrew Magee,31,3
77,T19,T19,Jeff Maggert,27,3
78,T19,T19,Shigeki Maruyama,27,3
79,T19,T19,Bob May,25,3
80,T19,T19,Blaine McCallister,28,3
81,T19,T19,Jim McGovern,21,3
82,T19,T19,Bryce Molder,7,3
83,T19,T19,David Morland IV,29,3
84,T19,T19,Michael Muehr,32,3
85,T19,T19,Sean Murphy,27,3
86,T19,T19,Mark O'Meara,21,3
87,T19,T19,Joe Ozaki,17,3
88,T19,T19,Jesper Parnevik,25,3
89,T19,T19,Craig Parry,22,3
90,T19,T19,Steve Pate,30,3
91,T19,T19,Craig Perks,30,3
92,T19,T19,Kenny Perry,26,3
93,T19,T19,Brett Quigley,21,3
94,T19,T19,Chris Riley,30,3
95,T19,T19,Loren Roberts,25,3
96,T19,T19,Tom Scherrer,28,3
97,T19,T19,Jeff Sluman,30,3
98,T19,T19,Chris Smith,30,3
99,T19,T19,Jerry Smith,31,3
100,T19,T19,Mike Sposa,29,3
101,T19,T19,Mike Springer,10,3
102,T19,T19,"Dave Stockton, Jr.",21,3
103,T19,T19,Kevin Sutherland,30,3
104,T19,T19,Hal Sutton,26,3
105,T19,T19,Esteban Toledo,36,3
106,T19,T19,David Toms,28,3
107,T19,T19,Kirk Triplett,26,3
108,T19,T19,Scott Verplank,26,3
109,T19,T19,Duffy Waldorf,27,3
110,T19,T19,Garrett Willis,33,3
111,T19,T19,Brian Wilson,31,3
112,T19,T19,Tiger Woods,19,3
113,T114,T114,Fulton Allem,21,2
114,T114,T114,Michael Allen,1,2
115,T114,T114,Stephen Ames,26,2
116,T114,T114,Jeremy Anderson,28,2
117,T114,T114,Stuart Appleby,29,2
118,T114,T114,Tommy Armour III,32,2
119,T114,T114,Woody Austin,34,2
120,T114,T114,Aaron Baddeley,9,2
121,T114,T114,Briny Baird,31,2
122,T114,T114,Seve Ballesteros,2,2
123,T114,T114,Craig Barlow,23,2
124,T114,T114,Dave Barr,4,2
125,T114,T114,Ben Bates,18,2
126,T114,T114,Andy Bean,8,2
127,T114,T114,Cameron Beckman,29,2
128,T114,T114,Rich Beem,31,2
129,T114,T114,"David Berganio, Jr.",25,2
130,T114,T114,"Gary Birch, Jr.",2,2
131,T114,T114,Thomas Bjørn,7,2
132,T114,T114,Ronnie Black,17,2
133,T114,T114,Guy Boros,3,2
134,T114,T114,Steve Bowman,1,2
135,T114,T114,Markus Brier,1,2
136,T114,T114,Mark Brooks,27,2
137,T114,T114,Olin Browne,30,2
138,T114,T114,Bart Bryant,10,2
139,T114,T114,Bob Burns,29,2
140,T114,T114,Ángel Cabrera,8,2
141,T114,T114,Brian Cairns,1,2
142,T114,T114,Emanuele Canonica,19,2
143,T114,T114,Mark Carnevale,3,2
144,T114,T114,Jim Carter,28,2
145,T114,T114,Alex Cejka,1,2
146,T114,T114,Greg Chalmers,27,2
147,T114,T114,Brandel Chamblee,23,2
148,T114,T114,Barry Cheesman,16,2
149,T114,T114,Michael Christensen,1,2
150,T114,T114,Stewart Cink,29,2
151,T114,T114,Brian Claar,8,2
152,T114,T114,Darren Clarke,7,2
153,T114,T114,Keith Clearwater,23,2
154,T114,T114,José Coceres,19,2
155,T114,T114,Dennis Colligan,1,2
156,T114,T114,Andrew Coltart,3,2
157,T114,T114,Michael Connell,1,2
158,T114,T114,Jeffrey Cranford,3,2
159,T114,T114,Ben Crenshaw,11,2
160,T114,T114,Ben Curtis,1,2
161,T114,T114,Jess Daley,2,2
162,T114,T114,John Daly,25,2
163,T114,T114,Robert Damron,27,2
164,T114,T114,Marco Dawson,19,2
165,T114,T114,Jay Delsing,5,2
166,T114,T114,Ryan Dillon,2,2
167,T114,T114,Trevor Dodds,2,2
168,T114,T114,Mike Donald,3,2
169,T114,T114,Luke Donald,7,2
170,T114,T114,Scott Dunlap,28,2
171,T114,T114,Joel Edwards,30,2
172,T114,T114,Brad Elder,35,2
173,T114,T114,Steve Elkington,20,2
174,T114,T114,Danny Ellis,27,2
175,T114,T114,Ernie Els,19,2
176,T114,T114,Brad Fabel,10,2
177,T114,T114,Nick Faldo,13,2
178,T114,T114,Todd Fanning,2,2
179,T114,T114,Ben Ferguson,30,2
180,T114,T114,Ed Fiori,6,2
181,T114,T114,Raymond Floyd,2,2
182,T114,T114,Robin Freeman,34,2
183,T114,T114,David Frost,27,2
184,T114,T114,Jeff Gallagher,7,2
185,T114,T114,Brian Gay,32,2
186,T114,T114,Derek Gillespie,1,2
187,T114,T114,Matt Gogel,26,2
188,T114,T114,Retief Goosen,10,2
189,T114,T114,David Gossett,15,2
190,T114,T114,Paul Goydos,29,2
191,T114,T114,Jimmy Green,33,2
192,T114,T114,Scott Gump,6,2
193,T114,T114,Jay Haas,21,2
194,T114,T114,Donnie Hammond,14,2
195,T114,T114,Padraig Harrington,9,2
196,T114,T114,Jeff Hart,28,2
197,T114,T114,Dudley Hart,25,2
198,T114,T114,J.P. Hayes,23,2
199,T114,T114,Mike Heinen,8,2
200,T114,T114,Brian Henninger,29,2
201,T114,T114,Mark Hensby,29,2
202,T114,T114,Tim Herron,29,2
203,T114,T114,Gabriel Hjertstedt,30,2
204,T114,T114,Tim Hobby,1,2
205,T114,T114,Scott Hoch,24,2
206,T114,T114,Charley Hoffman,2,2
207,T114,T114,Kazuhiko Hosokawa,2,2
208,T114,T114,Brian Hull,1,2
209,T114,T114,Toshi Izawa,5,2
210,T114,T114,Peter Jacobsen,17,2
211,T114,T114,Kent Jones,28,2
212,T114,T114,Jeff Julian,22,2
213,T114,T114,Craig Kanada,28,2
214,T114,T114,Jonathan Kaye,33,2
215,T114,T114,Tom Kite,5,2
216,T114,T114,Rob Labritz,2,2
217,T114,T114,Neal Lancaster,36,2
218,T114,T114,Ian Leggatt,29,2
219,T114,T114,Wayne Levi,2,2
220,T114,T114,J.L. Lewis,31,2
221,T114,T114,William Link IV,1,2
222,T114,T114,Peter Lonard,7,2
223,T114,T114,Sandy Lyle,5,2
224,T114,T114,Steve Madsen,1,2
225,T114,T114,Len Mattiace,30,2
226,T114,T114,Billy Mayfair,29,2
227,T114,T114,Andrew McLardy,26,2
228,T114,T114,Spike McRoy,31,2
229,T114,T114,Shaun Micheel,34,2
230,T114,T114,Phil Mickelson,23,2
231,T114,T114,Tom Miler,1,2
232,T114,T114,Larry Mize,24,2
233,T114,T114,Colin Montgomerie,7,2
234,T114,T114,Jack Nicklaus,4,2
235,T114,T114,Gary Nicklaus,34,2
236,T114,T114,Frank Nobilo,28,2
237,T114,T114,Greg Norman,11,2
238,T114,T114,Chris O'Connell,1,2
239,T114,T114,Joe Ogilvie,34,2
240,T114,T114,José María Olazábal,15,2
241,T114,T114,Gareth Paddison,1,2
242,T114,T114,Anthony Painter,1,2
243,T114,T114,Rod Pampling,1,2
244,T114,T114,Dennis Paulson,25,2
245,T114,T114,Carl Paulson,31,2
246,T114,T114,Corey Pavin,22,2
247,T114,T114,Tom Pernice Jr.,33,2
248,T114,T114,Chris Perry,26,2
249,T114,T114,Mark Pfeil,1,2
250,T114,T114,Gary Player,2,2
251,T114,T114,Lee Porter,30,2
252,T114,T114,Nick Price,20,2
253,T114,T114,Phillip Price,6,2
254,T114,T114,Dicky Pride,27,2
255,T114,T114,Tom Purtzer,16,2
256,T114,T114,Jeff Quinney,7,2
257,T114,T114,Todd Rakotz,1,2
258,T114,T114,Charles Raulerson,2,2
259,T114,T114,Mike Reid,13,2
260,T114,T114,John Restino,11,2
261,T114,T114,John Riegger,27,2
262,T114,T114,Larry Rinker,7,2
263,T114,T114,Matt Rosenfeld,1,2
264,T114,T114,Rory Sabbatini,23,2
265,T114,T114,Gene Sauers,2,2
266,T114,T114,Steve Schneiter,1,2
267,T114,T114,Brent Schwarzrock,20,2
268,T114,T114,Adam Scott,6,2
269,T114,T114,Joey Sindelar,25,2
270,T114,T114,Vijay Singh,26,2
271,T114,T114,Mark Slawter,2,2
272,T114,T114,Heath Slocum,8,2
273,T114,T114,Craig Spence,19,2
274,T114,T114,Dave Spengler,1,2
275,T114,T114,Craig Stadler,19,2
276,T114,T114,Mike Standly,6,2
277,T114,T114,Paul Stankowski,27,2
278,T114,T114,Curtis Strange,11,2
279,T114,T114,Steve Stricker,20,2
280,T114,T114,David Sutherland,2,2
281,T114,T114,Phil Tataurangi,12,2
282,T114,T114,Chris Tidland,29,2
283,T114,T114,Ted Tryba,33,2
284,T114,T114,Bob Tway,29,2
285,T114,T114,Omar Uresti,3,2
286,T114,T114,Stan Utley,3,2
287,T114,T114,Jean Van de Velde,17,2
288,T114,T114,Bobby Wadkins,1,2
289,T114,T114,Fred Wadsworth,6,2
290,T114,T114,Rocky Walcher,26,2
291,T114,T114,D.A. Weibring,10,2
292,T114,T114,Mike Weir,23,2
293,T114,T114,Kevin Wentworth,14,2
294,T114,T114,Lee Westwood,6,2
295,T114,T114,Mark Wiebe,24,2
296,T114,T114,Jay Williamson,35,2
297,T114,T114,Willie Wood,16,2
298,T114,T114,Ian Woosnam,5,2
299,T114,T114,Chris Zambri,2,2
300,T301,T301,Matt Abbott,1,1
301,T301,T301,John Aber,2,1
302,T301,T301,Steven Alker,1,1
303,T301,T301,Colin Amaral,1,1
304,T301,T301,Perry Arthur,1,1
305,T301,T301,Emlyn Aubrey,1,1
306,T301,T301,Ted Bach,1,1
307,T301,T301,Ian Baker-Finch,1,1
308,T301,T301,Alexandre Balicki,1,1
309,T301,T301,Aaron Barber,2,1
310,T301,T301,Rich Barcelo,1,1
311,T301,T301,Chip Beck,4,1
312,T301,T301,Notah Begay III,12,1
313,T301,T301,Jorge Benedetti,1,1
314,T301,T301,Jim Benepe,1,1
315,T301,T301,Aaron Bengoechea,1,1
316,T301,T301,Brad Benkey,1,1
317,T301,T301,John Bermel,1,1
318,T301,T301,John Bickerton,1,1
319,T301,T301,Rich Bin,1,1
320,T301,T301,Phil Blackmar,2,1
321,T301,T301,Kyle Blackman,1,1
322,T301,T301,Kevin Blanton,1,1
323,T301,T301,Chris Blum,1,1
324,T301,T301,Brett Boner,1,1
325,T301,T301,Craig Bowden,4,1
326,T301,T301,Michael Bradley,8,1
327,T301,T301,Rob Bradley,1,1
328,T301,T301,Gordon Brand Jr.,1,1
329,T301,T301,Danny Briggs,1,1
330,T301,T301,Jaxon Brigman,1,1
331,T301,T301,Billy Ray Brown,9,1
332,T301,T301,Mark Brown,1,1
333,T301,T301,Brad Bryant,2,1
334,T301,T301,Jace Bugg,2,1
335,T301,T301,Jonathan Byrd,1,1
336,T301,T301,Stuart Callan,1,1
337,T301,T301,Chad Campbell,3,1
338,T301,T301,Michael Campbell,10,1
339,T301,T301,Tony Carolan,1,1
340,T301,T301,Paul Casey,3,1
341,T301,T301,Nick Cassini,1,1
342,T301,T301,Bob Charles,1,1
343,T301,T301,Neil Cheetham,1,1
344,T301,T301,Tim Clark,3,1
345,T301,T301,Bobby Cochran,1,1
