,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
238,T239,T239,Ben Ferguson,30,79,5.0
239,T239,T239,Jeff Gallagher,7,79,37.0
240,241,241,Ian Poulter,2,78,78.0
241,T242,T242,Mike Heinen,8,77,7.0
242,T242,T242,Eduardo Romero,6,77,3.0
243,T242,T242,Garrett Willis,33,77,58.0
244,T242,T242,Brian Wilson,31,77,30.0
245,T246,T246,Phil Blackmar,2,76,31.0
246,T246,T246,Duffy Waldorf,27,76,2.0
247,T246,T246,Chris Zambri,2,76,31.0
248,T249,T249,Mark O'Meara,21,75,3.0
249,T249,T249,Mark Wurtz,2,75,32.0
250,251,251,Toshi Izawa,5,74,14.0
251,T252,T252,Jack Nicklaus,4,73,73.0
252,T252,T252,Richard Zokol,3,73,71.0
253,T254,T254,Perry Arthur,1,72,72.0
254,T254,T254,Todd Barranger,1,72,72.0
255,T254,T254,Jace Bugg,2,72,72.0
256,T254,T254,Jonathan Byrd,1,72,72.0
257,T254,T254,Darren Clarke,7,72,12.0
258,T254,T254,Andrew Coltart,3,72,72.0
259,T254,T254,Katsumune Imai,1,72,72.0
260,261,261,Bart Bryant,10,71,15.0
261,262,262,Jeffrey Cranford,3,70,1.0
262,263,263,Tim Petrovic,1,68,3.0
263,T264,T264,Dave Barr,4,67,15.0
264,T264,T264,Jaxon Brigman,1,67,3.0
265,T264,T264,Morris Hatalsky,1,67,4.0
266,267,267,Guy Boros,3,66,66.0
267,268,268,Craig Stadler,19,65,65.0
268,269,269,Sam Randolph,5,64,4.0
269,T270,T270,Luke Donald,7,63,1.0
270,T270,T270,Niclas Fasth,3,63,63.0
271,T270,T270,John Restino,11,63,17.0
272,T273,T273,Scott Gump,6,62,3.0
273,T273,T273,Mark Slawter,2,62,62.0
274,275,275,Mark Wilson,2,61,6.0
275,T276,T276,Rob Bradley,1,60,4.0
276,T276,T276,Derek Gillespie,1,60,2.0
277,T276,T276,Nolan Henke,8,60,31.0
278,T276,T276,Jerry Pate,3,60,31.0
279,T280,T280,Thongchai Jaidee,1,58,58.0
280,T280,T280,Mike Reid,13,58,
281,T280,T280,Kevin Wentworth,14,58,49.0
282,283,283,Colin Montgomerie,7,57,16.0
283,T284,T284,Ed Fiori,6,56,56.0
284,T284,T284,Ernie Gonzalez,1,56,14.0
285,T284,T284,Dave Rummells,2,56,56.0
286,T284,T284,Jimmy Walker,3,56,2.0
287,T288,T288,Bruce Lietzke,2,55,
288,T288,T288,Mark McCumber,11,55,30.0
289,T288,T288,Robert Thompson,2,55,18.0
290,T288,T288,Ty Tryon,3,55,20.0
291,T292,T292,Chad Campbell,3,54,54.0
292,T292,T292,Casey Martin,2,54,54.0
293,T292,T292,Mike Standly,6,54,3.0
294,T295,T295,Paul McGinley,4,53,37.0
295,T295,T295,Don Pooley,3,53,53.0
296,T297,T297,Tim Conley,1,52,52.0
297,T297,T297,Gary Orr,4,52,52.0
298,T297,T297,Stan Utley,3,52,1.0
299,300,300,Omar Uresti,3,51,25.0
300,T301,T301,Tony Carolan,1,50,50.0
301,T301,T301,Paul Casey,3,50,11.0
302,T301,T301,Nick Cassini,1,50,50.0
303,T301,T301,John Maginnes,2,50,2.0
304,T301,T301,Jeff Quinney,7,50,14.0
305,T301,T301,Greg Twiggs,1,50,9.0
306,T307,T307,Aaron Barber,2,49,6.0
307,T307,T307,Rob Labritz,2,49,
308,T307,T307,Sandy Lyle,5,49,29.0
309,T310,T310,Mike Kullberg,2,48,
310,T310,T310,Arron Oberholser,1,48,48.0
311,T312,T312,Andy Bean,8,47,4.0
312,T312,T312,Michael Campbell,10,47,15.0
313,T312,T312,Keith Fergus,3,47,26.0
314,T312,T312,Doug Sanders,1,47,47.0
315,T312,T312,Mike Sullivan,2,47,13.0
316,T312,T312,Tom Watson,4,47,
317,T318,T318,Todd Fanning,2,46,2.0
318,T318,T318,Ken Green,5,46,22.0
319,T320,T320,Michael Combs,1,45,13.0
320,T320,T320,Rick Fehr,9,45,11.0
321,T320,T320,Tom Kite,5,45,34.0
322,T323,T323,Michael Allen,1,44,3.0
323,T323,T323,Wayne DeFrancesco,2,44,12.0
324,T323,T323,Shawn Kelly,2,44,40.0
325,T323,T323,Rick Schuller,1,44,4.0
326,T327,T327,Raymond Floyd,2,43,10.0
327,T327,T327,Lucas Glover,2,43,6.0
328,T327,T327,Bob Lohr,1,43,5.0
329,T327,T327,Nick O'Hern,4,43,43.0
330,T327,T327,David Sutherland,2,43,43.0
331,T332,T332,Chip Beck,4,42,7.0
332,T332,T332,Mark Carnevale,3,42,29.0
333,T332,T332,Kazuhiko Hosokawa,2,42,27.0
334,T332,T332,Richard Johnson,1,42,42.0
335,T332,T332,Roger Maltbie,2,42,1.0
336,T332,T332,Gene Sauers,2,42,6.0
337,T332,T332,Bobby Wadkins,1,42,42.0
338,T339,T339,Jeffrey Lankford,2,41,12.0
339,T339,T339,Eric Lippert,1,41,3.0
340,T339,T339,David Ogrin,2,41,9.0
341,T339,T339,Fred Wadsworth,6,41,9.0
342,T343,T343,Kelly Gibson,3,40,14.0
343,T343,T343,Mark Johnson,1,40,31.0
344,T343,T343,Andy Oldcorn,2,40,40.0
345,T346,T346,Gene Fieger,2,39,39.0
346,T346,T346,Shingo Katayama,6,39,25.0
347,T346,T346,Wayne Levi,2,39,25.0
348,T349,T349,Bobby Cochran,1,38,33.0
349,T349,T349,Mike Donald,3,38,34.0
350,T349,T349,Bobby Kalinowski,2,38,10.0
351,T349,T349,Gareth Paddison,1,38,10.0
352,T349,T349,Arnold Palmer,4,38,
353,T354,T354,Stephen Gangluff,2,37,5.0
354,T354,T354,Dean Wilson,2,37,30.0
355,T356,T356,Ian Baker-Finch,1,36,36.0
356,T356,T356,Don Bell,1,36,36.0
357,T356,T356,Jim Benepe,1,36,36.0
358,T356,T356,Aaron Bengoechea,1,36,36.0
359,T356,T356,Don Berry,1,36,36.0
360,T356,T356,Ray Boone,1,36,36.0
361,T356,T356,Bob Boyd,1,36,36.0
362,T356,T356,Tony Branham,1,36,36.0
363,T356,T356,Danny Briggs,1,36,36.0
364,T356,T356,Brian Cairns,1,36,36.0
365,T356,T356,Matt Cannon,1,36,36.0
366,T356,T356,Tim Clark,3,36,15.0
367,T356,T356,Dennis Colligan,1,36,36.0
368,T356,T356,Michael Connell,1,36,36.0
369,T356,T356,Billy Downes,1,36,36.0
370,T356,T356,Chris Endres,1,36,36.0
371,T356,T356,Tim Fleming,1,36,36.0
372,T356,T356,Brad Fritsch,1,36,36.0
373,T356,T356,Greg Gregory,1,36,36.0
374,T356,T356,Rick Hartmann,1,36,36.0
375,T356,T356,Justin Hicks,1,36,36.0
376,T356,T356,David Ishii,1,36,36.0
377,T356,T356,Tony Kelley,1,36,36.0
378,T356,T356,Michael Kirk,1,36,36.0
379,T356,T356,Matt McDougall,1,36,36.0
380,T356,T356,Bret Nutt,1,36,36.0
381,T356,T356,Chris O'Connell,1,36,36.0
382,T356,T356,Jim Paschal,1,36,36.0
383,T356,T356,Justin Peters,1,36,36.0
384,T356,T356,Steve Pope,1,36,36.0
385,T356,T356,Greg Powers,1,36,36.0
386,T356,T356,Dean Prowse,1,36,36.0
387,T356,T356,Troy Reiser,1,36,36.0
388,T356,T356,John Robertson,1,36,36.0
389,T356,T356,Steve Schneiter,1,36,36.0
390,T356,T356,David Smail,3,36,36.0
391,T356,T356,Bart Turchin,1,36,36.0
392,T356,T356,Jay Turcsik,1,36,36.0
393,T356,T356,Billy Tuten,2,36,33.0
394,T356,T356,James Vargas,1,36,36.0
395,T356,T356,Jim Woodward,1,36,36.0
396,T356,T356,Ian Woosnam,5,36,8.0
397,T356,T356,Bruce Zabriski,1,36,36.0
398,T399,T399,John Aber,2,35,31.0
399,T399,T399,Michael Christensen,1,35,10.0
400,T399,T399,John Douma,1,35,
401,T399,T399,Robert Ford,1,35,
402,T399,T399,David Lee,1,35,
403,T399,T399,Joey Maxon,1,35,
404,T399,T399,Bryson Young,1,35,35.0
405,T406,T406,Kevin Blanton,1,34,34.0
406,T406,T406,Brad Bryant,2,34,20.0
407,T406,T406,Ryan Dillon,2,34,14.0
408,T406,T406,Tim Dunlavey,2,34,4.0
409,T406,T406,Robert Karlsson,2,34,
410,T406,T406,Jedd McLuen,1,34,34.0
411,T406,T406,Chip Sullivan,1,34,1.0
412,T413,T413,CJ Brock,1,33,2.0
413,T413,T413,Jess Daley,2,33,25.0
414,T413,T413,Larry Emery,1,33,1.0
415,T413,T413,Will Frantz,2,33,20.0
416,T413,T413,Dan Pohl,3,33,20.0
417,T413,T413,Jim Salinetti,1,33,33.0
418,T413,T413,Ken Tanigawa,1,33,2.0
419,T420,T420,Rich Bin,1,32,32.0
420,T420,T420,James Blair,1,32,3.0
421,T420,T420,Brian Conser,1,32,32.0
422,T420,T420,Steve Scott,1,32,32.0
423,T420,T420,Jay Synkelma,1,32,3.0
424,T425,T425,Dave Christensen,1,31,4.0
425,T425,T425,Nick Gilliam,1,31,
426,T427,T427,Seve Ballesteros,2,30,30.0
427,T427,T427,Rodney Butcher,1,30,30.0
428,T427,T427,Chris Dickson,1,30,1.0
429,T427,T427,Lon Hinkle,1,30,30.0
430,T427,T427,Stephen Keppler,1,30,30.0
431,T427,T427,Todd Rakotz,1,30,5.0
432,T427,T427,Charles Raulerson,2,30,21.0
433,T427,T427,Steve Sear,1,30,30.0
434,T435,T435,Jerry Burton,1,29,
435,T435,T435,Jason Dufner,1,29,5.0
436,T435,T435,Mathias Grönberg,4,29,11.0
437,T435,T435,Charley Hoffman,2,29,11.0
438,T435,T435,David Stephens,1,29,6.0
439,T440,T440,Michael Fergin,1,28,2.0
440,T440,T440,Brian Hull,1,28,
441,T440,T440,Mikko Ilonen,4,28,1.0
442,T440,T440,Mark McNulty,3,28,7.0
443,T440,T440,Rick Morton,1,28,7.0
444,T440,T440,Bryn Parry,1,28,7.0
445,T440,T440,Steve Wheatcroft,1,28,28.0
446,T440,T440,Paul Zurek,1,28,4.0
447,T448,T448,Matt Abbott,1,27,8.0
448,T448,T448,Ben Curtis,1,27,27.0
449,T448,T448,Mark Pfeil,1,27,27.0
450,T448,T448,Adam Rushin,1,27,27.0
451,T448,T448,Ken Schall,1,27,1.0
452,T448,T448,Greg Towne,1,27,8.0
453,T454,T454,Ron Kramer,1,26,9.0
454,T454,T454,William Link IV,1,26,9.0
455,T454,T454,Bill Loeffler,1,26,8.0
456,T454,T454,Richard Massey,1,26,9.0
457,T454,T454,John Mazza,2,26,4.0
458,T454,T454,Kevin Na,1,26,26.0
459,T454,T454,Rod Pampling,1,26,9.0
460,T454,T454,Matt Rosenfeld,1,26,9.0
461,T454,T454,Brian Sasada,1,26,1.0
462,T454,T454,Brett Upper,2,26,15.0
463,T464,T464,Chris Gonzales,2,25,16.0
464,T464,T464,Mike Harrigan,1,25,10.0
465,T464,T464,Richie Karl,1,25,25.0
466,T464,T464,Roy Livingston,1,25,25.0
467,T464,T464,Rob McMillan,1,25,25.0
468,T464,T464,Larry Nelson,1,25,10.0
469,T464,T464,Mike Northern,1,25,3.0
470,T464,T464,Zeb Patten,1,25,25.0
471,T464,T464,Jarmo Sandelin,2,25,25.0
472,T464,T464,Nobuhito Sato,3,25,25.0
473,T474,T474,Steven Alker,1,24,23.0
474,T474,T474,Leigh Brannan,1,24,11.0
475,T474,T474,Erik Compton,1,24,11.0
476,T474,T474,Chip Craig,1,24,6.0
477,T474,T474,Chris Greenwood,1,24,24.0
478,T474,T474,Zach Johnson,1,24,24.0
479,T474,T474,Anthony Kang,1,24,21.0
480,T474,T474,Craig Matthew,2,24,3.0
481,T474,T474,Yoshinori Mizumaki,1,24,14.0
482,T474,T474,Joseph Summerhays,1,24,5.0
483,T474,T474,Brad Westfall,1,24,24.0
484,T485,T485,Steve Brady,1,23,23.0
485,T485,T485,Tam Bronkey,1,23,12.0
486,T485,T485,Paul Devenport,2,23,1.0
487,T485,T485,Ryuji Imada,1,23,23.0
488,T485,T485,Scott Johnson,1,23,3.0
489,T485,T485,Joel Kribel,1,23,23.0
490,T485,T485,John Stone,1,23,23.0
491,T485,T485,Stephen Woodard,1,23,23.0
492,T493,T493,Jeff Barlow,1,22,5.0
493,T493,T493,Brad Benkey,1,22,13.0
494,T493,T493,Kyle Blackman,1,22,13.0
495,T493,T493,Lee Curry,1,22,22.0
496,T493,T493,Eric Egloff,1,22,12.0
497,T493,T493,George Frake II,1,22,9.0
498,T493,T493,Keiichiro Fukabori,1,22,4.0
499,T493,T493,Paul Holtby,1,22,12.0
500,T493,T493,Trevor Immelman,1,22,13.0
501,T493,T493,Jeff Kern,1,22,22.0
502,T493,T493,Tommy Kim,1,22,22.0
503,T493,T493,Graeme McDowell,1,22,13.0
504,T493,T493,Anthony Painter,1,22,13.0
505,T493,T493,Jake Reeves,1,22,22.0
506,T493,T493,Jeff Schmid,1,22,22.0
507,T508,T508,Curt Byrum,1,21,5.0
508,T508,T508,Clark Dennis,1,21,21.0
509,T508,T508,Matthew Hall,1,21,5.0
510,T508,T508,Dan Halldorson,2,21,4.0
511,T508,T508,Darrell Kestner,1,21,
512,T508,T508,Brian Kontak,1,21,14.0
513,T508,T508,Fran Marrello,1,21,3.0
514,T508,T508,James Mason,1,21,9.0
515,T508,T508,Gary Player,2,21,4.0
516,T508,T508,Stan Sall,1,21,7.0
517,T508,T508,Ted Schulz,1,21,21.0
518,T508,T508,Dave Spengler,1,21,21.0
519,T520,T520,Jorge Benedetti,1,20,2.0
520,T520,T520,Billy Casper,1,20,15.0
521,T520,T520,Rod Curl,1,20,4.0
522,T520,T520,Jeff Freeman,1,20,6.0
523,T520,T520,Jim Johnson,1,20,15.0
524,T520,T520,Steve Jurgensen,1,20,20.0
525,T520,T520,Mitch Lowe,1,20,5.0
526,T520,T520,Andy Miller,1,20,18.0
527,T520,T520,Dirk Schultz,1,20,15.0
528,T520,T520,John Shawver,1,20,20.0
529,T520,T520,Mike Small,1,20,20.0
530,T520,T520,Craig Stevens,1,20,15.0
531,T520,T520,Ray Stewart,1,20,20.0
532,T520,T520,Chris Wall,1,20,20.0
533,T520,T520,Robert Wilkin,1,20,10.0
534,T520,T520,Don Yrene,1,20,3.0
535,T536,T536,Douglas Bohn,1,19,6.0
536,T536,T536,Steve Bowman,1,19,11.0
537,T536,T536,Don Hachey,1,19,2.0
538,T536,T536,Steve Madsen,1,19,13.0
539,T536,T536,Kiernan Mattson,1,19,9.0
540,T536,T536,Tom Miler,1,19,3.0
541,T536,T536,Del Ponchock,1,19,1.0
542,T536,T536,Bob Sowards,1,19,6.0
543,T536,T536,Clark Spratlin,1,19,19.0
544,T536,T536,Dave Stockton,1,19,19.0
545,T546,T546,Colin Amaral,1,18,4.0
546,T546,T546,John Bermel,1,18,18.0
547,T546,T546,Jeff Burns,1,18,18.0
548,T546,T546,Graham Cooke,1,18,18.0
549,T546,T546,Paul Dickinson,1,18,18.0
550,T546,T546,Paul Earnest,1,18,6.0
551,T546,T546,Todd Fischer,1,18,18.0
552,T546,T546,Kevin Giancola,1,18,16.0
553,T546,T546,Jeff Gove,1,18,18.0
554,T546,T546,Terry Hatch,1,18,17.0
555,T546,T546,Kevin Kemp,1,18,1.0
556,T546,T546,Brad Klapprott,1,18,10.0
557,T546,T546,Edward Loar,1,18,3.0
558,T546,T546,Mike Meehan,1,18,3.0
559,T546,T546,Chris Rieve,1,18,
560,T546,T546,Chris Stutts,1,18,13.0
561,T546,T546,Lanny Wadkins,1,18,12.0
562,T546,T546,Brett Wetterich,1,18,18.0
563,T546,T546,"Carl Worley, Jr.",1,18,18.0
564,T565,T565,Brett Carmen,1,17,4.0
565,T565,T565,John Harris,1,17,17.0
566,T565,T565,Wes Heffernan,1,17,6.0
567,T565,T565,Hale Irwin,1,17,17.0
568,T565,T565,David Jackson,1,17,11.0
