,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Franklin Langham,22,16,,4,7,2001050
1,T2,T2,Ronnie Black,17,13,1.0,4,7,2001100
2,T2,T2,Scott McCarron,25,13,1.0,1,12,2001460
3,T2,T2,Greg Norman,11,13,1.0,2,17,2001150
4,T2,T2,Jesper Parnevik,25,13,4.0,3,17,2001100
5,T6,T6,Chris DiMarco,29,12,1.0,3,5,2001110
6,T6,T6,Brian Gay,32,12,,1,5,2001390
7,T6,T6,David Morland IV,29,12,,1,11,2001110
8,T9,T9,Jim Carter,28,11,,1,7,2001210
9,T9,T9,Peter Jacobsen,17,11,10.0,1,14,2001120
10,T9,T9,Joe Ogilvie,34,11,1.0,1,5,2001280
11,T9,T9,Curtis Strange,11,11,3.0,2,17,2001100
12,T9,T9,Tim Thelen,7,11,1.0,1,3,2001190
13,T9,T9,Scott Verplank,26,11,,4,12,2001280
14,T15,T15,Paul Azinger,20,10,2.0,4,12,2001150
15,T15,T15,Bob Burns,29,10,,2,5,2001070
16,T15,T15,Stewart Cink,29,10,,4,2,2001210
17,T15,T15,Ernie Els,19,10,7.0,1,12,2001050
18,T15,T15,Edward Fryatt,31,10,2.0,4,12,2001300
19,T15,T15,Padraig Harrington,9,10,,4,14,2001250
20,T15,T15,Skip Kendall,33,10,4.0,3,6,2001340
21,T15,T15,Greg Kraft,33,10,,2,3,2001080
22,T15,T15,Phil Mickelson,23,10,1.0,1,2,2001150
23,T15,T15,Jeff Sluman,30,10,1.0,3,2,2001480
24,T25,T25,Greg Chalmers,27,9,1.0,2,14,2001050
25,T25,T25,David Duval,20,9,1.0,2,3,2001480
26,T25,T25,Joel Edwards,30,9,1.0,4,7,2001360
27,T25,T25,Brad Elder,35,9,,2,9,2001200
28,T25,T25,Bob Estes,26,9,,3,15,2001210
29,T25,T25,Brad Faxon,26,9,,3,14,2001350
30,T25,T25,Dan Forsman,25,9,2.0,1,16,2001120
31,T25,T25,Jeff Julian,22,9,,2,3,2001380
32,T25,T25,Cliff Kresge,31,9,9.0,3,5,2001460
33,T25,T25,Neal Lancaster,36,9,2.0,1,2,2001180
34,T25,T25,Ian Leggatt,29,9,,4,11,2001220
35,T25,T25,Justin Leonard,30,9,,3,3,2001340
36,T25,T25,Bob May,25,9,1.0,4,11,2001190
37,T25,T25,Rocco Mediate,21,9,3.0,3,13,2001160
38,T25,T25,Steve Stricker,20,9,3.0,3,13,2001190
39,T25,T25,Esteban Toledo,36,9,1.0,2,17,2001210
40,T25,T25,Mike Weir,23,9,1.0,4,16,2001150
41,T25,T25,Jay Williamson,35,9,,1,5,2001320
42,T43,T43,Fulton Allem,21,8,,1,6,2001120
43,T43,T43,Doug Barron,25,8,2.0,1,9,2001320
44,T43,T43,Rich Beem,31,8,2.0,1,13,2001110
45,T43,T43,Tom Byrum,27,8,,2,17,2001340
46,T43,T43,Brandel Chamblee,23,8,1.0,2,6,2001040
47,T43,T43,Glen Day,28,8,,4,14,2001180
48,T43,T43,Steve Elkington,20,8,,2,3,2001390
49,T43,T43,Ben Ferguson,30,8,,1,10,2001380
50,T43,T43,Paul Gow,27,8,2.0,1,1,2001260
51,T43,T43,Kelly Grunewald,27,8,,1,10,2001180
52,T43,T43,Jay Haas,21,8,,3,10,2001230
53,T43,T43,Jeff Hart,28,8,,1,10,2001110
54,T43,T43,Mike Hulbert,19,8,1.0,1,14,2001250
55,T43,T43,Tripp Isenhour,31,8,,2,1,2001100
56,T43,T43,Craig Kanada,28,8,2.0,2,16,2001430
57,T43,T43,Jonathan Kaye,33,8,,4,7,2001350
58,T43,T43,Bernhard Langer,17,8,,2,10,2001240
59,T43,T43,Davis Love III,20,8,2.0,3,16,2001050
