,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Russ Cochran,24,166
1,2,2,Tommy Armour III,32,158
2,3,3,Greg Chalmers,27,139
3,T4,T4,Craig Kanada,28,137
4,T4,T4,Chris Perry,26,137
5,6,6,Hunter Haas,30,126
6,7,7,Fred Couples,19,125
7,8,8,Shigeki Maruyama,27,124
8,9,9,Shaun Micheel,34,119
9,10,10,Jerry Smith,31,115
10,11,11,Carlos Franco,27,106
11,T12,T12,Briny Baird,31,99
12,T12,T12,Corey Pavin,22,99
13,14,14,Mike Sposa,29,95
14,15,15,"Dave Stockton, Jr.",21,93
15,16,16,Loren Roberts,25,80
16,17,17,Steve Elkington,20,76
17,T18,T18,Mark Calcavecchia,23,75
18,T18,T18,Glen Day,28,75
19,20,20,Stephen Ames,26,73
20,T21,T21,Bob Burns,29,72
21,T21,T21,Dicky Pride,27,72
22,23,23,Brad Elder,35,68
23,24,24,Chris Tidland,29,66
24,T25,T25,Keith Clearwater,23,62
25,T25,T25,Kirk Triplett,26,62
26,27,27,Kent Jones,28,61
27,28,28,Willie Wood,16,60
28,T29,T29,Tom Byrum,27,58
29,T29,T29,Brian Henninger,29,58
30,T29,T29,Garrett Willis,33,58
31,32,32,Greg Kraft,33,55
32,T33,T33,John Cook,25,54
33,T33,T33,Chris Smith,30,54
34,T35,T35,Mathew Goggin,33,53
35,T35,T35,David Morland IV,29,53
36,T35,T35,Brent Schwarzrock,20,53
37,T38,T38,Doug Dunakey,32,50
38,T38,T38,Bob May,25,50
39,T38,T38,Geoff Ogilvy,23,50
40,T38,T38,Mike Weir,23,50
41,T38,T38,Jay Williamson,35,50
42,T43,T43,Cameron Beckman,29,46
43,T43,T43,Brent Geiberger,25,46
44,T43,T43,Neal Lancaster,36,46
45,T43,T43,Ted Tryba,33,46
46,47,47,Kaname Yokoo,27,45
47,48,48,J.J. Henry,28,44
48,T49,T49,Danny Ellis,27,43
49,T49,T49,Jerry Kelly,31,43
50,51,51,Scott Simpson,22,42
51,T52,T52,Chris DiMarco,29,41
52,T52,T52,Fred Funk,33,41
53,T52,T52,Jesper Parnevik,25,41
54,55,55,Jeff Maggert,27,40
55,56,56,Gary Nicklaus,34,37
56,T57,T57,Billy Andrade,27,36
57,T57,T57,John Huston,20,36
58,T59,T59,Stewart Cink,29,35
59,T59,T59,Steve Stricker,20,35
60,61,61,Tom Pernice Jr.,33,34
61,T62,T62,Craig Perks,30,33
62,T62,T62,Tommy Tolles,31,33
63,T64,T64,Richie Coughlan,26,32
64,T64,T64,Kelly Grunewald,27,32
65,T64,T64,Andrew Magee,31,32
66,T64,T64,Michael Muehr,32,32
67,T64,T64,Kenny Perry,26,32
68,T69,T69,Paul Azinger,20,31
69,T69,T69,Paul Gow,27,31
70,T69,T69,Paul Goydos,29,31
71,T69,T69,J.P. Hayes,23,31
72,T69,T69,J.L. Lewis,31,31
73,T74,T74,Rich Beem,31,30
74,T74,T74,Jay Don Blake,31,30
75,T74,T74,Harrison Frazar,25,30
76,T74,T74,Rocky Walcher,26,30
77,T74,T74,Brian Wilson,31,30
78,T79,T79,Robert Gamez,22,29
79,T79,T79,Chris Riley,30,29
80,81,81,Jay Haas,21,28
