,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
81,T82,T82,Per-Ulrik Johansson,29,27
82,T82,T82,John Riegger,27,27
83,T84,T84,Fulton Allem,21,25
84,T84,T84,Dudley Hart,25,25
85,T86,T86,Edward Fryatt,31,24
86,T86,T86,Andrew McLardy,26,24
87,T86,T86,Sean Murphy,27,24
88,T86,T86,Vijay Singh,26,24
89,T90,T90,Robert Damron,27,23
90,T90,T90,Tom Lehman,23,23
91,T90,T90,Steve Lowery,28,23
92,T90,T90,Billy Mayfair,29,23
93,T90,T90,Steve Pate,30,23
94,T95,T95,Doug Barron,25,22
95,T95,T95,Gabriel Hjertstedt,30,22
96,T95,T95,Bradley Hughes,33,22
97,T95,T95,Kevin Johnson,32,22
98,T95,T95,Lee Porter,30,22
99,T95,T95,Esteban Toledo,36,22
100,T95,T95,Brian Watts,16,22
101,T102,T102,Brandel Chamblee,23,21
102,T102,T102,Steve Flesch,32,21
103,T102,T102,Jimmy Green,33,21
104,T102,T102,Len Mattiace,30,21
105,T106,T106,Joel Edwards,30,20
106,T106,T106,José María Olazábal,15,20
107,T108,T108,Steve Allan,31,19
108,T108,T108,Craig Barlow,23,19
109,T108,T108,Craig Parry,22,19
110,T108,T108,Rory Sabbatini,23,19
111,T112,T112,Jeremy Anderson,28,18
112,T112,T112,Jeff Julian,22,18
113,T112,T112,Brett Quigley,21,18
114,T115,T115,Charles Howell III,24,16
115,T115,T115,Joey Sindelar,25,16
116,T117,T117,David Duval,20,14
117,T117,T117,Brad Faxon,26,14
118,T117,T117,Sergio Garcia,18,14
119,T117,T117,Jeff Hart,28,14
120,T117,T117,Carl Paulson,31,14
121,T117,T117,Jeff Sluman,30,14
122,T123,T123,Scott Hoch,24,13
123,T123,T123,Bernhard Langer,17,13
124,T123,T123,Rocco Mediate,21,13
125,T123,T123,Mark Wiebe,24,13
126,T127,T127,Ronnie Black,17,12
127,T127,T127,Mark Brooks,27,12
128,T127,T127,K.J. Choi,29,12
129,T127,T127,Jim Furyk,24,12
130,T127,T127,Jason Gore,30,12
131,T127,T127,Donnie Hammond,14,12
132,T127,T127,Pete Jordan,36,12
133,T127,T127,Blaine McCallister,28,12
134,T127,T127,Spike McRoy,31,12
135,T136,T136,Stuart Appleby,29,11
136,T136,T136,Marco Dawson,19,11
137,T136,T136,Matt Gogel,26,11
138,T139,T139,Dan Forsman,25,10
139,T139,T139,Cliff Kresge,31,10
140,T139,T139,Paul Stankowski,27,10
141,T139,T139,Kevin Sutherland,30,10
142,T139,T139,Hal Sutton,26,10
143,T144,T144,Glen Hnatiuk,31,9
144,T144,T144,Tripp Isenhour,31,9
145,T144,T144,Steve Jones,25,9
146,T144,T144,Bob Tway,29,9
147,T148,T148,Ben Bates,18,8
148,T148,T148,Justin Leonard,30,8
149,T148,T148,Davis Love III,20,8
150,T151,T151,Robert Allenby,29,7
151,T151,T151,Michael Clark II,30,7
152,T151,T151,José Coceres,19,7
153,T151,T151,Ian Leggatt,29,7
154,T151,T151,Grant Waite,28,7
155,T156,T156,Brian Gay,32,6
156,T156,T156,Tim Herron,29,6
157,T156,T156,Frank Lickliter II,29,6
158,T156,T156,Scott McCarron,25,6
159,T156,T156,Frank Nobilo,28,6
160,T156,T156,David Toms,28,6
161,T162,T162,Ernie Els,19,5
162,T162,T162,Ben Ferguson,30,5
163,T162,T162,Robin Freeman,34,5
164,T162,T162,Brandt Jobe,30,5
165,T162,T162,Phil Mickelson,23,5
166,T162,T162,Larry Mize,24,5
167,T168,T168,Woody Austin,34,4
168,T168,T168,Olin Browne,30,4
169,T168,T168,Scott Dunlap,28,4
170,T168,T168,David Frost,27,4
171,T168,T168,Skip Kendall,33,4
172,T168,T168,David Peoples,31,4
173,T168,T168,Nick Price,20,4
174,T168,T168,Tom Scherrer,28,4
175,T176,T176,"David Berganio, Jr.",25,3
176,T176,T176,Jeff Brehaut,26,3
177,T176,T176,John Daly,25,3
178,T176,T176,Joe Durant,25,3
179,T176,T176,Mark O'Meara,21,3
180,T176,T176,Dennis Paulson,25,3
181,T176,T176,Jean Van de Velde,17,3
182,T183,T183,Bob Estes,26,2
183,T183,T183,Jonathan Kaye,33,2
184,T183,T183,Joe Ogilvie,34,2
185,T183,T183,Duffy Waldorf,27,2
186,T187,T187,Jim Carter,28,1
187,T187,T187,Bill Glasson,26,1
188,T187,T187,Mark Hensby,29,1
189,T187,T187,Lee Janzen,29,1
190,T187,T187,Franklin Langham,22,1
191,T187,T187,Scott Verplank,26,1
192,T187,T187,Tiger Woods,19,1
