,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,17.0,
1,2,2,Scott Hoch,14,14.0,
2,3,3,Davis Love III,13,13.0,
3,4,4,Mark O'Meara,12,3.0,
4,T5,T5,David Edwards,11,,
5,T5,T5,Jim Furyk,11,7.0,
6,T5,T5,Bernhard Langer,11,11.0,
7,T5,T5,Bruce Lietzke,11,1.0,
8,T5,T5,Mark McCumber,11,2.0,
9,T5,T5,Jerry Pate,11,,
10,T5,T5,Tiger Woods,11,11.0,
11,T12,T12,Fred Couples,10,3.0,
12,T12,T12,Steve Flesch,10,5.0,
13,T12,T12,David Frost,10,6.0,
14,T12,T12,Corey Pavin,10,3.0,
15,T12,T12,Mike Reid,10,2.0,
16,T12,T12,Chris Riley,10,10.0,
17,T12,T12,Gene Sauers,10,1.0,
18,T12,T12,Tom Sieckmann,10,,
19,T12,T12,Chris Smith,10,5.0,
20,T12,T12,Grant Waite,10,3.0,
21,T22,T22,Billy Andrade,9,7.0,
22,T22,T22,Notah Begay III,9,1.0,
23,T22,T22,Brad Bryant,9,1.0,
24,T22,T22,Mark Calcavecchia,9,9.0,
25,T22,T22,Stewart Cink,9,4.0,
26,T22,T22,Lennie Clements,9,,
27,T22,T22,Fred Funk,9,8.0,
28,T22,T22,Sergio Garcia,9,9.0,
29,T22,T22,Brian Gay,9,9.0,
30,T22,T22,Paul Gow,9,9.0,
31,T22,T22,Jay Haas,9,6.0,
32,T22,T22,Blaine McCallister,9,4.0,
33,T22,T22,Phil Mickelson,9,7.0,
34,T22,T22,Gil Morgan,9,,
35,T22,T22,Greg Norman,9,1.0,
36,T22,T22,Jesper Parnevik,9,4.0,
37,T22,T22,Chris Perry,9,4.0,
38,T22,T22,Loren Roberts,9,4.0,
39,T22,T22,Jeff Sluman,9,9.0,
40,T22,T22,Payne Stewart,9,,
41,T22,T22,Hal Sutton,9,5.0,
42,T22,T22,Kirk Triplett,9,6.0,
43,T22,T22,Bob Tway,9,7.0,
44,T22,T22,Scott Verplank,9,6.0,
45,T46,T46,John Adams,8,,
46,T46,T46,Robert Allenby,8,4.0,
47,T46,T46,Paul Azinger,8,5.0,
48,T46,T46,Ian Baker-Finch,8,,
49,T46,T46,Doug Barron,8,3.0,
50,T46,T46,Andy Bean,8,2.0,
51,T46,T46,Bill Britton,8,,
52,T46,T46,Rex Caldwell,8,,
53,T46,T46,Bobby Clampett,8,,
