,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Tiger Woods,78,1998050
1,2,2,Paul Azinger,18,2001050
2,3,3,David Duval,17,2001080
3,T4,T4,Chris DiMarco,16,2001200
4,T4,T4,Charles Howell III,16,2001270
5,T4,T4,Jesper Parnevik,16,2001140
6,7,7,Jonathan Kaye,14,2001260
7,8,8,Scott Verplank,13,2001230
8,T9,T9,Andrew Coltart,11,1998350
9,T9,T9,Scott McCarron,11,2001240
10,T9,T9,Bob Tway,11,2001330
11,12,12,Stuart Appleby,10,2001310
12,T13,T13,Steve Flesch,9,2001330
13,T13,T13,Nick Price,9,2001280
14,T13,T13,Chris Riley,9,2001330
15,T16,T16,Robert Allenby,8,2001350
16,T16,T16,Davis Love III,8,2001280
17,T16,T16,Phil Mickelson,8,2001250
18,T19,T19,Jim Carter,7,2001340
19,T19,T19,Bob Estes,7,2001350
20,T19,T19,J.J. Henry,7,2001380
21,T19,T19,Greg Kraft,7,2001420
22,T23,T23,Tom Byrum,6,2001420
23,T23,T23,José Coceres,6,2001350
24,T23,T23,John Huston,6,2001320
25,T23,T23,Lee Janzen,6,2001420
26,T23,T23,Paul McGinley,6,2000370
27,T28,T28,Jay Don Blake,5,2001430
28,T28,T28,Steve Elkington,5,2001370
29,T28,T28,J.P. Hayes,5,2001290
30,T28,T28,Skip Kendall,5,2001450
31,T32,T32,Briny Baird,4,2001450
32,T32,T32,Todd Barranger,4,2000290
33,T32,T32,Stewart Cink,4,2001460
34,T32,T32,Glen Day,4,2001460
35,T32,T32,Brad Faxon,4,2001350
36,T32,T32,Yoshinori Mizumaki,4,2000360
37,T32,T32,Colin Montgomerie,4,2001250
38,T32,T32,David Peoples,4,2001460
39,T32,T32,Doug Tewell,4,1999230
40,T32,T32,Jean Van de Velde,4,2001330
41,T32,T32,D.A. Weibring,4,2001290
42,T32,T32,Mike Weir,4,2001390
43,T32,T32,Mark Wilson,4,1999280
44,T45,T45,Woody Austin,3,2001460
45,T45,T45,Gordon Brand Jr.,3,1998295
46,T45,T45,Mark Carnevale,3,2001300
47,T45,T45,Jeff Coston,3,1989360
48,T45,T45,Paul Curry,3,2000455
49,T45,T45,Danny Ellis,3,2001470
50,T45,T45,Niclas Fasth,3,2001310
51,T45,T45,Stephen Gangluff,3,2000230
52,T45,T45,Mathew Goggin,3,2001470
53,T45,T45,Hale Irwin,3,1999330
54,T45,T45,Toshi Izawa,3,2001090
55,T45,T45,Bernhard Langer,3,2001370
56,T45,T45,Tom Lehman,3,2001460
57,T45,T45,Justin Leonard,3,2001460
58,T45,T45,Steve Lowery,3,2001470
59,T45,T45,Jeff Maggert,3,2001460
60,T45,T45,Shigeki Maruyama,3,2001450
61,T45,T45,Blaine McCallister,3,2001470
62,T45,T45,Shaun Micheel,3,2001470
63,T45,T45,David Morland IV,3,2001460
64,T45,T45,Greg Norman,3,2001330
65,T45,T45,Phillip Price,3,2001310
66,T45,T45,Jeff Roth,3,1998320
67,T45,T45,Rory Sabbatini,3,2001460
68,T45,T45,Bob Shearer,3,1984320
69,T45,T45,Vijay Singh,3,2001470
70,T45,T45,Mike Sposa,3,2001470
71,T45,T45,Steve Stricker,3,2001350
72,T73,T73,Michael Allen,2,2000300
73,T73,T73,Stephen Ames,2,2001460
74,T73,T73,Pat Bates,2,1996310
75,T73,T73,Cameron Beckman,2,2001480
76,T73,T73,Thomas Bjørn,2,2001350
77,T73,T73,Guy Boros,2,2001320
78,T73,T73,Jason Buha,2,2000460
79,T73,T73,Jonathan Byrd,2,2000430
80,T73,T73,Russ Cochran,2,2001480
81,T73,T73,Bobby Cochran,2,2000470
