,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Tiger Woods,52
1,2,2,Vijay Singh,34
2,3,3,Phil Mickelson,31
3,4,4,Brad Faxon,28
4,5,5,Bob Estes,25
5,T6,T6,K.J. Choi,20
6,T6,T6,Charles Howell III,20
7,T6,T6,Nick Price,20
8,T6,T6,Jeff Sluman,20
9,T10,T10,Joe Durant,19
10,T10,T10,Fred Funk,19
11,T10,T10,John Riegger,19
12,T13,T13,Stewart Cink,18
13,T13,T13,Skip Kendall,18
14,T13,T13,Neal Lancaster,18
15,T13,T13,Davis Love III,18
16,T13,T13,Kevin Sutherland,18
17,T13,T13,Kirk Triplett,18
18,T19,T19,Glen Day,17
19,T19,T19,Joel Edwards,17
20,T19,T19,Jay Haas,17
21,T19,T19,Bob Tway,17
22,T23,T23,Cameron Beckman,16
23,T23,T23,Russ Cochran,16
24,T23,T23,Greg Kraft,16
25,T23,T23,Scott McCarron,16
26,T23,T23,Chris Riley,16
27,T28,T28,Paul Azinger,15
28,T28,T28,John Cook,15
29,T28,T28,Brian Gay,15
30,T28,T28,Scott Hoch,15
31,T28,T28,Jonathan Kaye,15
32,T28,T28,Justin Leonard,15
33,T28,T28,Bob May,15
34,T28,T28,Kenny Perry,15
35,T28,T28,Hal Sutton,15
36,T37,T37,Billy Andrade,14
37,T37,T37,John Daly,14
38,T37,T37,Chris DiMarco,14
39,T37,T37,Brad Elder,14
40,T37,T37,Sergio Garcia,14
41,T37,T37,Billy Mayfair,14
42,T37,T37,Jesper Parnevik,14
43,T44,T44,Paul Gow,13
44,T44,T44,Ian Leggatt,13
45,T44,T44,Dennis Paulson,13
46,T44,T44,David Peoples,13
47,T44,T44,Loren Roberts,13
48,T44,T44,Paul Stankowski,13
49,T44,T44,David Toms,13
50,T44,T44,Scott Verplank,13
51,T44,T44,Grant Waite,13
52,T44,T44,Duffy Waldorf,13
53,T44,T44,Brian Watts,13
54,T44,T44,D.A. Weibring,13
55,T56,T56,Stuart Appleby,12
56,T56,T56,Woody Austin,12
57,T56,T56,Mark Calcavecchia,12
58,T56,T56,Steve Flesch,12
59,T56,T56,Harrison Frazar,12
60,T56,T56,Jim Furyk,12
61,T56,T56,Brent Geiberger,12
62,T56,T56,Bill Glasson,12
63,T56,T56,J.P. Hayes,12
64,T56,T56,Glen Hnatiuk,12
65,T56,T56,John Huston,12
66,T56,T56,Lee Janzen,12
67,T56,T56,Brandt Jobe,12
68,T56,T56,Pete Jordan,12
69,T56,T56,Tom Lehman,12
70,T56,T56,Jim McGovern,12
71,T56,T56,Sean Murphy,12
72,T56,T56,Frank Nobilo,12
73,T56,T56,José María Olazábal,12
74,T56,T56,Chris Perry,12
75,T56,T56,Rory Sabbatini,12
76,T56,T56,Steve Stricker,12
77,T56,T56,Tommy Tolles,12
78,T79,T79,Robert Allenby,11
79,T79,T79,Stephen Ames,11
80,T79,T79,Briny Baird,11
81,T79,T79,Ronnie Black,11
82,T79,T79,Brandel Chamblee,11
83,T79,T79,Barry Cheesman,11
84,T79,T79,Robert Damron,11
85,T79,T79,Scott Dunlap,11
86,T79,T79,Steve Elkington,11
87,T79,T79,Ernie Els,11
88,T79,T79,Dan Forsman,11
89,T79,T79,Donnie Hammond,11
90,T79,T79,Bradley Hughes,11
91,T79,T79,Jerry Kelly,11
92,T79,T79,Bernhard Langer,11
93,T79,T79,Steve Lowery,11
94,T79,T79,Jeff Maggert,11
95,T79,T79,Jerry Smith,11
96,T97,T97,Tommy Armour III,10
97,T97,T97,Fred Couples,10
98,T97,T97,David Duval,10
99,T97,T97,Robin Freeman,10
100,T97,T97,Jimmy Green,10
101,T97,T97,Brian Henninger,10
102,T97,T97,Tim Herron,10
103,T97,T97,Miguel Angel Jiménez,10
104,T97,T97,Per-Ulrik Johansson,10
105,T97,T97,Kevin Johnson,10
106,T97,T97,Frank Lickliter II,10
107,T97,T97,Blaine McCallister,10
108,T97,T97,Michael Muehr,10
109,T97,T97,Craig Perks,10
110,T97,T97,Tom Pernice Jr.,10
111,T97,T97,Lee Porter,10
112,T97,T97,Scott Simpson,10
113,T97,T97,Mike Sposa,10
114,T97,T97,Brian Wilson,10
115,T97,T97,Kaname Yokoo,10
116,T117,T117,Rich Beem,9
117,T117,T117,Michael Bradley,9
118,T117,T117,Olin Browne,9
119,T117,T117,Jim Carter,9
120,T117,T117,Greg Chalmers,9
121,T117,T117,David Frost,9
122,T117,T117,David Gossett,9
123,T117,T117,Paul Goydos,9
124,T117,T117,Jeff Hart,9
125,T117,T117,J.J. Henry,9
126,T117,T117,Tripp Isenhour,9
127,T117,T117,Craig Kanada,9
128,T117,T117,J.L. Lewis,9
129,T117,T117,Andrew Magee,9
130,T117,T117,Spike McRoy,9
131,T117,T117,Larry Mize,9
132,T117,T117,Carl Paulson,9
133,T117,T117,Dicky Pride,9
134,T117,T117,Chris Smith,9
135,T117,T117,Mike Weir,9
136,T117,T117,Jay Williamson,9
137,T138,T138,Fulton Allem,8
138,T138,T138,Craig Barlow,8
139,T138,T138,"David Berganio, Jr.",8
140,T138,T138,Jay Don Blake,8
141,T138,T138,Jeff Brehaut,8
142,T138,T138,Mark Brooks,8
143,T138,T138,Bart Bryant,8
144,T138,T138,Michael Clark II,8
145,T138,T138,Doug Dunakey,8
146,T138,T138,Brad Fabel,8
