,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Peter Jacobsen,17,15
1,T2,T2,Andy Bean,8,12
2,T2,T2,Ryan Dillon,2,12
3,T2,T2,Steve Elkington,20,12
4,T2,T2,Matt Gogel,26,12
5,T2,T2,J.P. Hayes,23,12
6,7,7,Jay Don Blake,31,11
7,T8,T8,Cameron Beckman,29,10
8,T8,T8,Tom Byrum,27,10
9,T8,T8,Fred Funk,33,10
10,T8,T8,Gabriel Hjertstedt,30,10
11,T8,T8,Scott Hoch,24,10
12,T8,T8,Pete Jordan,36,10
13,T8,T8,Shigeki Maruyama,27,10
14,T8,T8,Grant Waite,28,10
15,T8,T8,Willie Wood,16,10
16,T17,T17,Fulton Allem,21,9
17,T17,T17,Billy Andrade,27,9
18,T17,T17,Stuart Appleby,29,9
19,T17,T17,Tommy Armour III,32,9
20,T17,T17,Craig Barlow,23,9
21,T17,T17,Mark Brooks,27,9
22,T17,T17,Mark Calcavecchia,23,9
23,T17,T17,Greg Chalmers,27,9
24,T17,T17,Stewart Cink,29,9
25,T17,T17,Marco Dawson,19,9
26,T17,T17,Doug Dunakey,32,9
27,T17,T17,David Duval,20,9
28,T17,T17,David Frost,27,9
29,T17,T17,Paul Gow,27,9
30,T17,T17,Paul Goydos,29,9
31,T17,T17,Kelly Grunewald,27,9
32,T17,T17,Brandt Jobe,30,9
33,T17,T17,Zach Johnson,1,9
34,T17,T17,Craig Kanada,28,9
35,T17,T17,Matt Kuchar,11,9
36,T17,T17,Neal Lancaster,36,9
37,T17,T17,Andrew Magee,31,9
38,T17,T17,Bob May,25,9
39,T17,T17,Billy Mayfair,29,9
40,T17,T17,Larry Mize,24,9
41,T17,T17,Michael Muehr,32,9
42,T17,T17,Steve Pate,30,9
43,T17,T17,Corey Pavin,22,9
44,T17,T17,Craig Perks,30,9
45,T17,T17,Tom Pernice Jr.,33,9
46,T17,T17,Ian Poulter,2,9
47,T17,T17,Tom Scherrer,28,9
48,T17,T17,Brent Schwarzrock,20,9
49,T17,T17,Steve Stricker,20,9
50,T17,T17,David Toms,28,9
51,T17,T17,Jay Williamson,35,9
52,T53,T53,Robert Allenby,29,8
53,T53,T53,Jeremy Anderson,28,8
54,T53,T53,Doug Barron,25,8
55,T53,T53,Ben Bates,18,8
56,T53,T53,Thomas Bjørn,7,8
57,T53,T53,Olin Browne,30,8
58,T53,T53,Brandel Chamblee,23,8
59,T53,T53,K.J. Choi,29,8
60,T53,T53,Keith Clearwater,23,8
