,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Tiger Woods,19
1,2,2,Paul Azinger,18
2,3,3,David Duval,17
3,T4,T4,Chris DiMarco,16
4,T4,T4,Charles Howell III,16
5,T4,T4,Jesper Parnevik,16
6,7,7,Jonathan Kaye,14
7,8,8,Scott Verplank,13
8,T9,T9,Scott McCarron,11
9,T9,T9,Bob Tway,11
10,11,11,Stuart Appleby,10
11,T12,T12,Steve Flesch,9
12,T12,T12,Nick Price,9
13,T12,T12,Chris Riley,9
14,T15,T15,Robert Allenby,8
15,T15,T15,Davis Love III,8
16,T15,T15,Phil Mickelson,8
17,T18,T18,Jim Carter,7
18,T18,T18,Bob Estes,7
19,T18,T18,J.J. Henry,7
20,T18,T18,Greg Kraft,7
21,T22,T22,Tom Byrum,6
22,T22,T22,José Coceres,6
23,T22,T22,John Huston,6
24,T22,T22,Lee Janzen,6
25,T26,T26,Jay Don Blake,5
26,T26,T26,Steve Elkington,5
27,T26,T26,J.P. Hayes,5
28,T26,T26,Skip Kendall,5
29,T30,T30,Briny Baird,4
30,T30,T30,Stewart Cink,4
31,T30,T30,Glen Day,4
32,T30,T30,Brad Faxon,4
33,T30,T30,Paul McGinley,4
34,T30,T30,Colin Montgomerie,4
35,T30,T30,David Peoples,4
36,T30,T30,Jean Van de Velde,4
37,T30,T30,D.A. Weibring,4
38,T30,T30,Mike Weir,4
39,T40,T40,Woody Austin,3
40,T40,T40,Mark Carnevale,3
41,T40,T40,Andrew Coltart,3
42,T40,T40,Danny Ellis,3
43,T40,T40,Niclas Fasth,3
44,T40,T40,Mathew Goggin,3
45,T40,T40,Toshi Izawa,3
46,T40,T40,Bernhard Langer,3
47,T40,T40,Tom Lehman,3
48,T40,T40,Justin Leonard,3
49,T40,T40,Steve Lowery,3
50,T40,T40,Jeff Maggert,3
51,T40,T40,Shigeki Maruyama,3
52,T40,T40,Blaine McCallister,3
53,T40,T40,Shaun Micheel,3
54,T40,T40,David Morland IV,3
55,T40,T40,Greg Norman,3
56,T40,T40,Phillip Price,3
57,T40,T40,Rory Sabbatini,3
58,T40,T40,Vijay Singh,3
59,T40,T40,Mike Sposa,3
60,T40,T40,Steve Stricker,3
61,T62,T62,Stephen Ames,2
62,T62,T62,Cameron Beckman,2
63,T62,T62,Thomas Bjørn,2
64,T62,T62,Guy Boros,2
65,T62,T62,Russ Cochran,2
66,T62,T62,Fred Couples,2
67,T62,T62,Trevor Dodds,2
68,T62,T62,Joel Edwards,2
69,T62,T62,Brad Elder,2
70,T62,T62,Carlos Franco,2
71,T62,T62,Fred Funk,2
72,T62,T62,Stephen Gangluff,2
73,T62,T62,Retief Goosen,2
74,T62,T62,David Gossett,2
75,T62,T62,Jimmy Green,2
76,T62,T62,Bradley Hughes,2
77,T62,T62,Matt Kuchar,2
78,T62,T62,Neal Lancaster,2
79,T62,T62,Frank Lickliter II,2
80,T62,T62,Andrew Magee,2
81,T62,T62,Kenny Perry,2
82,T62,T62,Lee Porter,2
83,T62,T62,Dicky Pride,2
84,T62,T62,Brett Quigley,2
85,T62,T62,Loren Roberts,2
86,T62,T62,Brent Schwarzrock,2
87,T62,T62,Jeff Sluman,2
88,T62,T62,Phil Tataurangi,2
89,T62,T62,Esteban Toledo,2
90,T62,T62,Grant Waite,2
91,T62,T62,Mark Wilson,2
92,T62,T62,Willie Wood,2
93,T62,T62,Ian Woosnam,2
94,T62,T62,Fuzzy Zoeller,2
95,T62,T62,Richard Zokol,2
