,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,T1,T1,Davis Love III,20,8
1,T1,T1,Billy Mayfair,29,8
2,T3,T3,Paul Azinger,20,5
3,T3,T3,Harrison Frazar,25,5
4,T3,T3,Donnie Hammond,14,5
5,T3,T3,Gabriel Hjertstedt,30,5
6,T3,T3,Tom Scherrer,28,5
7,T3,T3,Garrett Willis,33,5
8,T3,T3,Kaname Yokoo,27,5
9,T10,T10,Robert Allenby,29,4
10,T10,T10,Rich Barcelo,1,4
11,T10,T10,Jay Don Blake,31,4
12,T10,T10,Tom Byrum,27,4
13,T10,T10,Mark Calcavecchia,23,4
14,T10,T10,Jim Carter,28,4
15,T10,T10,John Cook,25,4
16,T10,T10,John Daly,25,4
17,T10,T10,Brent Geiberger,25,4
18,T10,T10,Retief Goosen,10,4
19,T10,T10,Blaine McCallister,28,4
20,T10,T10,Geoff Ogilvy,23,4
21,T10,T10,Dennis Paulson,25,4
22,T10,T10,David Peoples,31,4
23,T10,T10,Kenny Perry,26,4
24,T10,T10,Brett Quigley,21,4
25,T10,T10,John Riegger,27,4
26,T10,T10,Brent Schwarzrock,20,4
27,T10,T10,Mike Sposa,29,4
28,T10,T10,Tommy Tolles,31,4
29,T10,T10,David Toms,28,4
30,T10,T10,Scott Verplank,26,4
31,T32,T32,Steve Allan,31,3
32,T32,T32,Stephen Ames,26,3
33,T32,T32,Stuart Appleby,29,3
34,T32,T32,Tommy Armour III,32,3
35,T32,T32,Rich Beem,31,3
36,T32,T32,"David Berganio, Jr.",25,3
37,T32,T32,Rob Bradley,1,3
38,T32,T32,Jeff Brehaut,26,3
39,T32,T32,Chad Campbell,3,3
40,T32,T32,Emanuele Canonica,19,3
41,T32,T32,Mark Carnevale,3,3
42,T32,T32,Brandel Chamblee,23,3
