,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Bob Estes,336,25
1,2,2,Nick Price,386,20
2,3,3,Skip Kendall,223,18
3,4,4,Glen Day,220,17
4,5,5,Cameron Beckman,85,16
5,T6,T6,Bob May,86,15
6,T6,T6,Kenny Perry,378,15
7,8,8,Chris DiMarco,187,14
8,T9,T9,Neal Lancaster,368,13
9,T9,T9,Scott McCarron,182,13
10,T9,T9,Chris Riley,85,13
11,T9,T9,Loren Roberts,525,13
12,T9,T9,Scott Verplank,353,13
13,T14,T14,J.P. Hayes,182,12
14,T14,T14,John Huston,358,12
15,T14,T14,Lee Janzen,328,12
16,T17,T17,Brian Henninger,239,10
17,T17,T17,Tiger Woods,119,10
18,T19,T19,David Duval,169,9
19,T19,T19,Fred Funk,414,9
20,T19,T19,David Gossett,29,9
21,T19,T19,Chris Smith,127,9
22,T19,T19,Mike Weir,119,9
23,T24,T24,Paul Azinger,429,8
24,T24,T24,Jay Don Blake,407,8
25,T24,T24,Carlos Franco,76,8
26,T24,T24,Matt Kuchar,22,8
27,T24,T24,Lee Porter,149,8
28,29,29,Keith Clearwater,366,7
29,T30,T30,Brad Bryant,505,6
30,T30,T30,Chad Campbell,7,6
31,T30,T30,Robert Damron,142,6
32,T30,T30,Brad Elder,77,6
33,T30,T30,Dan Forsman,503,6
34,T30,T30,Brent Geiberger,128,6
35,T30,T30,Tripp Isenhour,31,6
36,T30,T30,Shigeki Maruyama,75,6
37,T38,T38,Briny Baird,57,5
38,T38,T38,Stewart Cink,145,5
39,T38,T38,Darren Clarke,38,5
40,T38,T38,Russ Cochran,535,5
41,T38,T38,Ernie Els,135,5
42,T38,T38,"Jim Gallagher, Jr.",473,5
43,T38,T38,Jason Gore,33,5
44,T38,T38,Joey Gullion,40,5
45,T38,T38,Glen Hnatiuk,90,5
46,T38,T38,Per-Ulrik Johansson,58,5
47,T38,T38,Brett Quigley,126,5
48,T38,T38,Mike Sposa,87,5
49,T38,T38,Esteban Toledo,162,5
50,T38,T38,Omar Uresti,196,5
51,T52,T52,Stephen Ames,91,4
52,T52,T52,Doug Barron,142,4
53,T52,T52,"David Berganio, Jr.",80,4
54,T52,T52,Jaxon Brigman,3,4
55,T52,T52,Bob Burns,141,4
56,T52,T52,Jonathan Byrd,2,4
57,T52,T52,Tom Byrum,435,4
58,T52,T52,Paul Casey,3,4
59,T52,T52,K.J. Choi,60,4
60,T52,T52,Michael Christensen,1,4
61,T52,T52,Michael Clark II,59,4
62,T52,T52,John Cook,569,4
63,T52,T52,Fred Couples,448,4
64,T52,T52,Doug Dunakey,92,4
65,T52,T52,Joel Edwards,316,4
66,T52,T52,Danny Ellis,28,4
67,T52,T52,Jim Furyk,216,4
68,T52,T52,Sergio Garcia,41,4
69,T52,T52,J.J. Henry,32,4
70,T52,T52,Katsumune Imai,1,4
71,T52,T52,Pete Jordan,237,4
72,T52,T52,Shingo Katayama,12,4
73,T52,T52,Jerry Kelly,195,4
74,T52,T52,Mark O'Meara,527,4
75,T52,T52,Dennis Paulson,134,4
76,T52,T52,Carl Paulson,115,4
77,T52,T52,Brent Schwarzrock,40,4
78,T52,T52,Mike Standly,271,4
79,T52,T52,Chris Tidland,36,4
80,T52,T52,Bobby Wadkins,547,4
81,T52,T52,Garrett Willis,35,4
82,T52,T52,Willie Wood,411,4
83,T52,T52,Richard Zokol,366,4
84,T85,T85,Jeremy Anderson,29,3
85,T85,T85,Tony Carolan,1,3
86,T85,T85,Trevor Dodds,261,3
87,T85,T85,Joe Durant,152,3
88,T85,T85,Andrew McLardy,27,3
89,T85,T85,Jesper Parnevik,153,3
90,T85,T85,David Peoples,438,3
91,T85,T85,Des Smyth,5,3
92,T85,T85,David Toms,265,3
93,T94,T94,Jim Benepe,110,2
94,T94,T94,Rodney Butcher,10,2
95,T94,T94,Mark Carnevale,194,2
96,T94,T94,Nick Cassini,1,2
97,T94,T94,Greg Chalmers,87,2
98,T94,T94,Ben Curtis,2,2
99,T94,T94,Gene Fieger,9,2
100,T94,T94,Pierre Fulke,11,2
101,T94,T94,Dudley Hart,282,2
102,T94,T94,Mikko Ilonen,5,2
103,T94,T94,Davis Love III,392,2
104,T94,T94,Jeff Maggert,288,2
105,T94,T94,James McLean,1,2
106,T94,T94,Colin Montgomerie,73,2
107,T94,T94,Arron Oberholser,3,2
108,T94,T94,Steve Pate,454,2
109,T94,T94,Don Pooley,436,2
110,T94,T94,Ian Poulter,3,2
111,T94,T94,Alexandre Rocha,1,2
112,T94,T94,Vijay Singh,202,2
113,T94,T94,Dane Staton,1,2
114,T94,T94,Ken Tanigawa,2,2
