,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Heath Slocum,8,8.5
1,T2,T2,Jim Furyk,11,8.3
2,T2,T2,David Hearn,1,8.3
3,T4,T4,Scott Dunlap,1,8.2
4,T4,T4,Kenny Perry,8,8.2
5,T6,T6,Robin Freeman,1,8.1
6,T6,T6,Fred Funk,10,8.1
7,T8,T13,Adam Scott,9,8.0
8,T8,8,Tiger Woods,8,8.0
9,T10,T9,Nick Faldo,1,7.9
10,T10,T9,John Mallinger,1,7.9
11,T10,T9,Richard Scott,1,7.9
12,T10,T9,Joey Sindelar,4,7.9
13,T14,T13,Jim Carter,1,7.8
14,T14,T13,Tim Clark,10,7.8
15,T14,T13,John Cook,6,7.8
16,T14,T13,Ken Duke,2,7.8
17,T18,T18,Gavin Coles,6,7.7
18,T18,T18,Joel Edwards,1,7.7
19,T18,T18,Robert Gamez,8,7.7
20,T18,T18,Billy Hurley III,2,7.7
21,T18,T18,Shingo Katayama,2,7.7
22,T18,T18,Graeme McDowell,4,7.7
23,T18,T18,Phillip Price,1,7.7
24,T18,T18,Darron Stiles,6,7.7
25,T26,T27,Olin Browne,9,7.6
26,T26,T27,Bart Bryant,11,7.6
27,T26,T27,Joe Durant,13,7.6
28,T26,T27,Jerry Kelly,7,7.6
29,T26,T27,Anthony Kim,2,7.6
30,T26,T27,Frank Lickliter II,10,7.6
31,T26,T27,Nick O'Hern,7,7.6
32,T26,T27,Loren Roberts,6,7.6
33,T26,T27,Patrick Sheehan,6,7.6
34,T26,T18,David Toms,8,7.6
35,T26,T27,Garrett Willis,3,7.6
36,T37,T37,Tommy Armour III,5,7.5
37,T37,T37,Briny Baird,7,7.5
38,T37,T37,Trevor Immelman,11,7.5
39,T37,T37,Zach Johnson,10,7.5
40,T37,T37,Kent Jones,11,7.5
41,T37,T37,Hunter Mahan,10,7.5
42,T37,T37,Dicky Pride,6,7.5
43,T37,T37,Justin Rose,10,7.5
44,T45,T46,Robert Allenby,9,7.4
45,T45,T46,Jason Bohn,11,7.4
46,T45,T46,Bill Glasson,5,7.4
47,T45,T46,Robert Karlsson,3,7.4
48,T45,T46,Justin Leonard,8,7.4
49,T45,T46,Spike McRoy,2,7.4
50,T45,T46,Ian Poulter,10,7.4
51,T45,T46,Mike Small,4,7.4
52,T45,T46,Steve Stricker,11,7.4
