,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Azuma Yano,1,9.1
1,2,2,Phil Tataurangi,2,9.0
2,T3,T3,Ricky Barnes,1,8.7
3,T3,T3,Yasuharu Imano,1,8.7
4,T3,T3,Chris Parra,1,8.7
5,T6,T6,Mike Springer,1,8.6
6,T6,T6,Ted Tryba,1,8.6
7,T8,T8,Daniel Chopra,8,8.5
8,T8,T8,Andres Gonzales,1,8.5
9,T8,T8,Thongchai Jaidee,1,8.5
10,T8,T8,John Mallinger,1,8.5
11,T8,T8,Carl Pettersson,6,8.5
12,T8,T8,Jyoti Randhawa,1,8.5
13,T8,T8,Chris Riley,6,8.5
14,T15,T15,Alex Aragon,4,8.4
15,T15,T15,José Coceres,6,8.4
16,T15,T15,Ben Crenshaw,1,8.4
17,T15,T15,Luke Donald,7,8.4
18,T15,T15,Nick Faldo,1,8.4
19,T15,T15,Joel Kribel,1,8.4
20,T15,T15,Jin Park,1,8.4
21,T22,T22,Jason Allred,2,8.3
22,T22,T22,Jonathan Byrd,8,8.3
23,T22,T22,Jason Caron,1,8.3
24,T22,T22,Stewart Cink,9,8.3
25,T22,T22,Gavin Coles,6,8.3
26,T22,T22,Marco Dawson,7,8.3
27,T22,T22,Glen Day,3,8.3
28,T22,T22,Brad Faxon,5,8.3
29,T22,T22,Harrison Frazar,8,8.3
30,T22,T22,David Frost,4,8.3
31,T22,T22,Scott Gutschewski,4,8.3
32,T22,T22,Billy Hurley III,2,8.3
33,T22,T22,Mark O'Meara,4,8.3
34,T22,T22,Craig Perks,1,8.3
35,T22,T22,Chris Starkjohann,2,8.3
36,T22,T22,Steve Stricker,11,8.3
37,T38,T38,Eric Axley,10,8.2
38,T38,T38,Michael Campbell,3,8.2
39,T38,T38,Ben Crane,9,8.2
40,T38,T38,David Edwards,2,8.2
41,T38,T38,Jim Furyk,11,8.2
42,T38,T38,Brian Gay,10,8.2
43,T38,T38,Todd Hamilton,5,8.2
