,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,1,1,Azuma Yano,1,9.1
1,2,2,Brad Faxon,1,8.9
2,T3,T3,Alex Aragon,2,8.7
3,T3,T3,Arjun Atwal,3,8.7
4,T3,T3,Ricky Barnes,1,8.7
5,T3,T3,Glen Day,1,8.7
6,T3,T3,Yasuharu Imano,1,8.7
7,T3,T3,Scott McCarron,2,8.7
8,T3,T3,Chris Parra,1,8.7
9,T10,T10,Jeff Brehaut,2,8.6
10,T10,T10,Ángel Cabrera,2,8.6
11,T10,T10,José Coceres,2,8.6
12,T10,T10,J.P. Hayes,3,8.6
13,T10,T10,Ian Leggatt,2,8.6
14,T10,T10,Mark O'Meara,2,8.6
15,T10,T10,Ian Poulter,2,8.6
16,T10,T10,Ted Tryba,1,8.6
17,T18,T18,Michael Allen,4,8.5
18,T18,T18,Stephen Ames,1,8.5
19,T18,T18,Jonathan Byrd,4,8.5
20,T18,T18,Luke Donald,3,8.5
21,T18,T18,Danny Ellis,1,8.5
22,T18,T18,Andres Gonzales,1,8.5
23,T18,T18,Thongchai Jaidee,1,8.5
24,T18,T18,John Mallinger,1,8.5
25,T18,T18,Spike McRoy,1,8.5
26,T18,T18,Jyoti Randhawa,1,8.5
27,T18,T18,Steve Stricker,4,8.5
28,T29,T29,Paul Azinger,3,8.4
29,T29,T29,Ben Crenshaw,1,8.4
30,T29,T29,Robert Damron,4,8.4
31,T29,T29,Marco Dawson,2,8.4
32,T29,T29,Ernie Els,4,8.4
33,T29,T29,Joel Kribel,1,8.4
34,T29,T29,Graeme McDowell,2,8.4
35,T29,T29,Joe Ogilvie,3,8.4
36,T29,T29,José María Olazábal,2,8.4
37,T29,T29,Jin Park,1,8.4
38,T29,T29,Tjaart van der Walt,2,8.4
39,T29,T29,Lee Westwood,1,8.4
40,T41,T41,Jason Allred,2,8.3
41,T41,T41,Eric Axley,5,8.3
42,T41,T41,Doug Barron,1,8.3
43,T41,T41,Jason Caron,1,8.3
44,T41,T41,Daniel Chopra,4,8.3
45,T41,T41,Stewart Cink,3,8.3
46,T41,T41,Ben Crane,4,8.3
47,T41,T41,Joe Durant,5,8.3
48,T41,T41,"John Engler, Jr.",3,8.3
49,T41,T41,Jim Furyk,5,8.3
50,T41,T41,Davis Love III,4,8.3
51,T41,T41,Ryan Palmer,4,8.3
52,T41,T41,Chris Starkjohann,2,8.3
53,T41,T41,Vaughn Taylor,4,8.3
54,T41,T41,Jay Williamson,1,8.3
55,T56,T56,Aaron Baddeley,4,8.2
56,T56,T56,Cameron Beckman,2,8.2
57,T56,T56,Gavin Coles,3,8.2
58,T56,T56,David Edwards,2,8.2
59,T56,T56,Harrison Frazar,4,8.2
60,T56,T56,Robert Garrigus,2,8.2
61,T56,T56,Jay Haas,2,8.2
62,T56,T56,Charley Hoffman,4,8.2
63,T56,T56,Yusaku Miyazato,1,8.2
64,T56,T56,Rod Pampling,4,8.2
65,T66,T67,Stuart Appleby,5,8.1
66,T66,T67,Olin Browne,3,8.1
67,T66,T67,Ben Curtis,3,8.1
68,T66,T67,Scott Dunlap,1,8.1
69,T66,T67,David Frost,3,8.1
70,T66,T67,Dudley Hart,2,8.1
71,T66,T67,Mark Hensby,2,8.1
72,T66,T67,Ryuji Imada,5,8.1
73,T66,T67,Franklin Langham,2,8.1
74,T66,T67,Justin Leonard,3,8.1
75,T66,T67,Andrew Magee,1,8.1
76,T66,T67,Troy Matteson,5,8.1
77,T66,T67,Parker McLachlin,2,8.1
78,T66,T67,Ryan Moore,3,8.1
79,T66,T67,Louis Oosthuizen,1,8.1
80,T66,T67,Carl Pettersson,1,8.1
81,T66,T67,Scott Piercy,3,8.1
82,T66,T67,Vance Veazey,2,8.1
83,T84,T85,Robert Allenby,4,8.0
84,T84,T85,Rich Beem,2,8.0
85,T84,T85,Michael Bradley,1,8.0
86,T84,T85,Michael Campbell,2,8.0
87,T84,T85,Stuart Deane,1,8.0
88,T84,T85,Todd Fischer,2,8.0
89,T84,T85,Brian Gay,3,8.0
90,T84,T85,John Huston,1,8.0
91,T84,T85,Peter Jacobsen,2,8.0
92,T84,T85,Miguel Angel Jiménez,1,8.0
93,T84,T85,Richard Johnson,4,8.0
94,T84,T85,Kent Jones,4,8.0
95,T84,T85,Bernhard Langer,3,8.0
96,T84,T85,Sean O'Hair,4,8.0
97,T84,T85,Arron Oberholser,5,8.0
98,T84,T85,Tom Pernice Jr.,4,8.0
99,T84,T124,Adam Scott,3,8.0
100,T84,T85,Jeff Sluman,1,8.0
101,T84,T85,Jerry Smith,3,8.0
102,T84,T85,Bob Tway,3,8.0
103,T84,T85,Jimmy Walker,2,8.0
104,T84,T56,Tiger Woods,3,8.0
105,T106,T105,Victor Ciesielski,1,7.9
106,T106,T105,Jason Day,2,7.9
107,T106,T105,James Driscoll,1,7.9
108,T106,T105,Ken Duke,2,7.9
109,T106,T105,Dan Forsman,1,7.9
110,T106,T105,Stephen Gangluff,1,7.9
111,T106,T105,Frank Lickliter II,5,7.9
112,T106,T105,Jamie Lovemark,1,7.9
113,T106,T105,Billy Mayfair,1,7.9
114,T106,T105,Jim McGovern,1,7.9
115,T106,T105,Jesper Parnevik,4,7.9
116,T106,T105,Phillip Price,1,7.9
117,T106,T105,Tag Ridings,4,7.9
118,T106,T105,Charl Schwartzel,2,7.9
119,T106,T105,"Wes Short, Jr.",2,7.9
120,T106,T105,Paul Stankowski,1,7.9
121,T106,T105,D.J. Trahan,3,7.9
122,T106,T105,Omar Uresti,2,7.9
123,T106,T105,Ron Whittaker,4,7.9
124,T125,T124,Henrik Bjornstad,4,7.8
125,T125,T124,Guy Boros,1,7.8
126,T125,T124,Mark Brooks,1,7.8
127,T125,T124,Kris Cox,3,7.8
