,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Jim Furyk,17,8.4
1,2,2,David Hearn,1,8.3
2,3,3,Craig Stadler,1,8.2
3,T4,T4,Kenny Perry,13,8.0
4,T4,T4,Heath Slocum,16,8.0
5,T4,T4,Tiger Woods,9,8.0
6,T7,T7,John Mallinger,1,7.9
7,T7,T7,Loren Roberts,3,7.9
8,T7,T7,Richard Scott,1,7.9
9,T7,T7,Joey Sindelar,14,7.9
10,T11,T11,Ken Duke,2,7.8
11,T11,T11,Fred Funk,21,7.8
12,T11,T11,Adam Scott,12,7.8
13,T14,T14,Joe Durant,22,7.7
14,T14,T14,Joel Edwards,1,7.7
15,T14,T14,Billy Hurley III,2,7.7
16,T14,T14,Shingo Katayama,2,7.7
17,T14,T14,Graeme McDowell,4,7.7
18,T14,T14,Darron Stiles,7,7.7
19,T20,T20,Bart Bryant,16,7.6
20,T20,T20,Tim Clark,15,7.6
21,T20,T20,Gavin Coles,3,7.6
22,T20,T20,Robert Gamez,16,7.6
23,T20,T20,Anthony Kim,2,7.6
24,T20,T20,Nick O'Hern,7,7.6
25,T20,T20,Joey Snyder III,1,7.6
26,T20,T20,David Toms,14,7.6
27,T20,T20,Scott Verplank,17,7.6
28,T20,T20,Garrett Willis,3,7.6
29,T30,T30,Stephen Ames,9,7.5
30,T30,T30,Olin Browne,20,7.5
31,T30,T30,Scott Hend,1,7.5
32,T30,T30,Dicky Pride,6,7.5
33,T34,T34,Luke Donald,11,7.4
34,T34,T34,David Edwards,1,7.4
35,T34,T34,Bill Glasson,5,7.4
36,T34,T34,Trevor Immelman,17,7.4
37,T34,T34,Robert Karlsson,3,7.4
38,T34,T34,Ian Poulter,10,7.4
39,T34,T34,Mike Small,4,7.4
40,T34,T34,Jerry Smith,17,7.4
41,T34,T34,Jay Williamson,5,7.4
42,T43,T43,Robert Allenby,13,7.3
43,T43,T43,Tommy Armour III,8,7.3
44,T43,T43,Bob Estes,17,7.3
45,T43,T43,Paul Goydos,11,7.3
46,T43,T43,Jay Haas,3,7.3
47,T43,T43,Padraig Harrington,9,7.3
48,T43,T43,Jerry Kelly,16,7.3
49,T43,T43,Stephen Leaney,14,7.3
50,T43,T43,Justin Leonard,14,7.3
51,T43,T43,Rocco Mediate,7,7.3
52,T43,T43,Arron Oberholser,16,7.3
53,T43,T43,Scott Parel,1,7.3
54,T43,T43,John Senden,18,7.3
55,T43,T43,Kevin Stadler,5,7.3
56,T43,T43,Roland Thatcher,1,7.3
