,Last_5_Events_-_Short_Game_RANK THIS WEEK,Last_5_Events_-_Short_Game_RANK LAST WEEK,Last_5_Events_-_Short_Game_PLAYER NAME,Last_5_Events_-_Short_Game_EVENTS,Last_5_Events_-_Short_Game_RATING
0,T1,T1,Robin Freeman,1,8.8
1,T1,T1,Thongchai Jaidee,1,8.8
2,3,3,Cameron Beckman,1,8.7
3,4,4,Brian Gay,2,8.6
4,T5,T5,Marco Dawson,1,8.5
5,T5,T5,David Gossett,1,8.5
6,T7,T7,Joel Edwards,1,8.3
7,T7,T7,Scott Piercy,2,8.3
8,T9,T9,Andrew Magee,1,8.1
9,T9,T9,Scott Miller,1,8.1
10,T9,T9,Jeff Overton,1,8.1
11,12,12,Trevor Immelman,3,8.0
12,13,13,Luke Donald,2,7.9
13,T14,T14,Michael Bradley,1,7.8
14,T14,T14,Brian Henninger,2,7.8
15,T14,T14,John Riegger,1,7.8
16,T14,T14,Richard Scott,1,7.8
17,T18,T18,Ian Poulter,2,7.7
18,T18,T18,Phillip Price,1,7.7
19,T18,T18,Jerry Smith,3,7.7
20,T21,T21,Mark O'Meara,2,7.6
21,T21,T21,Joe Ogilvie,3,7.6
22,T23,T23,Chad Campbell,4,7.5
23,T23,T23,Bob May,1,7.5
24,T23,T23,Carl Pettersson,1,7.5
25,T23,T23,Mike Small,3,7.5
26,T27,T27,Doug Barron,1,7.4
27,T27,T27,David Branshaw,3,7.4
28,T27,T27,Stephen Gangluff,1,7.4
29,T27,T27,Dudley Hart,2,7.4
30,T27,T27,Charles Howell III,1,7.4
31,T27,T27,John Huston,1,7.4
32,T27,T27,Bernhard Langer,2,7.4
33,T27,T27,Larry Mize,2,7.4
34,T27,T27,Henrik Stenson,1,7.4
35,T27,T27,Garrett Willis,1,7.4
36,T37,T37,Alex Aragon,1,7.3
37,T37,T37,Aaron Baddeley,4,7.3
38,T37,T37,Jim Carter,1,7.3
39,T37,T37,Victor Ciesielski,1,7.3
40,T37,T37,Glen Day,1,7.3
41,T37,T37,Ernie Els,3,7.3
42,T37,T37,Brent Geiberger,1,7.3
43,T37,T37,Ryuji Imada,5,7.3
44,T37,T37,Rob Oppenheim,1,7.3
