,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
136,134,134,Brian Bateman,9,7.9
137,134,134,Shane Bertsch,18,7.9
138,134,134,Bob Burns,2,7.9
139,134,134,Kris Cox,12,7.9
140,134,134,Glen Day,3,7.9
141,134,134,Jason Day,4,7.9
142,134,134,Jay Delsing,5,7.9
143,134,134,Chris DiMarco,13,7.9
144,134,134,Joe Durant,22,7.9
145,134,134,Danny Ellis,10,7.9
146,134,134,Steve Flesch,24,7.9
147,134,134,Fred Funk,21,7.9
148,134,134,Robert Garrigus,15,7.9
149,134,134,Bill Haas,18,7.9
150,134,134,Scott Hend,1,7.9
151,134,134,Brian Henninger,6,7.9
152,134,134,Gabriel Hjertstedt,6,7.9
153,134,134,John Huston,12,7.9
154,134,134,Yasuharu Imano,1,7.9
155,134,134,Bernhard Langer,13,7.9
156,134,134,Franklin Langham,1,7.9
157,134,134,Tom Lehman,12,7.9
158,134,134,Jeff Maggert,13,7.9
159,134,134,Scott McCarron,7,7.9
160,134,134,Kevin Na,5,7.9
161,134,134,Sean O'Hair,16,7.9
162,134,134,Ryan Palmer,18,7.9
163,134,134,Corey Pavin,11,7.9
164,134,134,Scott Piercy,4,7.9
165,134,134,John Rollins,17,7.9
166,134,134,Jeff Sluman,19,7.9
167,134,134,Mike Sposa,9,7.9
168,134,134,Roger Tambellini,6,7.9
169,134,134,Kirk Triplett,10,7.9
170,134,134,Tjaart van der Walt,8,7.9
171,134,134,Scott Verplank,17,7.9
172,134,134,Duffy Waldorf,18,7.9
173,134,134,Jimmy Walker,9,7.9
174,134,134,Jay Williamson,5,7.9
175,134,134,Mark Wilson,15,7.9
176,177,177,Billy Andrade,13,7.8
177,177,177,Woody Austin,20,7.8
178,177,177,Notah Begay III,2,7.8
179,177,177,David Branshaw,19,7.8
180,177,177,Olin Browne,20,7.8
181,177,177,Tom Byrum,3,7.8
182,177,177,Paul Casey,3,7.8
183,177,177,Alex Cejka,16,7.8
184,177,177,John Cook,10,7.8
185,177,177,Chris Couch,10,7.8
186,177,177,Fred Couples,7,7.8
187,177,177,John Daly,7,7.8
188,177,177,Bubba Dickerson,17,7.8
189,177,177,Todd Fischer,16,7.8
190,177,177,Brent Geiberger,19,7.8
191,177,177,Jason Gore,13,7.8
192,177,177,Ryuji Imada,19,7.8
193,177,177,Peter Jacobsen,2,7.8
194,177,177,Brandt Jobe,15,7.8
195,177,177,Skip Kendall,12,7.8
196,177,177,Neal Lancaster,4,7.8
197,177,177,Troy Matteson,17,7.8
198,177,177,Bob May,10,7.8
199,177,177,Jeff Overton,19,7.8
200,177,177,John Riegger,5,7.8
201,177,177,Joey Sindelar,14,7.8
202,177,177,Jerry Smith,17,7.8
203,177,177,Joey Snyder III,1,7.8
204,177,177,Paul Stankowski,12,7.8
205,177,177,Darron Stiles,7,7.8
206,177,177,Vance Veazey,10,7.8
207,177,177,Garrett Willis,3,7.8
208,209,209,Ricky Barnes,1,7.7
209,209,209,Doug Barron,10,7.7
210,209,209,Henrik Bjornstad,17,7.7
211,209,209,Mark Brooks,8,7.7
212,209,209,Steve Elkington,9,7.7
213,209,209,Brad Faxon,13,7.7
214,209,209,Dan Forsman,5,7.7
215,209,209,Carlos Franco,13,7.7
216,209,209,Robert Gamez,16,7.7
217,209,209,Bill Glasson,5,7.7
218,209,209,Jay Haas,3,7.7
219,209,209,Gary Hallberg,1,7.7
220,209,209,Matt Hansen,9,7.7
221,209,209,Tim Herron,11,7.7
222,209,209,Lee Janzen,11,7.7
223,209,209,Will MacKenzie,14,7.7
224,209,209,Daisuke Maruyama,14,7.7
225,209,209,David McKenzie,12,7.7
226,209,209,Chris Parra,1,7.7
227,209,209,Pat Perez,9,7.7
228,209,209,Tim Petrovic,15,7.7
229,209,209,D.A. Points,12,7.7
230,209,209,Chris Riley,13,7.7
231,209,209,Mike Small,4,7.7
232,209,209,Phil Tataurangi,4,7.7
233,209,209,Azuma Yano,1,7.7
234,235,235,Mark Calcavecchia,20,7.6
235,235,235,Gavin Coles,3,7.6
236,235,235,David Duval,9,7.6
237,235,235,Simon Dyson,1,7.6
238,235,235,David Frost,4,7.6
239,235,235,Todd Hamilton,7,7.6
240,235,235,Steve Jones,13,7.6
241,235,235,Robert Karlsson,3,7.6
242,235,235,Jonathan Kaye,16,7.6
243,235,235,Greg Kraft,12,7.6
244,235,235,Ian Leggatt,9,7.6
245,235,235,Peter Lonard,16,7.6
246,235,235,Len Mattiace,6,7.6
247,235,235,Will Moore,1,7.6
248,235,235,Mark O'Meara,6,7.6
249,235,235,Jin Park,1,7.6
250,235,235,Patrick Sheehan,15,7.6
251,235,235,Ron Whittaker,13,7.6
252,253,253,Alex Aragon,6,7.5
253,253,253,Stuart Deane,1,7.5
254,253,253,Miguel Angel Jiménez,2,7.5
255,253,253,Shingo Katayama,2,7.5
256,253,253,Matt Kuchar,2,7.5
257,253,253,J.L. Lewis,11,7.5
258,253,253,Parker McLachlin,2,7.5
259,253,253,Scott Parel,1,7.5
260,253,253,Craig Parry,6,7.5
261,253,253,Tag Ridings,17,7.5
262,253,253,Chris Smith,11,7.5
263,253,253,Kevin Stadler,5,7.5
264,253,253,Scott Sterling,1,7.5
265,253,253,Bob Tway,13,7.5
266,267,267,Victor Ciesielski,1,7.4
267,267,267,Johan Edfors,2,7.4
268,267,267,"John Engler, Jr.",7,7.4
269,267,267,David Gossett,1,7.4
270,267,267,Donnie Hammond,4,7.4
271,267,267,Scott Harrington,1,7.4
272,267,267,Thomas Levet,9,7.4
273,267,267,Spencer Levin,1,7.4
274,267,267,Jamie Lovemark,1,7.4
275,267,267,Rocco Mediate,7,7.4
276,267,267,Larry Mize,6,7.4
277,267,267,Louis Oosthuizen,1,7.4
278,267,267,Jason Schultz,9,7.4
279,267,267,"Wes Short, Jr.",14,7.4
280,267,267,Craig Stadler,1,7.4
281,282,282,"David Berganio, Jr.",1,7.3
282,282,282,Thomas Bjørn,3,7.3
283,282,282,Guy Boros,1,7.3
284,282,282,James Driscoll,11,7.3
285,282,282,Ryan Hietala,6,7.3
286,282,282,Hank Kuehne,2,7.3
287,282,282,Paul McGinley,3,7.3
288,282,282,Jim McGovern,2,7.3
289,282,282,Jon Mills,5,7.3
290,282,282,Colin Montgomerie,1,7.3
291,282,282,Nicholas Thompson,13,7.3
292,293,293,Stephen Dodd,1,7.2
293,293,293,Scott Gump,3,7.2
294,293,293,Mark Hensby,5,7.2
295,293,293,Brendan Jones,3,7.2
296,297,297,Ben Crenshaw,1,7.1
297,297,297,Patrick Damron,1,7.1
298,297,297,Andrew Magee,4,7.1
299,297,297,David Roesch,1,7.1
300,297,297,Richard Scott,1,7.1
301,297,297,Hidemichi Tanaka,7,7.1
302,303,303,Brent Delahoussaye,1,7.0
303,303,303,Charl Schwartzel,4,7.0
304,303,303,Boyd Summerhays,2,7.0
305,303,303,Anthony Wall,1,7.0
306,307,307,Blaine McCallister,3,6.8
307,307,307,Chris Starkjohann,1,6.8
308,307,307,Kaname Yokoo,1,6.8
309,310,310,Paul Broadhurst,1,6.7
310,310,310,Tetsuji Hiratsuka,1,6.7
311,310,310,James McLean,1,6.7
312,313,313,Willie Wood,2,6.6
313,314,314,John Bickerton,2,6.5
314,314,314,Steven Bowditch,2,6.5
315,314,314,Scott Miller,1,6.5
316,317,317,Joel Edwards,1,6.4
317,318,318,Shiv Kapur,1,6.2
318,318,318,Sonny Skinner,1,6.2
319,320,320,Craig Perks,1,6.1
320,320,320,Thaworn Wiratchant,1,6.1
321,322,322,Phil Schmitt,1,6.0
322,323,323,Grégory Bourdy,1,5.8
323,324,324,Toru Taniguchi,1,5.7
324,325,325,Casey Wittenberg,1,5.6
325,326,326,Gonzalo Fernandez-Castaño,1,5.5
326,327,327,Tatsuhiko Takahashi,1,5.4
