,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,T1,T1,Steven Bowditch,2,9.9
1,T1,T1,J.B. Holmes,13,9.9
2,3,3,Bubba Watson,14,9.8
3,4,4,Johan Edfors,2,9.7
4,5,5,Brett Wetterich,16,9.6
5,T6,T6,Ángel Cabrera,5,9.5
6,T6,T6,John Daly,7,9.5
7,T6,T6,Robert Garrigus,15,9.5
8,9,9,Harrison Frazar,15,9.4
9,T10,T10,Scott Harrington,1,9.3
10,T10,T10,Ryan Hietala,6,9.3
11,T12,T12,Tag Ridings,17,9.2
12,T12,T12,Tiger Woods,9,9.2
13,T14,T14,Fred Couples,7,9.1
14,T14,T14,Lucas Glover,20,9.1
15,T14,T14,Hank Kuehne,2,9.1
16,T17,T17,Scott Hend,1,9.0
17,T17,T17,Charley Hoffman,20,9.0
18,T17,T17,Adam Scott,12,9.0
19,T17,T17,Camilo Villegas,17,9.0
20,21,21,Gonzalo Fernandez-Castaño,1,8.9
21,T22,T22,Jonathan Byrd,11,8.8
22,T22,T22,Paul Casey,3,8.8
23,T22,T22,Jason Gore,13,8.8
24,T22,T22,Phil Mickelson,13,8.8
25,T22,T22,Charles Warren,18,8.8
26,T27,T27,Chris Couch,10,8.7
27,T27,T27,Scott Gutschewski,6,8.7
28,T27,T27,Davis Love III,14,8.7
29,T27,T27,Scott Piercy,4,8.7
30,T27,T27,Nick Watney,19,8.7
31,T32,T32,Retief Goosen,11,8.6
32,T32,T32,Roland Thatcher,1,8.6
33,T34,T34,Matt Hansen,9,8.5
34,T34,T34,Geoff Ogilvy,12,8.5
35,T34,T34,Chris Smith,11,8.5
36,T37,T37,Anthony Kim,2,8.4
37,T37,T37,Jeff Overton,19,8.4
38,T37,T37,Vijay Singh,22,8.4
39,T40,T40,Troy Matteson,17,8.3
40,T40,T40,Louis Oosthuizen,1,8.3
41,T40,T40,Henrik Stenson,4,8.3
42,T43,T43,"David Berganio, Jr.",1,8.2
43,T43,T43,Daniel Chopra,19,8.2
44,T43,T43,Kris Cox,12,8.2
45,T43,T43,Jason Day,4,8.2
46,T43,T43,James Driscoll,11,8.2
47,T43,T43,Charles Howell III,18,8.2
48,T43,T43,James McLean,1,8.2
49,T43,T43,Rob Oppenheim,1,8.2
50,T43,T43,Ryan Palmer,18,8.2
51,T43,T43,Roger Tambellini,6,8.2
52,T43,T43,Bo Van Pelt,22,8.2
53,T54,T54,Andres Gonzales,1,8.1
54,T54,T54,Mathias Grönberg,14,8.1
55,T54,T54,J.J. Henry,17,8.1
56,T54,T54,Greg Owen,14,8.1
57,T58,T58,Alex Aragon,6,8.0
58,T58,T58,Bubba Dickerson,17,8.0
59,T58,T58,Sergio Garcia,9,8.0
60,T58,T58,Mathew Goggin,9,8.0
61,T58,T58,Bill Haas,18,8.0
62,T58,T58,Will MacKenzie,14,8.0
63,T64,T64,Rich Beem,13,7.9
64,T64,T64,Ernie Els,12,7.9
65,T64,T64,Jyoti Randhawa,1,7.9
66,T64,T64,Nicholas Thompson,13,7.9
67,T68,T68,Darren Clarke,3,7.8
68,T68,T68,Trevor Immelman,17,7.8
69,T68,T68,Brandt Jobe,15,7.8
70,T68,T68,Sean O'Hair,16,7.8
71,T72,T72,Craig Barlow,14,7.7
72,T72,T72,John Senden,18,7.7
73,T74,T74,Robert Allenby,13,7.6
74,T74,T74,Neal Lancaster,4,7.6
75,T74,T74,Kenny Perry,13,7.6
76,T74,T74,John Rollins,17,7.6
77,T74,T74,Rory Sabbatini,16,7.6
78,T79,T79,Stuart Appleby,16,7.5
79,T79,T79,Ricky Barnes,1,7.5
80,T79,T79,Henrik Bjornstad,17,7.5
81,T79,T79,David Duval,9,7.5
82,T79,T79,Robert Karlsson,3,7.5
83,T79,T79,Pat Perez,9,7.5
84,T85,T85,Yusaku Miyazato,1,7.4
85,T85,T85,Paul Stankowski,12,7.4
86,T87,T87,Gary Hallberg,1,7.3
87,T87,T87,Jonathan Kaye,16,7.3
88,T87,T87,Hunter Mahan,20,7.3
89,T87,T87,Charl Schwartzel,4,7.3
90,T87,T87,Kevin Stadler,5,7.3
91,T92,T92,Tim Herron,11,7.2
92,T92,T92,Brendan Jones,3,7.2
93,T92,T92,Bob May,10,7.2
94,T92,T92,Jon Mills,5,7.2
95,T92,T92,Anthony Wall,1,7.2
96,T97,T97,Eric Axley,15,7.1
97,T97,T97,Bob Burns,2,7.1
98,T97,T97,Carlos Franco,13,7.1
99,T97,T97,Padraig Harrington,9,7.1
100,T97,T97,John Huston,12,7.1
101,T97,T97,Justin Rose,19,7.1
102,T103,T103,Brian Bateman,9,7.0
103,T103,T103,David Howell,7,7.0
104,T103,T103,Kevin Sutherland,19,7.0
105,T106,T106,Jason Bohn,21,6.9
106,T106,T106,Chad Campbell,16,6.9
107,T106,T106,Michael Campbell,3,6.9
108,T106,T106,Danny Ellis,10,6.9
109,T106,T106,Stephen Gangluff,1,6.9
110,T106,T106,Andrew Magee,4,6.9
111,T106,T106,"Wes Short, Jr.",14,6.9
112,T106,T106,Boyd Summerhays,2,6.9
113,T114,T114,Freddie Jacobson,10,6.8
114,T114,T114,Ian Leggatt,9,6.8
115,T114,T114,Jesper Parnevik,17,6.8
116,T114,T114,Chris Parra,1,6.8
117,T114,T114,Lee Westwood,5,6.8
118,T114,T114,Garrett Willis,3,6.8
119,T120,T120,Michael Allen,16,6.7
120,T120,T120,David Roesch,1,6.7
121,T122,T122,Stewart Cink,17,6.6
122,T122,T122,Thongchai Jaidee,1,6.6
123,T122,T122,Ryan Moore,11,6.6
124,T122,T122,Mike Small,4,6.6
125,T122,T122,Jimmy Walker,9,6.6
126,T127,T127,Patrick Damron,1,6.5
127,T127,T127,Marco Dawson,15,6.5
128,T127,T127,Jamie Lovemark,1,6.5
129,T127,T127,José María Olazábal,9,6.5
130,T127,T127,Ted Purdy,15,6.5
131,T127,T127,Jason Schultz,9,6.5
132,T133,T133,Cameron Beckman,7,6.4
133,T133,T133,Joe Ogilvie,16,6.4
134,T133,T133,Scott Parel,1,6.4
135,T133,T133,Brett Quigley,20,6.4
136,T137,T137,Joe Durant,22,6.3
137,T137,T137,Jeff Gove,15,6.3
138,T137,T137,Rod Pampling,16,6.3
139,T137,T137,Joey Snyder III,1,6.3
140,T137,T137,B.J. Staten,5,6.3
141,T137,T137,D.J. Trahan,12,6.3
142,T143,T143,K.J. Choi,20,6.2
143,T143,T143,Scott McCarron,7,6.2
144,T143,T143,Carl Pettersson,17,6.2
145,T143,T143,Vaughn Taylor,17,6.2
146,T143,T143,Casey Wittenberg,1,6.2
147,T148,T148,Victor Ciesielski,1,6.1
148,T148,T148,Steve Lowery,18,6.1
149,T148,T148,Graeme McDowell,4,6.1
150,T148,T148,David Toms,14,6.1
151,152,152,Vance Veazey,10,6.0
152,T153,T153,Billy Andrade,13,5.9
153,T153,T153,Arjun Atwal,14,5.9
154,T153,T153,Brian Davis,18,5.9
155,T153,T153,Grant Waite,2,5.9
156,T153,T153,Kaname Yokoo,1,5.9
157,T158,T158,Stephen Ames,9,5.8
158,T158,T158,Woody Austin,20,5.8
159,T158,T158,Jason Caron,1,5.8
160,T158,T158,Todd Hamilton,7,5.8
161,T158,T158,Tom Lehman,12,5.8
162,T158,T158,Frank Lickliter II,18,5.8
163,T158,T158,D.A. Points,12,5.8
164,T158,T158,Ian Poulter,10,5.8
165,T158,T158,John Riegger,5,5.8
166,T158,T158,Duffy Waldorf,18,5.8
167,T168,T168,Briny Baird,14,5.7
168,T168,T168,Stephen Dodd,1,5.7
169,T168,T168,Simon Dyson,1,5.7
170,T168,T168,"John Engler, Jr.",7,5.7
171,T168,T168,J.P. Hayes,8,5.7
172,T168,T168,David Hearn,1,5.7
173,T168,T168,Patrick Sheehan,15,5.7
174,T175,T175,Jay Delsing,5,5.6
175,T175,T175,Bernhard Langer,13,5.6
176,T175,T175,Parker McLachlin,2,5.6
177,T178,T178,David Branshaw,19,5.5
178,T178,T178,Alex Cejka,16,5.5
179,T178,T178,Ben Crane,15,5.5
180,T178,T178,Peter Lonard,16,5.5
181,T178,T178,Shaun Micheel,17,5.5
182,T178,T178,Arron Oberholser,16,5.5
183,T184,T184,Paul Azinger,16,5.4
184,T184,T184,Aaron Baddeley,13,5.4
185,T184,T184,Mark Calcavecchia,20,5.4
186,T184,T184,Joel Edwards,1,5.4
187,T184,T184,Brent Geiberger,19,5.4
188,T184,T184,Lee Janzen,11,5.4
189,T184,T184,Scott Miller,1,5.4
190,T184,T184,Steve Stricker,13,5.4
191,T184,T184,Phil Tataurangi,4,5.4
192,T193,T193,Thomas Bjørn,3,5.3
193,T193,T193,Steve Flesch,24,5.3
194,T193,T193,Zach Johnson,18,5.3
195,T193,T193,Len Mattiace,6,5.3
196,T193,T193,Joey Sindelar,14,5.3
197,T198,T198,Jeff Brehaut,14,5.2
198,T198,T198,Robert Damron,13,5.2
199,T198,T198,Mark Hensby,5,5.2
200,T198,T198,Thomas Levet,9,5.2
201,T198,T198,Mike Sposa,9,5.2
202,T198,T198,Don Yrene,1,5.2
203,T204,T204,Tommy Armour III,8,5.1
204,T204,T204,Steve Elkington,9,5.1
205,T204,T204,Kent Jones,17,5.1
206,T204,T204,Tim Petrovic,15,5.1
207,T204,T204,Bob Tway,13,5.1
208,T209,T209,Bart Bryant,16,5.0
209,T209,T209,Ryuji Imada,19,5.0
210,T209,T209,Justin Leonard,14,5.0
211,T209,T209,Jeff Maggert,13,5.0
212,T209,T209,Shigeki Maruyama,17,5.0
213,T209,T209,Rocco Mediate,7,5.0
214,T209,T209,Jay Williamson,5,5.0
215,T216,T216,Dan Forsman,5,4.9
216,T216,T216,Jim Furyk,17,4.9
217,T216,T216,Yasuharu Imano,1,4.9
218,T216,T216,Tom Pernice Jr.,18,4.9
219,T220,T220,Greg Chalmers,5,4.8
220,T220,T220,Luke Donald,11,4.8
221,T220,T220,Matt Gogel,2,4.8
222,T220,T220,J.L. Lewis,11,4.8
223,T224,T224,Dudley Hart,14,4.7
224,T224,T224,Matt Kuchar,2,4.7
225,T224,T224,David McKenzie,12,4.7
226,T224,T224,Craig Parry,6,4.7
227,T224,T224,Darron Stiles,7,4.7
228,T224,T224,Mike Weir,15,4.7
229,T230,T230,Stuart Deane,1,4.6
230,T230,T230,Bob Estes,17,4.6
231,T230,T230,Billy Mayfair,16,4.6
232,T230,T230,Tjaart van der Walt,8,4.6
233,T234,T234,Gabriel Hjertstedt,6,4.5
234,T234,T234,Richard Johnson,17,4.5
235,T234,T234,Daisuke Maruyama,14,4.5
236,T234,T234,Chris Riley,13,4.5
237,T234,T234,Heath Slocum,16,4.5
238,T234,T234,Dean Wilson,20,4.5
239,T240,T240,Jason Allred,1,4.4
240,T240,T240,Nathan Green,22,4.4
241,T240,T240,Richard Scott,1,4.4
242,T243,T243,Will Moore,1,4.3
243,T243,T243,David Peoples,1,4.3
244,T245,T245,Robert Gamez,16,4.2
245,T245,T245,Omar Uresti,7,4.2
246,T245,T245,Mark Wilson,15,4.2
247,T248,T248,Michael Connell,3,4.1
248,T248,T248,Nick Price,5,4.1
249,T250,T250,Grégory Bourdy,1,4.0
250,T250,T250,Paul Broadhurst,1,4.0
251,T250,T250,Chris DiMarco,13,4.0
252,T250,T250,Tetsuji Hiratsuka,1,4.0
253,T250,T250,Miguel Angel Jiménez,2,4.0
254,T250,T250,Skip Kendall,12,4.0
255,T250,T250,Craig Stadler,1,4.0
256,T257,T257,Ben Curtis,14,3.9
257,T257,T257,Ken Duke,2,3.9
258,T257,T257,Billy Hurley III,2,3.9
259,T257,T257,Shingo Katayama,2,3.9
260,T257,T257,John Mallinger,1,3.9
261,T257,T257,Jim McGovern,2,3.9
262,T257,T257,Kevin Na,5,3.9
263,T257,T257,Jeff Sluman,19,3.9
264,T265,T265,Tim Clark,15,3.8
265,T265,T265,Shiv Kapur,1,3.8
266,T265,T265,Phil Schmitt,1,3.8
267,T265,T265,Kirk Triplett,10,3.8
268,T269,T269,Notah Begay III,2,3.7
269,T269,T269,José Coceres,6,3.7
270,T269,T269,Glen Day,3,3.7
271,T269,T269,Jerry Kelly,16,3.7
272,T269,T269,Ron Whittaker,13,3.7
273,T274,T274,Shane Bertsch,18,3.6
274,T274,T274,Tom Byrum,3,3.6
275,T274,T274,Brent Delahoussaye,1,3.6
276,T274,T274,Craig Perks,1,3.6
277,T274,T274,Hidemichi Tanaka,7,3.6
278,T279,T279,Bill Glasson,5,3.5
279,T279,T279,Spencer Levin,1,3.5
280,T281,T281,Doug Barron,10,3.4
281,T281,T281,Olin Browne,20,3.4
282,T281,T281,David Gossett,1,3.4
283,T281,T281,Donnie Hammond,4,3.4
284,T281,T281,Steve Jones,13,3.4
285,T281,T281,Franklin Langham,1,3.4
286,T287,T287,Paul Goydos,11,3.3
287,T287,T287,Dicky Pride,6,3.3
288,T287,T287,Scott Sterling,1,3.3
289,T290,T290,Stephen Leaney,14,3.2
290,T290,T290,Paul McGinley,3,3.2
291,T290,T290,Colin Montgomerie,1,3.2
292,T290,T290,Nick O'Hern,7,3.2
293,T294,T294,Todd Fischer,16,3.1
294,T294,T294,Mark O'Meara,6,3.1
295,T294,T294,Scott Verplank,17,3.1
296,T297,T297,John Cook,10,3.0
297,T297,T297,Brian Henninger,6,3.0
298,T297,T297,Jerry Smith,17,3.0
299,T300,T300,Brian Gay,22,2.9
300,T300,T300,Peter Jacobsen,2,2.9
301,T300,T300,Greg Kraft,12,2.9
302,T300,T300,Spike McRoy,1,2.9
303,T300,T300,Jin Park,1,2.9
304,T300,T300,Tatsuhiko Takahashi,1,2.9
305,T306,T306,Guy Boros,1,2.8
306,T306,T306,David Edwards,1,2.8
307,T306,T306,Brad Faxon,13,2.8
308,T309,T309,Larry Mize,6,2.7
309,T309,T309,Azuma Yano,1,2.7
310,T311,T311,David Frost,4,2.6
311,T311,T311,Fred Funk,21,2.6
312,T311,T311,Scott Gump,3,2.6
313,T311,T311,Loren Roberts,3,2.6
314,T315,T315,Mark Brooks,8,2.4
315,T315,T315,Jay Haas,3,2.4
316,T315,T315,Sonny Skinner,1,2.4
317,T315,T315,Chris Starkjohann,1,2.4
318,T319,T319,John Bickerton,2,2.3
319,T319,T319,Michael Bradley,1,2.3
320,T319,T319,Blaine McCallister,3,2.3
321,322,322,Ben Crenshaw,1,2.2
322,323,323,Thaworn Wiratchant,1,2.1
323,324,324,Corey Pavin,11,2.0
324,T325,T325,Gavin Coles,3,1.7
325,T325,T325,Willie Wood,2,1.7
326,327,327,Toru Taniguchi,1,1.6
