,Last_15_Events_-_Short_Game_RANK THIS WEEK,Last_15_Events_-_Short_Game_RANK LAST WEEK,Last_15_Events_-_Short_Game_PLAYER NAME,Last_15_Events_-_Short_Game_EVENTS,Last_15_Events_-_Short_Game_RATING
0,T1,T1,Robin Freeman,1,8.8
1,T1,T1,Thongchai Jaidee,1,8.8
2,3,3,David Gossett,1,8.5
3,4,4,Joel Edwards,1,8.3
4,5,5,Scott Miller,1,8.1
5,T6,T6,Nick Faldo,1,7.9
6,T6,T6,Brian Henninger,5,7.9
7,T8,T8,Michael Bradley,1,7.8
8,T8,T8,Richard Scott,1,7.8
9,T8,T8,Phil Tataurangi,1,7.8
10,T11,T11,John Cook,5,7.7
11,T11,T16,Luke Donald,6,7.7
12,T11,T11,Mark O'Meara,4,7.7
13,T11,T11,Phillip Price,1,7.7
14,T15,T14,Dudley Hart,5,7.6
15,T15,T14,Garrett Willis,3,7.6
16,T17,T16,Stephen Gangluff,1,7.4
17,T17,T16,Brian Gay,9,7.4
18,T19,T19,Chad Campbell,7,7.3
19,T19,T19,Jim Carter,1,7.3
20,T19,T19,Paul Casey,3,7.3
21,T19,T19,Victor Ciesielski,1,7.3
22,T19,T19,Rob Oppenheim,1,7.3
23,T19,T19,Carl Pettersson,6,7.3
24,T19,T19,Mike Small,4,7.3
25,T26,T26,Shigeki Maruyama,8,7.2
26,T26,T26,Spike McRoy,2,7.2
27,T26,T26,Joe Ogilvie,9,7.2
28,T26,T26,Rod Pampling,10,7.2
29,T26,T26,Tom Scherrer,2,7.2
30,T26,T26,Vijay Singh,12,7.2
31,T26,T26,Jerry Smith,8,7.2
32,T33,T34,Cameron Beckman,4,7.1
33,T33,T34,Mathew Goggin,4,7.1
34,T33,T34,Shingo Katayama,2,7.1
35,T33,T34,Steve Stricker,10,7.1
36,T33,T26,David Toms,8,7.1
37,T38,T38,Billy Andrade,9,7.0
38,T38,T38,Tim Clark,10,7.0
39,T38,T38,Chris DiMarco,8,7.0
40,T38,T38,Ernie Els,9,7.0
41,T38,T38,Bernhard Langer,6,7.0
42,T38,T38,Franklin Langham,2,7.0
43,T38,T38,Stephen Leaney,9,7.0
44,T38,T38,José María Olazábal,5,7.0
