,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,1,1,J.B. Holmes,3,10.0
1,T2,T3,Steven Bowditch,1,9.8
2,T2,T3,Harrison Frazar,4,9.8
3,T2,T3,Bubba Watson,4,9.8
4,T2,T3,Brett Wetterich,5,9.8
5,T6,T7,Ángel Cabrera,2,9.7
6,T6,T7,Johan Edfors,2,9.7
7,8,9,Lucas Glover,5,9.6
8,9,10,Charles Warren,3,9.5
9,10,11,Jeff Overton,1,9.4
10,T11,T12,Scott Harrington,1,9.3
11,T11,T12,Ryan Hietala,2,9.3
12,T13,T14,Charley Hoffman,4,9.2
13,T13,T14,Henrik Stenson,2,9.2
14,T13,T14,Nick Watney,4,9.2
15,16,T17,Adam Scott,3,9.1
16,T17,T17,Jason Day,2,9.0
17,T17,T17,Davis Love III,4,9.0
18,T19,T20,Chris Couch,3,8.9
19,T19,T20,Gonzalo Fernandez-Castaño,1,8.9
20,T19,T20,Robert Garrigus,2,8.9
21,T19,T20,Retief Goosen,3,8.9
22,T19,T20,Jason Gore,3,8.9
23,T19,T20,Tag Ridings,4,8.9
24,T25,27,Charles Howell III,2,8.8
25,T25,T20,Tiger Woods,3,8.8
26,T27,T28,Chris Smith,4,8.7
27,T27,T28,Camilo Villegas,2,8.7
28,T29,T30,Jonathan Byrd,4,8.6
29,T29,T30,Kris Cox,3,8.6
30,T29,T30,Greg Owen,4,8.6
31,T29,T30,Scott Piercy,3,8.6
32,T29,T30,Roland Thatcher,1,8.6
33,T34,T35,Paul Casey,2,8.5
34,T34,T35,Nicholas Thompson,4,8.5
35,T34,T35,Bo Van Pelt,3,8.5
36,T37,T38,Ernie Els,4,8.4
37,T37,T38,Sergio Garcia,2,8.4
38,T37,T38,Anthony Kim,2,8.4
39,T37,T38,Hank Kuehne,1,8.4
40,T37,T38,John Senden,3,8.4
41,T42,T43,Mathew Goggin,2,8.3
42,T42,T43,Joel Kribel,1,8.3
43,T42,T43,Troy Matteson,5,8.3
44,T42,T43,Louis Oosthuizen,1,8.3
45,T46,T47,"David Berganio, Jr.",1,8.2
46,T46,T47,Mathias Grönberg,2,8.2
47,T46,T47,James McLean,1,8.2
48,T46,T47,Sean O'Hair,4,8.2
49,T46,T47,Geoff Ogilvy,3,8.2
50,T46,T47,Rob Oppenheim,1,8.2
51,T52,T53,Daniel Chopra,4,8.1
52,T52,T53,Andres Gonzales,1,8.1
53,T52,T53,Garrett Willis,1,8.1
54,T55,T56,Rich Beem,2,7.9
55,T55,T56,Bill Haas,4,7.9
56,T55,T56,Trevor Immelman,3,7.9
57,T55,T56,Will MacKenzie,4,7.9
58,T55,T56,Jyoti Randhawa,1,7.9
59,T60,T61,J.J. Henry,3,7.8
60,T60,T61,Ryan Palmer,4,7.8
61,T60,T61,"Wes Short, Jr.",2,7.8
62,63,64,Neal Lancaster,2,7.7
63,T64,T65,Jason Bohn,4,7.6
64,T64,T65,Danny Ellis,1,7.6
65,T66,T67,Ricky Barnes,1,7.5
66,T66,T67,Darren Clarke,1,7.5
67,T66,T67,Freddie Jacobson,2,7.5
68,T66,T67,Robert Karlsson,3,7.5
69,T66,T67,Ian Leggatt,2,7.5
70,T66,T67,Jesper Parnevik,4,7.5
71,T66,T67,Vijay Singh,5,7.5
72,T66,T67,Paul Stankowski,1,7.5
73,T74,T75,Stuart Appleby,5,7.4
74,T74,T75,Brandt Jobe,4,7.4
75,T74,T75,Bob May,2,7.4
76,T74,T75,Phil Mickelson,2,7.4
77,T74,T75,Yusaku Miyazato,1,7.4
78,T74,T75,Kenny Perry,2,7.4
79,T74,T75,John Rollins,5,7.4
80,T74,T75,Jason Schultz,1,7.4
81,T74,T75,Lee Westwood,1,7.4
82,T83,T84,Alex Aragon,2,7.3
83,T83,T84,Gary Hallberg,1,7.3
84,T83,T84,Pat Perez,2,7.3
85,T83,T84,Justin Rose,4,7.3
86,T83,T84,Kevin Stadler,4,7.3
87,T88,T89,Craig Barlow,2,7.2
88,T88,T89,Anthony Wall,1,7.2
89,T90,T91,Cameron Beckman,2,7.1
90,T90,T91,Padraig Harrington,2,7.1
91,T90,T91,Hunter Mahan,5,7.1
92,T93,T94,Robert Allenby,4,7.0
93,T93,T94,Eric Axley,5,7.0
94,T93,T94,Ted Purdy,3,7.0
95,T93,T94,Kevin Sutherland,3,7.0
96,T97,T98,Stewart Cink,3,6.9
97,T97,T98,Stephen Gangluff,1,6.9
98,T97,T98,Andrew Magee,1,6.9
99,T97,T98,Ryan Moore,3,6.9
100,T101,T102,Michael Allen,4,6.8
101,T101,T102,Chris Parra,1,6.8
102,T101,T102,Carl Pettersson,1,6.8
103,T101,T102,Charl Schwartzel,2,6.8
104,T101,T102,Hideto Tanihara,1,6.8
105,T106,T107,Billy Andrade,2,6.7
106,T106,T107,Bob Burns,1,6.7
107,T106,T107,Robin Freeman,1,6.7
108,T106,T107,Lee Janzen,3,6.7
109,T106,T107,Scott McCarron,2,6.7
110,T106,T107,David Roesch,1,6.7
111,T106,T107,Rory Sabbatini,3,6.7
112,T106,T107,Vance Veazey,2,6.7
113,T106,T107,Casey Wittenberg,2,6.7
114,T115,T116,Jeff Gove,3,6.6
115,T115,T116,Thongchai Jaidee,1,6.6
116,T115,T116,Jimmy Walker,2,6.6
117,T118,T119,K.J. Choi,5,6.5
118,T118,T119,Patrick Damron,1,6.5
119,T118,T119,Jamie Lovemark,1,6.5
120,T118,T119,D.A. Points,4,6.5
121,T118,T119,Brett Quigley,4,6.5
122,T118,T119,Tjaart van der Walt,2,6.5
123,T118,T119,Duffy Waldorf,3,6.5
124,T125,T126,James Driscoll,1,6.4
125,T125,T126,Tim Herron,1,6.4
126,T125,T126,Frank Lickliter II,5,6.4
