,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Thongchai Jaidee,1,8.8
1,2,2,David Gossett,1,8.5
2,3,3,Joel Edwards,1,8.3
3,4,4,Scott Miller,1,8.1
4,5,5,Brian Henninger,5,7.9
5,T6,T6,Michael Bradley,1,7.8
6,T6,T6,Richard Scott,1,7.8
7,T8,T8,David Edwards,1,7.7
8,T8,T8,Loren Roberts,2,7.7
9,T10,T10,Andrew Magee,3,7.6
10,T10,T10,Mark O'Meara,6,7.6
11,T10,T10,Scott Piercy,3,7.6
12,T10,T10,Garrett Willis,3,7.6
13,14,14,Stephen Gangluff,1,7.4
14,T15,T15,Jason Allred,1,7.3
15,T15,T15,Paul Casey,3,7.3
16,T15,T15,Victor Ciesielski,1,7.3
17,T15,T15,John Cook,8,7.3
18,T15,T15,Rob Oppenheim,1,7.3
19,T15,T15,Mike Small,4,7.3
20,T21,T21,Joe Ogilvie,15,7.2
21,T21,T21,José María Olazábal,7,7.2
22,T23,T23,Cameron Beckman,6,7.1
23,T23,T23,Luke Donald,10,7.1
24,T23,T23,Ernie Els,11,7.1
25,T23,T23,Brian Gay,21,7.1
26,T23,T23,Shingo Katayama,2,7.1
27,T23,T23,Neal Lancaster,4,7.1
28,T23,T23,Steve Stricker,12,7.1
29,T30,T30,Michael Allen,15,7.0
30,T30,T30,Brendan Jones,3,7.0
31,T30,T30,Bernhard Langer,12,7.0
32,T30,T30,Rod Pampling,16,7.0
33,T30,T30,Scott Parel,1,7.0
34,T30,T30,Grant Waite,1,7.0
35,T30,T30,Willie Wood,2,7.0
36,T37,T37,"David Berganio, Jr.",1,6.9
37,T37,T37,Chad Campbell,16,6.9
38,T37,T37,Tim Clark,15,6.9
39,T37,T37,Jay Haas,3,6.9
40,T37,T37,Bill Haas,17,6.9
41,T37,T37,Padraig Harrington,9,6.9
42,T37,T37,Trevor Immelman,17,6.9
43,T37,T37,Shigeki Maruyama,14,6.9
44,T37,T37,Chris Riley,12,6.9
45,T37,T37,Rory Sabbatini,15,6.9
46,T37,T37,Azuma Yano,1,6.9
47,T48,T48,Billy Andrade,13,6.8
48,T48,T48,Michael Connell,3,6.8
49,T48,T48,Steve Flesch,22,6.8
50,T48,T48,Jim Furyk,15,6.8
51,T48,T48,Jerry Kelly,14,6.8
52,T48,T48,Thomas Levet,8,6.8
53,T48,T48,Kevin Na,5,6.8
54,T48,T48,Corey Pavin,10,6.8
55,T48,T48,Ian Poulter,10,6.8
56,T48,T48,Jyoti Randhawa,1,6.8
57,T48,T48,Vijay Singh,22,6.8
58,T48,T48,Mike Sposa,9,6.8
59,T48,T48,Vaughn Taylor,17,6.8
60,T48,T48,Roland Thatcher,1,6.8
61,T62,T62,Aaron Baddeley,13,6.7
62,T62,T62,David Branshaw,19,6.7
63,T62,T62,Chris DiMarco,13,6.7
64,T62,T62,Johan Edfors,2,6.7
65,T62,T62,Retief Goosen,11,6.7
66,T62,T62,Dudley Hart,13,6.7
67,T62,T62,Ryuji Imada,18,6.7
68,T62,T62,Matt Kuchar,2,6.7
