,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,1,1,Tiger Woods,16,5.0
1,T2,T2,Matt Kuchar,23,2.0
2,T2,T2,Phil Mickelson,21,2.0
3,T2,T2,Adam Scott,16,2.0
4,T2,T2,Brandt Snedeker,23,2.0
5,T2,T2,Henrik Stenson,18,2.0
6,T7,T7,Woody Austin,8,1.0
7,T7,T7,Sangmoon Bae,26,1.0
8,T7,T7,Jonas Blixt,24,1.0
9,T7,T7,Scott Brown,21,1.0
10,T7,T7,Jason Dufner,22,1.0
11,T7,T7,Ken Duke,28,1.0
12,T7,T7,Harris English,26,1.0
13,T7,T7,Derek Ernst,21,1.0
14,T7,T7,Brian Gay,24,1.0
15,T7,T7,Bill Haas,25,1.0
16,T7,T7,Russell Henley,24,1.0
17,T7,T7,Billy Horschel,26,1.0
18,T7,T7,Zach Johnson,24,1.0
19,T7,T7,Dustin Johnson,22,1.0
20,T7,T7,Martin Laird,21,1.0
21,T7,T7,Graeme McDowell,16,1.0
22,T7,T7,John Merrick,23,1.0
23,T7,T7,D.A. Points,28,1.0
24,T7,T7,Patrick Reed,26,1.0
25,T7,T7,Justin Rose,17,1.0
26,T7,T7,Jordan Spieth,23,1.0
27,T7,T7,Kevin Streelman,25,1.0
28,T7,T7,Michael Thompson,22,1.0
29,T7,T7,Boo Weekley,27,1.0
30,T7,T7,Gary Woodland,26,1.0
31,T32,T32,Brad Adamonis,2,
32,T32,T32,Blake Adams,2,
33,T32,T32,Joe Affrunti,5,
34,T32,T32,Thomas Aiken,2,
35,T32,T32,Steven Alker,2,
36,T32,T32,Steve Allan,1,
37,T32,T32,Robert Allenby,24,
38,T32,T32,Max Alverio,1,
39,T32,T32,Stephen Ames,19,
40,T32,T32,JC Anderson,1,
41,T32,T32,Mark Anderson,1,
42,T32,T32,Billy Andrade,3,
43,T32,T32,Kiradech Aphibarnrat,3,
44,T32,T32,Stuart Appleby,25,
45,T32,T32,Connor Arendell,1,
46,T32,T32,Ashun Wu,1,
47,T32,T32,Arjun Atwal,8,
48,T32,T32,Eric Axley,2,
49,T32,T32,Aaron Baddeley,24,
50,T32,T32,Todd Baek,1,
51,T32,T32,Mark Baker,1,
52,T32,T32,Daniel Balin,1,
53,T32,T32,Eric Banks,1,
54,T32,T32,Blayne Barber,3,
55,T32,T32,Craig Barlow,1,
56,T32,T32,Ricky Barnes,26,
57,T32,T32,Cameron Beckman,8,
58,T32,T32,Rich Beem,3,
59,T32,T32,Charlie Beljan,24,
60,T32,T32,Shane Bertsch,1,
61,T32,T32,Matt Bettencourt,9,
62,T32,T32,Kyle Bilodeau,1,
63,T32,T32,Thomas Bjørn,4,
64,T32,T32,Jay Don Blake,1,
65,T32,T32,Kris Blanks,1,
66,T32,T32,Ryan Blaum,3,
67,T32,T32,Michael Block,1,
68,T32,T32,Jason Bohn,23,
69,T32,T32,Justin Bolli,23,
70,T32,T32,Grégory Bourdy,1,
71,T32,T32,Matt Bova,1,
72,T32,T32,Steven Bowditch,22,
73,T32,T32,Michael Bradley,21,
74,T32,T32,Keegan Bradley,25,
75,T32,T32,David Bradshaw,1,
76,T32,T32,David Branshaw,1,
77,T32,T32,Mark Brooks,2,
78,T32,T32,Mark Brown,1,
79,T32,T32,Mark Brown,1,
80,T32,T32,Brandon Brown,1,
81,T32,T32,Bart Bryant,2,
82,T32,T32,Jonathan Byrd,16,
83,T32,T32,Tom Byrum,1,
84,T32,T32,Ángel Cabrera,21,
85,T32,T32,Rafa Cabrera Bello,5,
86,T32,T32,"Angel Cabrera, Jr.",1,
87,T32,T32,Mark Calcavecchia,1,
88,T32,T32,Chad Campbell,25,
89,T32,T32,Michael Campbell,1,
90,T32,T32,Rafael Campos,1,
91,T32,T32,Patrick Cantlay,7,
92,T32,T32,Kevin Carll,1,
93,T32,T32,Kevin Carrigan,1,
94,T32,T32,Jim Carter,1,
95,T32,T32,Pat Carter,1,
96,T32,T32,Paul Casey,7,
97,T32,T32,Roberto Castro,29,
98,T32,T32,Bud Cauley,24,
99,T32,T32,Alex Cejka,2,
100,T32,T32,Greg Chalmers,25,
101,T32,T32,Kevin Chappell,24,
102,T32,T32,K.J. Choi,24,
103,T32,T32,Albin Choi,1,
104,T32,T32,Gary Christian,10,
105,T32,T32,Stewart Cink,22,
106,T32,T32,Tim Clark,20,
107,T32,T32,Darren Clarke,3,
108,T32,T32,Will Claxton,24,
109,T32,T32,Keith Clearwater,1,
110,T32,T32,Russ Cochran,1,
111,T32,T32,George Coetzee,11,
112,T32,T32,Wil Collins,2,
113,T32,T32,Nicolas Colsaerts,17,
114,T32,T32,Erik Compton,24,
115,T32,T32,Corey Conners,1,
116,T32,T32,Donald Constable,16,
117,T32,T32,Carl Cooper,1,
118,T32,T32,Franklin Corpening,1,
119,T32,T32,Fred Couples,4,
120,T32,T32,Vince Covello,1,
121,T32,T32,Ben Crane,21,
122,T32,T32,Ben Crenshaw,1,
123,T32,T32,Brandon Crick,1,
124,T32,T32,Jeff Curl,1,
125,T32,T32,Jon Curran,3,
126,T32,T32,Ben Curtis,20,
127,T32,T32,Joe Daley,1,
128,T32,T32,John Daly,12,
129,T32,T32,Robert Damron,1,
130,T32,T32,Steve Dartnall,1,
131,T32,T32,Brian Davis,28,
132,T32,T32,Marco Dawson,1,
133,T32,T32,Glen Day,6,
134,T32,T32,Jason Day,21,
135,T32,T32,Brendon de Jonge,30,
136,T32,T32,Eduardo De La Riva,1,
137,T32,T32,Chip Deason,1,
138,T32,T32,Graham DeLaet,26,
139,T32,T32,Chris DiMarco,11,
140,T32,T32,Chris Doak,1,
141,T32,T32,Matt Dobyns,3,
142,T32,T32,Luke Donald,17,
143,T32,T32,Jamie Donaldson,10,
144,T32,T32,James Driscoll,23,
145,T32,T32,Alan Dunbar,1,
146,T32,T32,Joe Durant,7,
147,T32,T32,David Duval,8,
148,T32,T32,Ernie Els,19,
149,T32,T32,Bob Estes,18,
150,T32,T32,Matt Every,28,
151,T32,T32,Nick Faldo,1,
152,T32,T32,Matt Fast,1,
153,T32,T32,Niclas Fasth,1,
154,T32,T32,Brad Faxon,1,
155,T32,T32,Gonzalo Fernandez-Castaño,12,
156,T32,T32,Jon Fiedler,1,
157,T32,T32,Jack Fields,1,
158,T32,T32,Edward Figueroa,1,
159,T32,T32,Zack Fischer,4,
160,T32,T32,Ross Fisher,15,
161,T32,T32,Oliver Fisher,1,
162,T32,T32,Caine Fitzgerald,1,
163,T32,T32,Matthew Fitzpatrick,1,
164,T32,T32,Steve Flesch,6,
165,T32,T32,Oscar Floren,1,
166,T32,T32,Martin Flores,25,
167,T32,T32,Grant Forrest,1,
168,T32,T32,Rickie Fowler,22,
169,T32,T32,Steven Fox,9,
170,T32,T32,Carlos Franco,1,
171,T32,T32,Marcus Fraser,6,
