,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
90,T90,T90,Jeff Maggert,21,0.78,"$1,022,327","$131,200,000"
91,T90,T90,Daniel Summerhays,26,0.78,"$1,277,884","$163,100,000"
92,T90,T90,Chris Wood,5,0.78,"$330,585","$42,250,000"
93,T94,T94,Ken Looper,2,0.77,"$73,530","$9,600,000"
94,T94,T94,Danny Willett,2,0.77,"$123,043","$16,000,000"
95,96,96,Fred Couples,4,0.76,"$218,397","$28,800,000"
96,T97,T97,Billy Andrade,3,0.75,"$114,000","$15,100,000"
97,T97,T97,Morten Orum Madsen,1,0.75,"$60,183","$8,000,000"
98,T97,T97,John Parry,1,0.75,"$60,183","$8,000,000"
99,T100,T100,Scott Brown,21,0.74,"$1,012,142","$136,000,000"
100,T100,T100,Robert Garrigus,22,0.74,"$1,132,355","$153,800,000"
101,102,102,Morgan Hoffmann,20,0.72,"$871,003","$121,800,000"
102,T103,T103,Stewart Cink,22,0.71,"$1,052,711","$147,800,000"
103,T103,T103,Steven Tiley,1,0.71,"$56,873","$8,000,000"
104,T105,T105,David Hearn,26,0.7,"$1,171,513","$167,400,000"
105,T105,T105,Martin Kaymer,17,0.7,"$882,934","$125,950,000"
106,T105,T105,Bernhard Langer,1,0.7,"$56,040","$8,000,000"
107,T105,T105,Pat Perez,22,0.7,"$974,799","$140,100,000"
108,T109,T109,Cameron Beckman,8,0.69,"$276,805","$40,100,000"
109,T109,T109,Brian Davis,28,0.69,"$1,221,521","$177,900,000"
110,T109,T109,Geoff Ogilvy,19,0.69,"$892,920","$128,950,000"
111,T112,T112,Bob Estes,18,0.68,"$769,716","$113,000,000"
112,T112,T112,D.H. Lee,22,0.68,"$882,791","$129,200,000"
113,114,114,Matt Every,28,0.67,"$1,188,867","$176,200,000"
114,T115,T115,Rafa Cabrera Bello,5,0.66,"$262,967","$40,000,000"
115,T115,T115,Glen Day,6,0.66,"$186,609","$28,200,000"
116,T115,T115,Brian Stuard,25,0.66,"$1,032,027","$155,900,000"
117,T118,T118,Kyle Reifers,4,0.63,"$128,400","$20,300,000"
118,T118,T118,David Toms,16,0.63,"$646,161","$101,950,000"
119,T118,T118,Cameron Tringale,24,0.63,"$971,207","$153,600,000"
120,T121,T121,Ben Crane,21,0.62,"$796,947","$128,900,000"
121,T121,T121,John Peterson,6,0.62,"$259,679","$41,900,000"
122,T123,T123,K.J. Choi,24,0.61,"$973,749","$159,550,000"
123,T123,T123,Richard Lee,24,0.61,"$920,833","$150,100,000"
124,T123,T123,Brendan Steele,26,0.61,"$1,004,159","$165,100,000"
125,T123,T123,Peter Uihlein,4,0.61,"$121,625","$20,000,000"
126,T127,T127,Charlie Beljan,24,0.6,"$916,228","$153,700,000"
127,T127,T127,Padraig Harrington,17,0.6,"$711,243","$118,000,000"
128,T127,T127,Jerry Kelly,22,0.6,"$832,406","$138,800,000"
129,T127,T127,"Ted Potter, Jr.",22,0.6,"$829,769","$139,300,000"
130,T127,T127,Marcel Siem,9,0.6,"$402,106","$66,600,000"
131,T127,T127,Bo Van Pelt,22,0.6,"$956,626","$158,350,000"
132,133,133,Nicolas Colsaerts,17,0.59,"$720,163","$121,050,000"
133,T134,T134,Todd Baek,1,0.58,"$35,960","$6,200,000"
134,T134,T134,James Driscoll,23,0.58,"$821,099","$140,700,000"
135,T134,T134,William McGirt,24,0.58,"$867,382","$148,700,000"
136,T134,T134,Louis Oosthuizen,12,0.58,"$497,407","$86,300,000"
137,T138,T138,Stephen Gallacher,5,0.57,"$242,017","$42,250,000"
138,T138,T138,Luke Guthrie,27,0.57,"$991,901","$173,900,000"
139,T138,T138,Francesco Molinari,9,0.57,"$423,963","$73,950,000"
140,T141,T141,Steven Bowditch,22,0.56,"$697,773","$125,400,000"
141,T141,T141,Peter Hanson,15,0.56,"$610,176","$109,650,000"
142,T141,T141,Mike Hendry,1,0.56,"$48,750","$8,750,000"
143,T141,T141,Shane Lowry,9,0.56,"$345,550","$62,200,000"
144,T141,T141,Nick O'Hern,10,0.56,"$282,464","$50,600,000"
145,T141,T141,Andres Romero,21,0.56,"$718,506","$127,700,000"
146,T147,T147,James Hahn,26,0.55,"$853,506","$156,400,000"
147,T147,T147,Bryce Molder,24,0.55,"$816,920","$148,500,000"
148,T149,T149,Martin Flores,25,0.53,"$805,595","$152,500,000"
149,T149,T149,Retief Goosen,9,0.53,"$315,701","$59,300,000"
150,T149,T149,Scott Jamieson,3,0.53,"$131,500","$24,750,000"
151,T149,T149,Nicholas Thompson,29,0.53,"$959,433","$180,400,000"
152,T149,T149,Johnson Wagner,24,0.53,"$801,955","$150,800,000"
153,T154,T154,Jason Bohn,23,0.52,"$739,030","$140,800,000"
154,T154,T154,Brian Harman,29,0.52,"$909,756","$173,800,000"
155,T154,T154,Russell Knox,11,0.52,"$305,972","$58,900,000"
156,T154,T154,Paul Lawrie,7,0.52,"$304,369","$58,250,000"
157,158,158,Camilo Villegas,23,0.51,"$709,673","$138,600,000"
158,159,159,Jeff Overton,24,0.5,"$721,721","$144,100,000"
159,T160,T160,Kiradech Aphibarnrat,3,0.49,"$120,250","$24,750,000"
160,T160,T160,Patrick Cantlay,7,0.49,"$195,411","$40,200,000"
161,T160,T160,Oliver Fisher,1,0.49,"$39,250","$8,000,000"
162,T160,T160,Lucas Glover,23,0.49,"$747,812","$152,000,000"
163,T160,T160,Justin Hicks,25,0.49,"$732,741","$148,600,000"
164,165,165,Aaron Baddeley,24,0.48,"$721,023","$148,700,000"
165,T166,T166,J.J. Henry,26,0.47,"$761,859","$162,000,000"
166,T166,T166,Alex Noren,5,0.47,"$184,000","$39,500,000"
167,T166,T166,Daniel Popovic,1,0.47,"$41,250","$8,750,000"
168,T166,T166,Charlie Wi,23,0.47,"$656,671","$141,100,000"
169,T170,T170,Jonathan Byrd,16,0.46,"$428,965","$94,100,000"
170,T170,T170,Jim Herman,19,0.46,"$490,754","$107,200,000"
171,T170,T170,Justin Leonard,24,0.46,"$694,135","$152,100,000"
172,T170,T170,Chez Reavie,22,0.46,"$590,922","$128,900,000"
173,174,174,Carl Pettersson,24,0.45,"$738,142","$164,050,000"
174,T175,T175,Erik Compton,24,0.44,"$651,659","$149,500,000"
175,T175,T175,Fabián Gómez,23,0.44,"$586,942","$132,700,000"
176,T175,T175,Vaughn Taylor,16,0.44,"$399,284","$90,000,000"
177,T178,T178,Justin Bolli,23,0.42,"$545,186","$129,700,000"
178,T178,T178,Greg Chalmers,25,0.42,"$632,281","$152,200,000"
179,T178,T178,Robert Karlsson,18,0.42,"$444,238","$107,000,000"
180,T178,T178,Shawn Stefani,21,0.42,"$511,397","$123,000,000"
181,182,182,Marcus Fraser,6,0.41,"$183,330","$44,500,000"
182,183,183,Bill Lunde,10,0.4,"$206,710","$51,600,000"
183,T184,T184,George McNeill,21,0.39,"$500,797","$129,100,000"
184,T184,T184,John Senden,25,0.39,"$667,025","$169,700,000"
185,T186,T186,Jamie Donaldson,10,0.37,"$284,946","$76,250,000"
186,T186,T186,Scott Langley,27,0.37,"$590,682","$161,200,000"
187,T186,T186,Dicky Pride,23,0.37,"$495,390","$133,500,000"
188,T186,T186,Peter Tomasulo,10,0.37,"$218,239","$59,100,000"
189,T190,T190,Stuart Appleby,25,0.36,"$538,329","$149,200,000"
190,T190,T190,Ricky Barnes,26,0.36,"$553,877","$154,500,000"
191,T190,T190,Darren Clarke,3,0.36,"$86,717","$24,000,000"
192,T190,T190,Bio Kim,1,0.36,"$28,961","$8,000,000"
193,T190,T190,Richie Ramsay,4,0.36,"$119,077","$33,500,000"
194,T190,T190,Jeremiah Wooding,1,0.36,"$23,760","$6,600,000"
195,T196,T196,Chad Campbell,25,0.35,"$510,660","$145,400,000"
196,T196,T196,Ross Fisher,15,0.35,"$311,166","$87,700,000"
197,T198,T198,Russ Cochran,1,0.34,"$19,068","$5,600,000"
198,T198,T198,George Coetzee,11,0.34,"$267,760","$79,300,000"
199,T198,T198,Branden Grace,12,0.34,"$313,759","$92,350,000"
200,T198,T198,Davis Love III,15,0.34,"$303,469","$88,000,000"
201,T198,T198,Matteo Manassero,9,0.34,"$242,684","$70,950,000"
202,T203,T203,Brad Fritsch,24,0.33,"$452,182","$135,500,000"
203,T203,T203,Edward Loar,2,0.33,"$47,246","$14,200,000"
204,T203,T203,Henrik Norlander,22,0.33,"$401,957","$123,500,000"
205,T203,T203,D.J. Trahan,16,0.33,"$284,249","$86,600,000"
206,T207,T207,Paul Casey,7,0.32,"$147,612","$45,750,000"
207,T207,T207,Tim Herron,15,0.32,"$302,569","$95,300,000"
208,T207,T207,Ryo Ishikawa,23,0.32,"$424,539","$134,000,000"
209,T207,T207,Thongchai Jaidee,4,0.32,"$104,125","$32,750,000"
210,T207,T207,Tag Ridings,24,0.32,"$428,920","$135,700,000"
211,T207,T207,Robert Streb,25,0.32,"$454,871","$142,300,000"
212,T213,T213,Blayne Barber,3,0.31,"$52,110","$16,800,000"
213,T213,T213,Mark Brown,1,0.31,"$24,641","$8,000,000"
214,T213,T213,Shingo Katayama,1,0.31,"$24,641","$8,000,000"
215,T213,T213,Jeff Klauk,8,0.31,"$149,829","$48,000,000"
216,T213,T213,Kelly Kraft,2,0.31,"$39,538","$12,700,000"
217,T213,T213,Tim Petrovic,12,0.31,"$196,564","$62,700,000"
218,T219,T219,Bud Cauley,24,0.3,"$443,697","$145,900,000"
219,T219,T219,Chris DiMarco,11,0.3,"$175,554","$59,500,000"
220,T219,T219,Ben Kohles,25,0.3,"$419,415","$141,900,000"
221,T219,T219,Greg Owen,24,0.3,"$442,197","$145,300,000"
222,T219,T219,Kevin Sutherland,13,0.3,"$223,098","$75,200,000"
223,T224,T224,Ben Curtis,20,0.29,"$372,542","$128,900,000"
224,T224,T224,Tommy Gainey,28,0.29,"$520,477","$177,150,000"
225,T224,T224,Bobby Gates,20,0.29,"$320,248","$112,200,000"
226,T227,T227,Scott Harrington,1,0.28,"$18,295","$6,600,000"
227,T227,T227,Brandt Jobe,19,0.28,"$309,103","$109,100,000"
228,T227,T227,Steve LeBrun,21,0.28,"$337,156","$118,500,000"
229,T230,T230,Thomas Bjørn,4,0.27,"$87,170","$32,750,000"
230,T230,T230,Kenny Perry,3,0.27,"$52,616","$19,200,000"
231,T230,T230,Casey Wittenberg,27,0.27,"$425,394","$159,800,000"
232,T233,T233,David Frost,1,0.26,"$16,864","$6,400,000"
233,T233,T233,Tom Gillis,22,0.26,"$345,324","$132,900,000"
234,T233,T233,Trevor Immelman,24,0.26,"$360,548","$140,900,000"
235,T233,T233,John Kimbell,1,0.26,"$12,162","$4,600,000"
236,T233,T233,Satoshi Kodaira,2,0.26,"$42,800","$16,750,000"
237,T233,T233,Seung-Yul Noh,25,0.26,"$391,762","$148,900,000"
238,T233,T233,Andre Stolz,1,0.26,"$7,905","$3,000,000"
239,T240,T240,Doug LaBelle II,23,0.25,"$338,920","$134,500,000"
240,T240,T240,Vijay Singh,19,0.25,"$309,349","$124,900,000"
241,T240,T240,Toru Taniguchi,2,0.25,"$41,750","$16,750,000"
242,T243,T243,Grégory Bourdy,1,0.24,"$19,085","$8,000,000"
243,T243,T243,Steve Flesch,6,0.24,"$76,654","$31,300,000"
244,T243,T243,Peter Hedblom,1,0.24,"$18,926","$8,000,000"
245,T243,T243,David Howell,1,0.24,"$18,926","$8,000,000"
246,T243,T243,Mikko Ilonen,3,0.24,"$60,052","$24,750,000"
247,T243,T243,Cameron Percy,21,0.24,"$277,334","$116,600,000"
248,T243,T243,Nate Smith,1,0.24,"$15,828","$6,700,000"
249,T243,T243,Matt Weibring,1,0.24,"$19,406","$8,000,000"
250,T243,T243,Dean Wilson,2,0.24,"$20,836","$8,600,000"
251,T252,T252,Mark Anderson,1,0.23,"$12,824","$5,600,000"
252,T252,T252,Skip Kendall,2,0.23,"$13,590","$6,000,000"
253,T252,T252,Kevin Na,8,0.23,"$110,864","$48,000,000"
254,T252,T252,Sam Saunders,1,0.23,"$15,184","$6,500,000"
255,T252,T252,Roger Sloan,1,0.23,"$12,805","$5,600,000"
256,T252,T252,Hideto Tanihara,1,0.23,"$12,824","$5,600,000"
257,T252,T252,Gareth Wright,1,0.23,"$18,397","$8,000,000"
258,T259,T259,Matt Bettencourt,9,0.22,"$101,686","$47,200,000"
259,T259,T259,Marco Dawson,1,0.22,"$6,630","$3,000,000"
260,T259,T259,Nathan Green,9,0.22,"$97,753","$44,800,000"
261,T259,T259,Kent Jones,1,0.22,"$6,630","$3,000,000"
262,T259,T259,Shiv Kapur,1,0.22,"$17,863","$8,000,000"
263,T259,T259,K.T. Kim,1,0.22,"$17,863","$8,000,000"
264,T259,T259,Sandy Lyle,2,0.22,"$34,962","$16,000,000"
265,T259,T259,Chris Riley,3,0.22,"$27,520","$12,500,000"
266,T259,T259,Peter Senior,1,0.22,"$17,252","$8,000,000"
267,T259,T259,Marc Turnesa,2,0.22,"$12,900","$6,000,000"
268,T259,T259,Sebastián Vázquez,1,0.22,"$7,700","$3,500,000"
269,T270,T270,Steven Alker,2,0.21,"$28,961","$13,600,000"
270,T270,T270,Simon Khan,1,0.21,"$16,844","$8,000,000"
271,T270,T270,Kevin Kisner,1,0.21,"$6,180","$3,000,000"
272,T270,T270,Aaron Watkins,19,0.21,"$217,495","$106,000,000"
273,T270,T270,Y.E. Yang,19,0.21,"$259,116","$122,200,000"
274,T275,T275,David Branshaw,1,0.2,"$12,444","$6,100,000"
275,T275,T275,Andrew Johnson,1,0.2,"$5,850","$3,000,000"
276,T275,T275,John Mallinger,12,0.2,"$137,298","$69,800,000"
277,T275,T275,Steve Marino,12,0.2,"$148,873","$74,100,000"
278,T275,T275,David Mathis,24,0.2,"$274,476","$138,900,000"
279,T275,T275,Sean O'Hair,22,0.2,"$268,614","$134,100,000"
280,T275,T275,Heath Slocum,9,0.2,"$90,796","$45,300,000"
281,T275,T275,Thaworn Wiratchant,3,0.2,"$50,600","$24,750,000"
282,T283,T283,Michael Block,1,0.19,"$12,342","$6,600,000"
283,T283,T283,Rafael Campos,1,0.19,"$6,650","$3,500,000"
284,T283,T283,Andres Gonzales,17,0.19,"$179,387","$93,100,000"
285,T283,T283,Luke List,24,0.19,"$264,400","$135,700,000"
286,T287,T287,Joe Affrunti,5,0.18,"$49,614","$27,300,000"
287,T287,T287,Jon Curran,3,0.18,"$28,350","$16,200,000"
288,T287,T287,Troy Matteson,24,0.18,"$245,089","$139,700,000"
289,T287,T287,Brett Rumford,3,0.18,"$44,250","$24,750,000"
290,T291,T291,Stephen Ames,19,0.17,"$188,985","$111,000,000"
291,T291,T291,Ryan Blaum,3,0.17,"$20,416","$12,300,000"
292,T291,T291,Bart Bryant,2,0.17,"$19,068","$11,200,000"
293,T291,T291,Scott Gardiner,23,0.17,"$219,644","$129,200,000"
294,T291,T291,Darron Stiles,20,0.17,"$184,866","$111,300,000"
295,T291,T291,Jaco Van Zyl,3,0.17,"$41,500","$24,750,000"
296,T291,T291,Duffy Waldorf,3,0.17,"$28,656","$16,400,000"
297,298,298,Billy Mayfair,14,0.16,"$123,859","$75,200,000"
298,T299,T299,Will Claxton,24,0.15,"$206,721","$138,900,000"
299,T299,T299,Robert Gamez,3,0.15,"$17,880","$12,200,000"
300,T299,T299,Hank Kuehne,5,0.15,"$48,045","$31,200,000"
301,T299,T299,Mike Weir,22,0.15,"$194,510","$130,400,000"
302,T303,T303,Robert Allenby,24,0.14,"$204,272","$141,800,000"
303,T303,T303,Gary Christian,10,0.14,"$75,332","$55,200,000"
304,T303,T303,Hunter Haas,5,0.14,"$42,929","$31,500,000"
305,T303,T303,Tom Lehman,2,0.14,"$20,077","$14,400,000"
306,T303,T303,Chris Williams,5,0.14,"$39,304","$28,900,000"
307,T308,T308,Rod Pampling,16,0.13,"$110,451","$88,100,000"
308,T308,T308,Alexandre Rocha,3,0.13,"$21,254","$16,700,000"
309,T310,T310,Colt Knost,25,0.12,"$176,710","$145,300,000"
310,T310,T310,José María Olazábal,2,0.12,"$19,480","$16,000,000"
311,T310,T310,Jin Park,20,0.12,"$136,455","$110,600,000"
312,T310,T310,Alistair Presnell,23,0.12,"$163,133","$130,800,000"
313,T310,T310,Joey Snyder III,15,0.12,"$98,886","$85,700,000"
314,T310,T310,Bernd Wiesberger,2,0.12,"$19,085","$16,000,000"
315,T316,T316,Hiroyuki Fujita,5,0.11,"$46,000","$40,750,000"
316,T316,T316,Lee Williams,22,0.11,"$133,754","$123,000,000"
317,T318,T318,Neal Lancaster,6,0.1,"$36,978","$37,100,000"
318,T318,T318,Ted Purdy,3,0.1,"$12,797","$12,700,000"
319,T318,T318,"Wes Short, Jr.",15,0.1,"$82,855","$84,300,000"
320,T318,T318,Tom Watson,4,0.1,"$28,980","$30,300,000"
321,T322,T322,Brad Adamonis,2,0.09,"$11,340","$12,400,000"
322,T322,T322,Joe Durant,7,0.09,"$32,290","$34,600,000"
323,T322,T322,Ryuji Imada,7,0.09,"$30,820","$34,000,000"
324,T322,T322,Brooks Koepka,2,0.09,"$14,950","$16,000,000"
325,T322,T322,Mark O'Meara,3,0.09,"$20,077","$22,200,000"
326,T327,T327,Todd Hamilton,4,0.08,"$17,863","$22,100,000"
327,T327,T327,Andrew Svoboda,18,0.08,"$77,219","$101,100,000"
328,T327,T327,Scott Verplank,14,0.08,"$62,905","$80,500,000"
329,T330,T330,Michael Bradley,21,0.07,"$79,107","$117,000,000"
330,T330,T330,Paul Haley II,18,0.07,"$73,004","$99,300,000"
331,T330,T330,Jesper Parnevik,13,0.07,"$49,241","$75,200,000"
332,T333,T333,Thomas Aiken,2,0.06,"$7,104","$11,000,000"
333,T333,T333,Arjun Atwal,8,0.06,"$22,122","$39,700,000"
334,T333,T333,John Daly,12,0.06,"$43,543","$70,400,000"
335,T333,T333,Jeff Gove,17,0.06,"$53,400","$93,100,000"
336,T333,T333,Troy Kelly,10,0.06,"$32,350","$58,400,000"
337,T333,T333,Eric Meierdierks,19,0.06,"$58,027","$104,800,000"
338,T333,T333,Joe Ogilvie,15,0.06,"$54,172","$87,100,000"
339,T333,T333,Rod Perry,3,0.06,"$11,656","$19,700,000"
340,T341,T341,Zack Fischer,4,0.05,"$13,601","$27,500,000"
341,T341,T341,J.B. Holmes,5,0.05,"$15,184","$31,400,000"
342,T341,T341,Michael Letzig,17,0.05,"$45,626","$93,100,000"
343,T341,T341,Frank Lickliter II,3,0.05,"$5,730","$12,100,000"
344,345,345,Lee Janzen,11,0.04,"$25,482","$59,300,000"
345,T346,T346,David Duval,8,0.01,"$6,210","$43,500,000"
346,T346,T346,Scott McCarron,8,0.01,"$6,060","$43,900,000"
