,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,T1,T1,Stuart Appleby,97,-1.000
1,T1,T1,John Huston,99,-1.000
2,3,3,Sergio Garcia,79,-.818
3,4,4,Paul Claxton,83,-.750
4,T5,T5,Brett Quigley,93,-.667
5,T5,T5,Craig Stadler,72,-.667
6,7,7,Tim Herron,102,-.615
7,T8,T8,Lee Janzen,101,-.600
8,T8,T8,Phil Tataurangi,88,-.600
9,T10,T10,Jonathan Byrd,96,-.571
10,T10,T10,Tiger Woods,69,-.571
11,T12,T12,Notah Begay III,76,-.500
12,T12,T12,Jeff Maggert,83,-.500
13,14,14,Chris DiMarco,111,-.455
14,T15,T15,Jess Daley,76,-.444
15,T15,T15,Brent Geiberger,95,-.444
16,T15,T15,Steve Stricker,68,-.444
17,T18,T18,Brad Elder,76,-.429
18,T18,T18,Dan Forsman,83,-.429
19,T18,T18,Tom Lehman,78,-.429
20,T18,T18,John Riegger,88,-.429
21,T22,T22,Robert Allenby,96,-.417
22,T22,T22,Brett Wetterich,89,-.417
23,T24,T24,Charles Howell III,118,-.400
24,T24,T24,Ian Leggatt,97,-.400
25,T24,T24,Spike McRoy,69,-.400
26,T27,T27,Paul Azinger,69,-.375
27,T27,T27,David Peoples,105,-.375
28,T27,T27,Tom Pernice Jr.,101,-.375
29,30,30,John Senden,96,-.364
30,T31,T31,Tommy Armour III,82,-.333
31,T31,T31,K.J. Choi,93,-.333
32,T31,T31,Jonathan Kaye,83,-.333
33,T31,T31,Frank Lickliter II,94,-.333
34,T31,T31,Michael Long,71,-.333
35,T31,T31,Davis Love III,92,-.333
36,T31,T31,Kirk Triplett,84,-.333
37,T38,T38,J.J. Henry,112,-.308
38,T38,T38,Len Mattiace,106,-.308
39,T38,T38,Scott McCarron,106,-.308
40,T38,T38,Kenneth Staton,104,-.308
41,T42,T42,Fred Couples,64,-.300
42,T42,T42,Dudley Hart,88,-.300
43,T44,T44,John Cook,85,-.286
44,T44,T44,Harrison Frazar,88,-.286
45,T46,T46,Bradley Hughes,60,-.273
46,T46,T46,Bryce Molder,65,-.273
47,T46,T46,John Rollins,124,-.273
48,T49,T49,Billy Andrade,100,-.250
49,T49,T49,"David Berganio, Jr.",80,-.250
50,T49,T49,Ben Crane,91,-.250
51,T49,T49,John Daly,62,-.250
52,T49,T49,J.P. Hayes,78,-.250
53,T49,T49,Bob Heintz,68,-.250
54,T49,T49,Jesper Parnevik,85,-.250
55,T56,T56,Tripp Isenhour,68,-.231
56,T56,T56,Andrew Magee,91,-.231
57,T56,T56,Joey Sindelar,104,-.231
58,59,59,Bob May,91,-.227
59,60,60,Craig Parry,69,-.222
60,T61,T61,Mathew Goggin,64,-.214
61,T61,T61,J.L. Lewis,98,-.214
62,T63,T63,Woody Austin,102,-.211
63,T63,T63,Phil Mickelson,97,-.211
64,T65,T65,Steve Allan,93,-.200
65,T65,T65,Per-Ulrik Johansson,87,-.200
66,T65,T65,Pat Perez,89,-.200
67,T65,T65,Rory Sabbatini,69,-.200
68,T65,T65,Hidemichi Tanaka,104,-.200
69,T70,T70,Carl Paulson,84,-.182
70,T70,T70,Paul Stankowski,100,-.182
71,T72,T72,Craig Barlow,62,-.167
72,T72,T72,Bart Bryant,69,-.167
73,T72,T72,Russ Cochran,68,-.167
74,T72,T72,Joel Edwards,101,-.167
75,T72,T72,Steve Flesch,110,-.167
76,T72,T72,Edward Fryatt,94,-.167
77,T72,T72,Matt Kuchar,82,-.167
78,T72,T72,Bob Tway,103,-.167
79,80,80,Grant Waite,98,-.150
80,T81,T81,Michael Allen,76,-.143
81,T81,T81,Brian Henninger,66,-.143
82,T81,T81,Shaun Micheel,100,-.143
83,T81,T81,Geoff Ogilvy,90,-.143
84,T81,T81,Brenden Pappas,62,-.143
85,T81,T81,Craig Perks,91,-.143
86,T81,T81,Mike Weir,94,-.143
87,88,88,Vijay Singh,102,-.133
88,T89,T89,Scott Dunlap,74,-.125
89,T89,T89,Bob Estes,93,-.125
90,T89,T89,Chris Smith,103,-.125
91,T89,T89,Kaname Yokoo,74,-.125
92,T93,T93,Tom Byrum,77,-.111
93,T93,T93,Stewart Cink,92,-.111
94,T93,T93,Neal Lancaster,101,-.111
95,96,96,Ernie Els,68,-.100
96,T97,T97,Chad Campbell,111,-.091
97,T97,T97,Brad Faxon,93,-.091
98,T97,T97,Peter Lonard,93,-.091
99,100,100,Tim Petrovic,92,-.083
100,101,101,Robert Gamez,69,-.077
101,T102,T102,David Duval,78,-.071
102,T102,T102,Brandt Jobe,94,-.071
103,104,104,Dennis Paulson,89,-.067
104,105,105,Steve Lowery,98,-.059
105,T106,T106,Briny Baird,110,E
106,T106,T106,Brian Bateman,94,E
107,T106,T106,Pat Bates,94,E
108,T106,T106,Jim Carter,98,E
109,T106,T106,Greg Chalmers,94,E
110,T106,T106,Michael Clark II,97,E
111,T106,T106,Carlos Franco,107,E
112,T106,T106,Jim Furyk,88,E
113,T106,T106,Retief Goosen,56,E
114,T106,T106,Donnie Hammond,60,E
115,T106,T106,Mike Hulbert,55,E
116,T106,T106,Peter Jacobsen,67,E
117,T106,T106,Steve Jones,71,E
118,T106,T106,Pete Jordan,78,E
119,T106,T106,Skip Kendall,103,E
120,T106,T106,Greg Kraft,86,E
121,T106,T106,Bernhard Langer,55,E
122,T106,T106,Billy Mayfair,99,E
123,T106,T106,Blaine McCallister,75,E
124,T106,T106,Rod Pampling,98,E
125,T106,T106,Kenny Perry,98,E
126,T106,T106,Matt Peterson,80,E
127,T106,T106,Nick Price,69,E
128,T106,T106,Tom Scherrer,98,E
129,T106,T106,Scott Simpson,61,E
130,T106,T106,Jerry Smith,91,E
131,T106,T106,Kevin Sutherland,96,E
132,T106,T106,Hal Sutton,74,E
133,T106,T106,David Toms,106,E
134,T106,T106,Boo Weekley,57,E
135,T106,T106,Jay Williamson,91,E
136,T106,T106,Richard Zokol,53,E
137,138,138,Bo Van Pelt,78,+.053
138,T139,T139,Glen Day,107,+.067
139,T139,T139,José María Olazábal,71,+.067
140,141,141,Jerry Kelly,99,+.083
141,T142,T142,David Frost,90,+.091
142,T142,T142,Loren Roberts,93,+.091
143,144,144,Robert Damron,85,+.100
144,T145,T145,Jeff Brehaut,87,+.111
145,T145,T145,Jay Haas,83,+.111
146,T147,T147,Bob Burns,99,+.125
147,T147,T147,Michael Muehr,73,+.125
148,T147,T147,Mark O'Meara,68,+.125
149,T147,T147,Deane Pappas,90,+.125
150,T147,T147,Dicky Pride,51,+.125
151,T152,T152,Stephen Gangluff,75,+.143
152,T152,T152,David Gossett,95,+.143
