,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Brad Faxon,93,79.45,58,73,-0.29
1,2,2,Shigeki Maruyama,87,78.33,47,60,-0.19
2,T3,T3,Tom Byrum,77,76.71,56,73,-0.23
3,T3,T3,Dicky Pride,51,76.71,56,73,-0.11
4,5,5,John Cook,85,75.51,37,49,-0.24
5,6,6,Notah Begay III,76,74.63,50,67,-0.18
6,7,7,Joe Durant,87,73.53,50,68,-0.22
7,8,8,Scott Dunlap,74,73.49,61,83,-0.10
8,9,9,J.J. Henry,112,73.39,80,109,-0.15
9,10,10,Jim Furyk,88,73.33,44,60,-0.16
10,11,11,John Huston,99,72.73,56,77,-0.29
11,12,12,Paul Goydos,66,72.6,53,73,-0.21
12,13,13,Justin Leonard,97,72.15,57,79,-0.05
13,14,14,Craig Parry,69,72.06,49,68,-0.18
14,15,15,Vijay Singh,102,71.6,58,81,-0.19
15,16,16,Harrison Frazar,88,71.23,52,73,-0.15
16,T17,T17,Chad Campbell,111,70.48,74,105,-0.23
17,T17,T17,Carlos Franco,107,70.48,74,105,-0.16
18,19,19,Dan Forsman,83,70.45,62,88,-0.18
19,20,20,Tim Petrovic,92,70.24,59,84,-0.14
20,21,21,Joey Sindelar,104,70.16,87,124,-0.22
21,22,22,Corey Pavin,78,69.84,44,63,-0.30
22,23,23,Paul Claxton,83,69.79,67,96,-0.15
23,24,24,Chris Smith,103,69.74,53,76,-0.13
24,T25,T25,Bradley Hughes,60,69.57,48,69,-0.04
25,T25,T25,Jerry Kelly,99,69.57,64,92,-0.08
26,27,27,Brett Wetterich,89,69.51,57,82,-0.05
27,28,28,Glen Day,107,69.3,79,114,-0.20
28,29,29,David Toms,106,69.16,74,107,-0.20
29,30,30,Peter Jacobsen,67,68.97,40,58,-0.10
30,31,31,Michael Long,71,68.92,51,74,-0.12
31,32,32,Jeff Gove,89,68.87,73,106,-0.14
32,33,33,Stephen Ames,89,68.83,53,77,-0.21
33,34,34,Tom Lehman,78,68.75,33,48,-0.15
34,35,35,Scott Hoch,71,68.25,43,63,-0.16
35,T36,T36,Cameron Beckman,87,68.18,45,66,-0.16
36,T36,T36,David Peoples,105,68.18,60,88,-0.15
37,38,38,Jeff Sluman,118,67.96,70,103,-0.21
38,39,39,Boo Weekley,57,67.92,36,53,-0.08
39,40,40,Robert Gamez,69,67.9,55,81,-0.22
40,41,41,Bob Tway,103,67.86,57,84,-0.18
41,42,42,Lee Porter,91,67.74,63,93,-0.14
42,43,43,Bob Estes,93,67.71,65,96,-0.17
43,44,44,Jeff Brehaut,87,67.62,71,105,-0.15
44,45,45,Hal Sutton,74,67.21,41,61,-0.22
45,46,46,Kevin Sutherland,96,67.19,43,64,-0.16
46,47,47,Tommy Armour III,82,67.16,45,67,-0.16
47,T48,T48,K.J. Choi,93,67.14,47,70,-0.13
48,T48,T48,Rocco Mediate,79,67.14,47,70,-0.17
49,50,50,David Gossett,95,66.67,56,84,-0.11
50,51,51,Jay Williamson,91,66.35,69,104,-0.17
51,T52,T52,Joel Edwards,101,66.34,67,101,-0.18
52,T52,T52,Fred Funk,106,66.34,67,101,-0.21
53,54,54,Glen Hnatiuk,95,66.32,63,95,-0.19
54,55,55,John Riegger,88,66.25,53,80,-0.17
55,56,56,Shaun Micheel,100,65.93,60,91,-0.17
56,57,57,Matt Kuchar,82,65.79,50,76,-0.22
57,58,58,Tom Scherrer,98,65.77,73,111,-0.18
58,59,59,Craig Barlow,62,65.75,48,73,-0.15
59,60,60,Steve Lowery,98,65.59,61,93,-0.20
60,61,61,Mark Brooks,97,65.56,59,90,-0.22
61,62,62,Nick Price,69,65.52,38,58,-0.08
62,63,63,Billy Mayfair,99,65.38,51,78,-0.08
63,64,64,Stewart Cink,92,65.22,45,69,-0.16
64,65,65,Andrew Magee,91,65.15,43,66,-0.14
65,66,66,Bart Bryant,69,64.81,35,54,-0.26
66,67,67,Scott Verplank,93,64.71,44,68,-0.16
67,68,68,Loren Roberts,93,64.66,75,116,-0.12
68,69,69,Brian Gay,117,64.65,64,99,-0.13
69,70,70,Esteban Toledo,106,64.63,53,82,-0.17
70,71,71,David Frost,90,64.47,49,76,-0.22
71,72,72,Robert Damron,85,64.37,56,87,-0.13
72,73,73,Charles Howell III,118,64.29,63,98,-0.16
73,74,74,John Rollins,124,64.23,79,123,-0.19
74,75,75,Lee Janzen,101,63.75,51,80,-0.16
75,76,76,Peter Lonard,93,63.64,42,66,-0.17
76,77,77,Robert Allenby,96,63.44,59,93,-0.14
77,78,78,Craig Stadler,72,63.41,26,41,-0.27
78,79,79,Steve Pate,64,63.33,38,60,-0.29
79,80,80,Briny Baird,110,63.3,69,109,-0.13
80,81,81,J.P. Hayes,78,63.16,36,57,-0.19
81,82,82,Chris Riley,104,63.11,65,103,-0.31
82,T83,T83,Matt Peterson,80,62.86,66,105,-0.24
83,T83,T83,Kirk Triplett,84,62.86,44,70,-0.07
84,T85,T85,Tim Clark,76,62.67,47,75,-0.23
85,T85,T85,Phil Tataurangi,88,62.67,47,75,-0.11
86,87,87,Gary Nicklaus,66,62.5,40,64,-0.08
87,88,88,Pete Jordan,78,62.34,48,77,-0.13
88,89,89,Neal Lancaster,101,62.22,56,90,-0.13
89,90,90,Matt Gogel,79,62.16,46,74,-0.17
90,91,91,Carl Paulson,84,61.96,57,92,-0.14
91,92,92,Kenny Perry,98,61.8,55,89,-0.15
92,93,93,Luke Donald,106,61.79,76,123,-0.17
93,94,94,Brandt Jobe,94,61.76,63,102,-0.21
94,95,95,Tim Herron,102,61.73,50,81,-0.20
95,96,96,Kenneth Staton,104,61.7,58,94,-0.12
96,T97,T97,Fulton Allem,64,61.67,37,60,-0.08
97,T97,T97,Eduardo Herrera,59,61.67,37,60,E
98,99,99,Pat Bates,94,61.62,61,99,-0.26
99,T100,T100,Steve Jones,71,61.54,40,65,-0.13
100,T100,T100,Kaname Yokoo,74,61.54,40,65,-0.25
101,102,102,Edward Fryatt,94,61.45,51,83,-0.25
102,103,103,Ernie Els,68,61.4,35,57,-0.09
103,104,104,Brent Geiberger,95,61.25,49,80,-0.12
104,105,105,Hidemichi Tanaka,104,61.18,52,85,-0.15
105,T106,T106,"David Berganio, Jr.",80,61.11,44,72,-0.07
106,T106,T106,Jay Haas,83,61.11,44,72,-0.09
107,T106,T106,Joe Ogilvie,50,61.11,33,54,-0.21
108,109,109,Brian Bateman,94,61.05,58,95,-0.05
109,T110,T110,Retief Goosen,56,60.98,25,41,-0.16
110,T110,T110,Len Mattiace,106,60.98,75,123,-0.24
111,112,112,Jay Don Blake,107,60.95,64,105,-0.23
112,113,113,Per-Ulrik Johansson,87,60.92,53,87,-0.13
113,114,114,Olin Browne,107,60.91,67,110,-0.13
114,T115,T115,Steve Flesch,110,60.76,48,79,-0.23
115,T115,T115,Frank Lickliter II,94,60.76,48,79,-0.17
116,117,117,Bob May,91,60.44,55,91,-0.15
117,118,118,Mathew Goggin,64,60.34,35,58,-0.06
118,119,119,Russ Cochran,68,60.32,38,63,-0.21
119,120,120,Heath Slocum,96,60.29,41,68,-0.07
120,121,121,Robin Freeman,79,60.24,50,83,-0.14
121,T122,T122,Fred Couples,64,60.0,21,35,-0.05
122,T122,T122,Phil Mickelson,97,60.0,51,85,-0.27
123,T122,T122,Pat Perez,89,60.0,45,75,-0.16
124,T122,T122,Tiger Woods,69,60.0,30,50,-0.30
125,126,126,Kent Jones,105,59.83,70,117,-0.16
126,127,127,Michael Clark II,97,59.8,61,102,-0.13
127,128,128,Richard Zokol,53,59.57,28,47,-0.21
128,129,129,Mike Sposa,111,59.41,60,101,-0.18
129,130,130,Billy Andrade,100,59.38,57,96,-0.23
130,131,131,Mark Calcavecchia,84,59.18,29,49,-0.07
